Wvlgth Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Zonal_ground_reflectance
.5560E+03 .1573E+01 .1388E+01 .1865E+00 .2505E+00
.5570E+03 .1525E+01 .1346E+01 .1798E+00 .2509E+00
.5580E+03 .1514E+01 .1337E+01 .1776E+00 .2513E+00
.5590E+03 .1486E+01 .1314E+01 .1734E+00 .2518E+00
.5600E+03 .1506E+01 .1332E+01 .1748E+00 .2523E+00
.5610E+03 .1527E+01 .1351E+01 .1764E+00 .2528E+00
.5620E+03 .1518E+01 .1343E+01 .1743E+00 .2532E+00
.5630E+03 .1561E+01 .1382E+01 .1784E+00 .2539E+00
.5640E+03 .1519E+01 .1346E+01 .1728E+00 .2549E+00
.5650E+03 .1507E+01 .1336E+01 .1706E+00 .2558E+00
.5660E+03 .1486E+01 .1318E+01 .1673E+00 .2563E+00
.5670E+03 .1515E+01 .1344E+01 .1697E+00 .2568E+00
.5680E+03 .1504E+01 .1334E+01 .1675E+00 .2576E+00
.5690E+03 .1471E+01 .1306E+01 .1628E+00 .2585E+00
.5700E+03 .1471E+01 .1307E+01 .1621E+00 .2594E+00
.5710E+03 .1462E+01 .1299E+01 .1605E+00 .2600E+00
.5720E+03 .1500E+01 .1333E+01 .1636E+00 .2605E+00
.5730E+03 .1517E+01 .1349E+01 .1647E+00 .2615E+00
.5740E+03 .1513E+01 .1346E+01 .1636E+00 .2629E+00
.5750E+03 .1486E+01 .1322E+01 .1599E+00 .2641E+00
.5760E+03 .1472E+01 .1311E+01 .1578E+00 .2647E+00
.5770E+03 .1488E+01 .1325E+01 .1588E+00 .2652E+00
.5780E+03 .1466E+01 .1306E+01 .1559E+00 .2660E+00
.5790E+03 .1471E+01 .1311E+01 .1560E+00 .2670E+00
.5800E+03 .1498E+01 .1335E+01 .1584E+00 .2678E+00
.5810E+03 .1505E+01 .1341E+01 .1586E+00 .2682E+00
.5820E+03 .1533E+01 .1366E+01 .1610E+00 .2686E+00
.5830E+03 .1537E+01 .1370E+01 .1610E+00 .2699E+00
.5840E+03 .1551E+01 .1382E+01 .1619E+00 .2714E+00
.5850E+03 .1513E+01 .1349E+01 .1573E+00 .2724E+00
.5860E+03 .1482E+01 .1322E+01 .1533E+00 .2724E+00
.5870E+03 .1514E+01 .1351E+01 .1558E+00 .2724E+00
.5880E+03 .1479E+01 .1321E+01 .1513E+00 .2736E+00
.5890E+03 .1314E+01 .1175E+01 .1331E+00 .2751E+00
.5900E+03 .1375E+01 .1229E+01 .1387E+00 .2763E+00
.5910E+03 .1453E+01 .1298E+01 .1464E+00 .2772E+00
.5920E+03 .1438E+01 .1286E+01 .1441E+00 .2781E+00
.5930E+03 .1458E+01 .1304E+01 .1457E+00 .2786E+00
.5940E+03 .1451E+01 .1298E+01 .1443E+00 .2791E+00
.5950E+03 .1418E+01 .1269E+01 .1402E+00 .2799E+00
.5960E+03 .1469E+01 .1314E+01 .1451E+00 .2809E+00
.5970E+03 .1455E+01 .1302E+01 .1430E+00 .2818E+00
.5980E+03 .1451E+01 .1299E+01 .1422E+00 .2823E+00
.5990E+03 .1454E+01 .1302E+01 .1419E+00 .2827E+00
.6000E+03 .1456E+01 .1304E+01 .1417E+00 .2834E+00
.6010E+03 .1443E+01 .1293E+01 .1400E+00 .2843E+00
.6020E+03 .1433E+01 .1284E+01 .1384E+00 .2852E+00
.6030E+03 .1456E+01 .1305E+01 .1401E+00 .2857E+00
.6040E+03 .1479E+01 .1326E+01 .1418E+00 .2863E+00
.6050E+03 .1472E+01 .1320E+01 .1406E+00 .2871E+00
.6060E+03 .1468E+01 .1316E+01 .1398E+00 .2880E+00
.6070E+03 .1484E+01 .1331E+01 .1410E+00 .2889E+00
.6080E+03 .1469E+01 .1318E+01 .1391E+00 .2893E+00
.6090E+03 .1472E+01 .1321E+01 .1389E+00 .2898E+00
.6100E+03 .1461E+01 .1311E+01 .1374E+00 .2906E+00
.6110E+03 .1469E+01 .1319E+01 .1378E+00 .2915E+00
.6120E+03 .1465E+01 .1315E+01 .1369E+00 .2924E+00
.6130E+03 .1446E+01 .1298E+01 .1347E+00 .2929E+00
.6140E+03 .1426E+01 .1281E+01 .1324E+00 .2935E+00
.6150E+03 .1458E+01 .1309E+01 .1349E+00 .2943E+00
.6160E+03 .1410E+01 .1267E+01 .1301E+00 .2952E+00
.6170E+03 .1408E+01 .1264E+01 .1294E+00 .2961E+00
.6180E+03 .1461E+01 .1313E+01 .1339E+00 .2971E+00
.6190E+03 .1447E+01 .1300E+01 .1321E+00 .2981E+00
.6200E+03 .1455E+01 .1307E+01 .1324E+00 .2990E+00
.6210E+03 .1454E+01 .1307E+01 .1318E+00 .3000E+00
.6220E+03 .1426E+01 .1283E+01 .1285E+00 .3008E+00
.6230E+03 .1394E+01 .1254E+01 .1249E+00 .3013E+00
.6240E+03 .1376E+01 .1238E+01 .1229E+00 .3018E+00
.6250E+03 .1382E+01 .1244E+01 .1233E+00 .3032E+00
.6260E+03 .1406E+01 .1265E+01 .1250E+00 .3046E+00
.6270E+03 .1424E+01 .1282E+01 .1261E+00 .3055E+00
.6280E+03 .1345E+01 .1212E+01 .1173E+00 .3061E+00
.6290E+03 .1397E+01 .1258E+01 .1224E+00 .3066E+00
.6300E+03 .1367E+01 .1232E+01 .1194E+00 .3070E+00
.6310E+03 .1397E+01 .1258E+01 .1220E+00 .3075E+00
.6320E+03 .1382E+01 .1244E+01 .1204E+00 .3085E+00
.6330E+03 .1426E+01 .1284E+01 .1241E+00 .3100E+00
.6340E+03 .1412E+01 .1271E+01 .1227E+00 .3112E+00
.6350E+03 .1434E+01 .1291E+01 .1242E+00 .3117E+00
.6360E+03 .1413E+01 .1273E+01 .1221E+00 .3122E+00
.6370E+03 .1435E+01 .1293E+01 .1236E+00 .3130E+00
.6380E+03 .1448E+01 .1305E+01 .1245E+00 .3139E+00
.6390E+03 .1433E+01 .1291E+01 .1228E+00 .3147E+00
.6400E+03 .1420E+01 .1279E+01 .1214E+00 .3152E+00
.6410E+03 .1420E+01 .1279E+01 .1210E+00 .3157E+00
.6420E+03 .1414E+01 .1274E+01 .1202E+00 .3169E+00
.6430E+03 .1433E+01 .1291E+01 .1215E+00 .3184E+00
.6440E+03 .1429E+01 .1287E+01 .1208E+00 .3195E+00
.6450E+03 .1432E+01 .1290E+01 .1206E+00 .3200E+00
.6460E+03 .1401E+01 .1263E+01 .1175E+00 .3205E+00
.6470E+03 .1388E+01 .1252E+01 .1157E+00 .3215E+00
.6480E+03 .1391E+01 .1255E+01 .1154E+00 .3225E+00
.6490E+03 .1365E+01 .1231E+01 .1129E+00 .3232E+00
.6500E+03 .1367E+01 .1233E+01 .1132E+00 .3237E+00
.6510E+03 .1426E+01 .1286E+01 .1178E+00 .3241E+00
.6520E+03 .1372E+01 .1238E+01 .1124E+00 .3250E+00
.6530E+03 .1408E+01 .1270E+01 .1155E+00 .3259E+00
.6540E+03 .1392E+01 .1255E+01 .1139E+00 .3266E+00
.6550E+03 .1342E+01 .1212E+01 .1092E+00 .3272E+00
.6560E+03 .1187E+01 .1072E+01 .9646E-01 .3277E+00
.6570E+03 .1219E+01 .1100E+01 .9871E-01 .3292E+00
.6580E+03 .1363E+01 .1230E+01 .1102E+00 .3306E+00
.6590E+03 .1369E+01 .1236E+01 .1104E+00 .3314E+00
.6600E+03 .1367E+01 .1234E+01 .1097E+00 .3319E+00
.6610E+03 .1363E+01 .1231E+01 .1089E+00 .3325E+00
.6620E+03 .1357E+01 .1225E+01 .1077E+00 .3340E+00
.6630E+03 .1337E+01 .1207E+01 .1060E+00 .3354E+00
.6640E+03 .1363E+01 .1231E+01 .1081E+00 .3362E+00
.6650E+03 .1371E+01 .1238E+01 .1085E+00 .3367E+00
.6660E+03 .1378E+01 .1245E+01 .1090E+00 .3374E+00
.6670E+03 .1381E+01 .1247E+01 .1090E+00 .3383E+00
.6680E+03 .1384E+01 .1249E+01 .1089E+00 .3392E+00
.6690E+03 .1406E+01 .1270E+01 .1104E+00 .3398E+00
.6700E+03 .1401E+01 .1265E+01 .1097E+00 .3403E+00
.6710E+03 .1401E+01 .1265E+01 .1094E+00 .3413E+00
.6720E+03 .1389E+01 .1255E+01 .1082E+00 .3432E+00
.6730E+03 .1411E+01 .1274E+01 .1096E+00 .3453E+00
.6740E+03 .1406E+01 .1270E+01 .1089E+00 .3457E+00
.6750E+03 .1394E+01 .1259E+01 .1076E+00 .3462E+00
.6760E+03 .1403E+01 .1268E+01 .1081E+00 .3471E+00
.6770E+03 .1389E+01 .1255E+01 .1067E+00 .3486E+00
.6780E+03 .1393E+01 .1258E+01 .1067E+00 .3501E+00
.6790E+03 .1371E+01 .1238E+01 .1047E+00 .3511E+00
.6800E+03 .1382E+01 .1249E+01 .1053E+00 .3521E+00
.6810E+03 .1374E+01 .1241E+01 .1043E+00 .3530E+00
.6820E+03 .1373E+01 .1241E+01 .1040E+00 .3539E+00
.6830E+03 .1371E+01 .1239E+01 .1035E+00 .3548E+00
.6840E+03 .1365E+01 .1233E+01 .1027E+00 .3552E+00
.6850E+03 .1377E+01 .1245E+01 .1033E+00 .3557E+00
.6860E+03 .1369E+01 .1238E+01 .1024E+00 .3568E+00
.6870E+03 .9715E+00 .8847E+00 .6728E-01 .3582E+00
.6880E+03 .1109E+01 .1007E+01 .7888E-01 .3595E+00
.6890E+03 .1112E+01 .1010E+01 .7894E-01 .3600E+00
.6900E+03 .1157E+01 .1050E+01 .8266E-01 .3605E+00
.6910E+03 .1207E+01 .1094E+01 .8688E-01 .3617E+00
.6920E+03 .1242E+01 .1125E+01 .8990E-01 .3632E+00
.6930E+03 .1233E+01 .1117E+01 .8888E-01 .3644E+00
.6940E+03 .1223E+01 .1109E+01 .8779E-01 .3648E+00
.6950E+03 .1267E+01 .1147E+01 .9127E-01 .3652E+00
.6960E+03 .1269E+01 .1150E+01 .9111E-01 .3665E+00
.6970E+03 .1338E+01 .1211E+01 .9673E-01 .3680E+00
.6980E+03 .1318E+01 .1193E+01 .9497E-01 .3691E+00
.6990E+03 .1293E+01 .1171E+01 .9229E-01 .3696E+00
.7000E+03 .1277E+01 .1157E+01 .9092E-01 .3701E+00
.7010E+03 .1267E+01 .1148E+01 .8976E-01 .3714E+00
.7020E+03 .1274E+01 .1154E+01 .9019E-01 .3729E+00
.7030E+03 .1276E+01 .1156E+01 .9010E-01 .3738E+00
.7040E+03 .1314E+01 .1190E+01 .9278E-01 .3743E+00
.7050E+03 .1316E+01 .1192E+01 .9265E-01 .3747E+00
.7060E+03 .1314E+01 .1190E+01 .9235E-01 .3757E+00
.7070E+03 .1315E+01 .1191E+01 .9218E-01 .3767E+00
.7080E+03 .1318E+01 .1194E+01 .9212E-01 .3773E+00
.7090E+03 .1318E+01 .1194E+01 .9201E-01 .3778E+00
.7100E+03 .1319E+01 .1195E+01 .9173E-01 .3783E+00
.7110E+03 .1317E+01 .1193E+01 .9144E-01 .3810E+00
.7120E+03 .1313E+01 .1189E+01 .9099E-01 .3835E+00
.7130E+03 .1301E+01 .1178E+01 .8981E-01 .3842E+00
.7140E+03 .1306E+01 .1183E+01 .8986E-01 .3842E+00
.7150E+03 .1267E+01 .1149E+01 .8672E-01 .3845E+00
.7160E+03 .1268E+01 .1150E+01 .8653E-01 .3860E+00
.7170E+03 .1122E+01 .1020E+01 .7443E-01 .3874E+00
.7180E+03 .1035E+01 .9415E+00 .6788E-01 .3885E+00
.7190E+03 .9502E+00 .8654E+00 .6173E-01 .3894E+00
.7200E+03 .9972E+00 .9082E+00 .6468E-01 .3904E+00
.7210E+03 .1087E+01 .9889E+00 .7153E-01 .3913E+00
.7220E+03 .1229E+01 .1116E+01 .8221E-01 .3923E+00
.7230E+03 .1152E+01 .1048E+01 .7598E-01 .3928E+00
.7240E+03 .1047E+01 .9533E+00 .6792E-01 .3933E+00
.7250E+03 .1033E+01 .9414E+00 .6666E-01 .3938E+00
.7260E+03 .1080E+01 .9840E+00 .6981E-01 .3942E+00
.7270E+03 .1091E+01 .9932E+00 .7052E-01 .3947E+00
.7280E+03 .1032E+01 .9409E+00 .6600E-01 .3951E+00
.7290E+03 .1063E+01 .9683E+00 .6842E-01 .3956E+00
.7300E+03 .1125E+01 .1025E+01 .7244E-01 .3963E+00
.7310E+03 .1079E+01 .9833E+00 .6893E-01 .3973E+00
.7320E+03 .1146E+01 .1044E+01 .7375E-01 .3983E+00
.7330E+03 .1205E+01 .1097E+01 .7807E-01 .3988E+00
.7340E+03 .1231E+01 .1121E+01 .7973E-01 .3993E+00
.7350E+03 .1207E+01 .1099E+01 .7785E-01 .4000E+00
.7360E+03 .1206E+01 .1098E+01 .7756E-01 .4009E+00
.7370E+03 .1211E+01 .1103E+01 .7765E-01 .4018E+00
.7380E+03 .1224E+01 .1115E+01 .7871E-01 .4023E+00
.7390E+03 .1200E+01 .1093E+01 .7693E-01 .4028E+00
.7400E+03 .1230E+01 .1120E+01 .7875E-01 .4033E+00
.7410E+03 .1217E+01 .1109E+01 .7777E-01 .4038E+00
.7420E+03 .1217E+01 .1109E+01 .7763E-01 .4043E+00
.7430E+03 .1248E+01 .1137E+01 .7937E-01 .4043E+00
.7440E+03 .1244E+01 .1134E+01 .7891E-01 .4043E+00
.7450E+03 .1244E+01 .1134E+01 .7871E-01 .4049E+00
.7460E+03 .1250E+01 .1140E+01 .7886E-01 .4058E+00
.7470E+03 .1252E+01 .1142E+01 .7883E-01 .4065E+00
.7480E+03 .1250E+01 .1140E+01 .7843E-01 .4065E+00
.7490E+03 .1236E+01 .1128E+01 .7731E-01 .4065E+00
.7500E+03 .1235E+01 .1127E+01 .7706E-01 .4071E+00
.7510E+03 .1222E+01 .1116E+01 .7610E-01 .4081E+00
.7520E+03 .1228E+01 .1121E+01 .7623E-01 .4088E+00
.7530E+03 .1234E+01 .1127E+01 .7640E-01 .4088E+00
.7540E+03 .1237E+01 .1130E+01 .7636E-01 .4088E+00
.7550E+03 .1230E+01 .1124E+01 .7574E-01 .4096E+00
.7560E+03 .1230E+01 .1124E+01 .7552E-01 .4106E+00
.7570E+03 .1232E+01 .1126E+01 .7544E-01 .4114E+00
.7580E+03 .1216E+01 .1112E+01 .7430E-01 .4118E+00
.7590E+03 .1195E+01 .1093E+01 .7256E-01 .4123E+00
.7600E+03 .2624E+00 .2455E+00 .1164E-01 .4125E+00
.7610E+03 .1520E+00 .1430E+00 .6067E-02 .4129E+00
.7620E+03 .6753E+00 .6237E+00 .3614E-01 .4136E+00
.7630E+03 .3758E+00 .3502E+00 .1774E-01 .4134E+00
.7640E+03 .5308E+00 .4923E+00 .2680E-01 .4135E+00
.7650E+03 .6757E+00 .6245E+00 .3583E-01 .4139E+00
.7660E+03 .7992E+00 .7363E+00 .4417E-01 .4143E+00
.7670E+03 .9787E+00 .8993E+00 .5593E-01 .4148E+00
.7680E+03 .1106E+01 .1015E+01 .6468E-01 .4154E+00
.7690E+03 .1124E+01 .1031E+01 .6593E-01 .4160E+00
.7700E+03 .1157E+01 .1060E+01 .6808E-01 .4168E+00
.7710E+03 .1164E+01 .1067E+01 .6849E-01 .4177E+00
.7720E+03 .1165E+01 .1068E+01 .6846E-01 .4182E+00
.7730E+03 .1173E+01 .1076E+01 .6874E-01 .4182E+00
.7740E+03 .1168E+01 .1071E+01 .6820E-01 .4182E+00
.7750E+03 .1159E+01 .1063E+01 .6751E-01 .4192E+00
.7760E+03 .1173E+01 .1076E+01 .6816E-01 .4202E+00
.7770E+03 .1158E+01 .1062E+01 .6707E-01 .4206E+00
.7780E+03 .1151E+01 .1056E+01 .6647E-01 .4206E+00
.7790E+03 .1152E+01 .1057E+01 .6633E-01 .4206E+00
.7800E+03 .1145E+01 .1051E+01 .6578E-01 .4211E+00
.7810E+03 .1146E+01 .1053E+01 .6568E-01 .4216E+00
.7820E+03 .1154E+01 .1060E+01 .6593E-01 .4221E+00
.7830E+03 .1134E+01 .1041E+01 .6462E-01 .4225E+00
.7840E+03 .1139E+01 .1046E+01 .6478E-01 .4230E+00
.7850E+03 .1131E+01 .1039E+01 .6414E-01 .4235E+00
.7860E+03 .1144E+01 .1051E+01 .6468E-01 .4241E+00
.7870E+03 .1126E+01 .1035E+01 .6336E-01 .4245E+00
.7880E+03 .1113E+01 .1024E+01 .6240E-01 .4249E+00
.7890E+03 .1113E+01 .1024E+01 .6219E-01 .4253E+00
.7900E+03 .1087E+01 .1001E+01 .6031E-01 .4258E+00
.7910E+03 .1093E+01 .1006E+01 .6074E-01 .4263E+00
.7920E+03 .1085E+01 .9985E+00 .6014E-01 .4265E+00
.7930E+03 .1068E+01 .9830E+00 .5899E-01 .4265E+00
.7940E+03 .1083E+01 .9964E+00 .5993E-01 .4266E+00
.7950E+03 .1102E+01 .1014E+01 .6078E-01 .4271E+00
.7960E+03 .1073E+01 .9882E+00 .5866E-01 .4276E+00
.7970E+03 .1074E+01 .9898E+00 .5861E-01 .4285E+00
.7980E+03 .1101E+01 .1014E+01 .6026E-01 .4294E+00
.7990E+03 .1095E+01 .1009E+01 .5971E-01 .4302E+00
.8000E+03 .1077E+01 .9929E+00 .5848E-01 .4302E+00
.8010E+03 .1075E+01 .9911E+00 .5813E-01 .4301E+00
.8020E+03 .1072E+01 .9884E+00 .5782E-01 .4305E+00
.8030E+03 .1065E+01 .9817E+00 .5723E-01 .4309E+00
.8040E+03 .1066E+01 .9827E+00 .5717E-01 .4314E+00
.8050E+03 .1061E+01 .9785E+00 .5686E-01 .4318E+00
.8060E+03 .1089E+01 .1004E+01 .5834E-01 .4323E+00
.8070E+03 .1076E+01 .9926E+00 .5748E-01 .4328E+00
.8080E+03 .1077E+01 .9935E+00 .5739E-01 .4332E+00
.8090E+03 .1058E+01 .9768E+00 .5614E-01 .4337E+00
.8100E+03 .1051E+01 .9703E+00 .5550E-01 .4342E+00
.8110E+03 .1055E+01 .9740E+00 .5542E-01 .4347E+00
.8120E+03 .1028E+01 .9496E+00 .5362E-01 .4356E+00
.8130E+03 .1009E+01 .9322E+00 .5230E-01 .4365E+00
.8140E+03 .8983E+00 .8315E+00 .4559E-01 .4371E+00
.8150E+03 .8925E+00 .8262E+00 .4517E-01 .4371E+00
.8160E+03 .8321E+00 .7708E+00 .4170E-01 .4371E+00
.8170E+03 .8461E+00 .7838E+00 .4242E-01 .4375E+00
.8180E+03 .8170E+00 .7571E+00 .4071E-01 .4379E+00
.8190E+03 .9039E+00 .8368E+00 .4571E-01 .4384E+00
.8200E+03 .8551E+00 .7921E+00 .4281E-01 .4390E+00
.8210E+03 .9866E+00 .9126E+00 .5041E-01 .4396E+00
.8220E+03 .9606E+00 .8889E+00 .4875E-01 .4400E+00
.8230E+03 .6741E+00 .6262E+00 .3231E-01 .4405E+00
.8240E+03 .9373E+00 .8680E+00 .4704E-01 .4410E+00
.8250E+03 .9703E+00 .8982E+00 .4898E-01 .4414E+00
.8260E+03 .9375E+00 .8683E+00 .4689E-01 .4418E+00
.8270E+03 .9853E+00 .9122E+00 .4955E-01 .4423E+00
.8280E+03 .8471E+00 .7857E+00 .4150E-01 .4427E+00
.8290E+03 .9312E+00 .8628E+00 .4629E-01 .4430E+00
.8300E+03 .9203E+00 .8529E+00 .4555E-01 .4430E+00
.8310E+03 .9231E+00 .8556E+00 .4562E-01 .4430E+00
.8320E+03 .8970E+00 .8318E+00 .4402E-01 .4440E+00
.8330E+03 .9485E+00 .8788E+00 .4705E-01 .4450E+00
.8340E+03 .9190E+00 .8519E+00 .4517E-01 .4457E+00
.8350E+03 .1001E+01 .9275E+00 .4973E-01 .4462E+00
.8360E+03 .9637E+00 .8933E+00 .4736E-01 .4467E+00
.8370E+03 .1004E+01 .9301E+00 .4964E-01 .4471E+00
.8380E+03 .9750E+00 .9037E+00 .4794E-01 .4476E+00
.8390E+03 .9883E+00 .9159E+00 .4866E-01 .4480E+00
.8400E+03 .1009E+01 .9356E+00 .4962E-01 .4485E+00
.8410E+03 .9962E+00 .9235E+00 .4878E-01 .4489E+00
.8420E+03 .9969E+00 .9241E+00 .4879E-01 .4494E+00
.8430E+03 .9948E+00 .9222E+00 .4868E-01 .4499E+00
.8440E+03 .9819E+00 .9104E+00 .4787E-01 .4504E+00
.8450E+03 .1014E+01 .9402E+00 .4939E-01 .4509E+00
.8460E+03 .1009E+01 .9360E+00 .4906E-01 .4514E+00
.8470E+03 .9901E+00 .9182E+00 .4804E-01 .4518E+00
.8480E+03 .9847E+00 .9134E+00 .4761E-01 .4523E+00
.8490E+03 .9568E+00 .8877E+00 .4614E-01 .4528E+00
.8500E+03 .9166E+00 .8505E+00 .4410E-01 .4533E+00
.8510E+03 .9713E+00 .9014E+00 .4655E-01 .4536E+00
.8520E+03 .9641E+00 .8949E+00 .4611E-01 .4536E+00
.8530E+03 .9275E+00 .8610E+00 .4428E-01 .4536E+00
.8540E+03 .8014E+00 .7440E+00 .3813E-01 .4540E+00
.8550E+03 .8798E+00 .8169E+00 .4182E-01 .4545E+00
.8560E+03 .9618E+00 .8932E+00 .4559E-01 .4551E+00
.8570E+03 .9829E+00 .9128E+00 .4653E-01 .4561E+00
.8580E+03 .9760E+00 .9064E+00 .4609E-01 .4571E+00
.8590E+03 .9766E+00 .9071E+00 .4602E-01 .4573E+00
.8600E+03 .9782E+00 .9087E+00 .4600E-01 .4573E+00
.8610E+03 .9729E+00 .9040E+00 .4564E-01 .4576E+00
.8620E+03 .9882E+00 .9182E+00 .4627E-01 .4586E+00
.8630E+03 .1012E+01 .9401E+00 .4727E-01 .4595E+00
.8640E+03 .9611E+00 .8932E+00 .4481E-01 .4600E+00
.8650E+03 .9528E+00 .8855E+00 .4433E-01 .4605E+00
.8660E+03 .8567E+00 .7963E+00 .3977E-01 .4609E+00
.8670E+03 .8941E+00 .8312E+00 .4141E-01 .4614E+00
.8680E+03 .9730E+00 .9046E+00 .4496E-01 .4618E+00
.8690E+03 .9528E+00 .8860E+00 .4393E-01 .4623E+00
.8700E+03 .9800E+00 .9113E+00 .4509E-01 .4628E+00
.8710E+03 .9668E+00 .8991E+00 .4437E-01 .4633E+00
.8720E+03 .9634E+00 .8961E+00 .4412E-01 .4638E+00
.8730E+03 .9615E+00 .8944E+00 .4393E-01 .4643E+00
.8740E+03 .9501E+00 .8839E+00 .4331E-01 .4643E+00
.8750E+03 .9309E+00 .8662E+00 .4232E-01 .4643E+00
.8760E+03 .9407E+00 .8754E+00 .4266E-01 .4645E+00
.8770E+03 .9502E+00 .8843E+00 .4300E-01 .4650E+00
.8780E+03 .9607E+00 .8942E+00 .4337E-01 .4655E+00
.8790E+03 .9459E+00 .8806E+00 .4260E-01 .4659E+00
.8800E+03 .9257E+00 .8619E+00 .4160E-01 .4664E+00
.8810E+03 .9122E+00 .8494E+00 .4088E-01 .4671E+00
.8820E+03 .9321E+00 .8680E+00 .4167E-01 .4681E+00
.8830E+03 .9349E+00 .8706E+00 .4172E-01 .4689E+00
.8840E+03 .9307E+00 .8668E+00 .4143E-01 .4689E+00
.8850E+03 .9378E+00 .8735E+00 .4164E-01 .4689E+00
.8860E+03 .8949E+00 .8338E+00 .3957E-01 .4695E+00
.8870E+03 .9036E+00 .8419E+00 .3993E-01 .4704E+00
.8880E+03 .9176E+00 .8550E+00 .4041E-01 .4713E+00
.8890E+03 .9271E+00 .8639E+00 .4081E-01 .4713E+00
.8900E+03 .9205E+00 .8580E+00 .4033E-01 .4712E+00
.8910E+03 .9184E+00 .8561E+00 .4020E-01 .4719E+00
.8920E+03 .8935E+00 .8330E+00 .3892E-01 .4728E+00
.8930E+03 .8674E+00 .8090E+00 .3755E-01 .4736E+00
.8940E+03 .8405E+00 .7843E+00 .3603E-01 .4736E+00
.8950E+03 .7987E+00 .7458E+00 .3383E-01 .4736E+00
.8960E+03 .7542E+00 .7047E+00 .3159E-01 .4739E+00
.8970E+03 .6539E+00 .6117E+00 .2679E-01 .4745E+00
.8980E+03 .7102E+00 .6641E+00 .2936E-01 .4750E+00
.8990E+03 .5475E+00 .5130E+00 .2183E-01 .4755E+00
.9000E+03 .7236E+00 .6764E+00 .3005E-01 .4760E+00
.9010E+03 .5738E+00 .5374E+00 .2298E-01 .4768E+00
.9020E+03 .6637E+00 .6207E+00 .2721E-01 .4777E+00
.9030E+03 .6735E+00 .6302E+00 .2738E-01 .4783E+00
.9040E+03 .8346E+00 .7796E+00 .3499E-01 .4783E+00
.9050E+03 .8079E+00 .7549E+00 .3362E-01 .4783E+00
.9060E+03 .7576E+00 .7083E+00 .3129E-01 .4791E+00
.9070E+03 .6246E+00 .5849E+00 .2494E-01 .4801E+00
.9080E+03 .6358E+00 .5953E+00 .2546E-01 .4808E+00
.9090E+03 .6845E+00 .6404E+00 .2774E-01 .4808E+00
.9100E+03 .6130E+00 .5744E+00 .2421E-01 .4807E+00
.9110E+03 .6487E+00 .6075E+00 .2589E-01 .4816E+00
.9120E+03 .6766E+00 .6334E+00 .2711E-01 .4825E+00
.9130E+03 .6226E+00 .5835E+00 .2442E-01 .4831E+00
.9140E+03 .6159E+00 .5772E+00 .2416E-01 .4831E+00
.9150E+03 .6672E+00 .6251E+00 .2633E-01 .4831E+00
.9160E+03 .5668E+00 .5316E+00 .2192E-01 .4839E+00
.9170E+03 .7113E+00 .6660E+00 .2836E-01 .4849E+00
.9180E+03 .5815E+00 .5454E+00 .2245E-01 .4854E+00
.9190E+03 .7223E+00 .6762E+00 .2876E-01 .4854E+00
.9200E+03 .7255E+00 .6791E+00 .2902E-01 .4854E+00
.9210E+03 .7540E+00 .7056E+00 .3031E-01 .4864E+00
.9220E+03 .6796E+00 .6365E+00 .2680E-01 .4874E+00
.9230E+03 .7282E+00 .6814E+00 .2915E-01 .4879E+00
.9240E+03 .6970E+00 .6529E+00 .2741E-01 .4879E+00
.9250E+03 .6819E+00 .6390E+00 .2670E-01 .4879E+00
.9260E+03 .6895E+00 .6460E+00 .2699E-01 .4888E+00
.9270E+03 .7668E+00 .7179E+00 .3037E-01 .4898E+00
.9280E+03 .5774E+00 .5421E+00 .2167E-01 .4904E+00
.9290E+03 .5311E+00 .4990E+00 .1962E-01 .4909E+00
.9300E+03 .4235E+00 .3986E+00 .1509E-01 .4913E+00
.9310E+03 .4002E+00 .3767E+00 .1421E-01 .4918E+00
.9320E+03 .2945E+00 .2778E+00 .9975E-02 .4923E+00
.9330E+03 .2427E+00 .2293E+00 .7974E-02 .4924E+00
.9340E+03 .1403E+00 .1330E+00 .4201E-02 .4924E+00
.9350E+03 .2456E+00 .2319E+00 .8149E-02 .4926E+00
.9360E+03 .1578E+00 .1494E+00 .4933E-02 .4934E+00
.9370E+03 .1605E+00 .1520E+00 .4989E-02 .4943E+00
.9380E+03 .1957E+00 .1851E+00 .6198E-02 .4947E+00
.9390E+03 .3879E+00 .3654E+00 .1352E-01 .4948E+00
.9400E+03 .4624E+00 .4351E+00 .1648E-01 .4948E+00
.9410E+03 .3549E+00 .3345E+00 .1217E-01 .4948E+00
.9420E+03 .4072E+00 .3836E+00 .1420E-01 .4948E+00
.9430E+03 .2723E+00 .2571E+00 .9030E-02 .4951E+00
.9440E+03 .2826E+00 .2666E+00 .9542E-02 .4956E+00
.9450E+03 .3649E+00 .3440E+00 .1245E-01 .4960E+00
.9460E+03 .1918E+00 .1815E+00 .6031E-02 .4960E+00
.9470E+03 .3682E+00 .3473E+00 .1245E-01 .4960E+00
.9480E+03 .2713E+00 .2562E+00 .8929E-02 .4963E+00
.9490E+03 .4870E+00 .4586E+00 .1699E-01 .4969E+00
.9500E+03 .1447E+00 .1373E+00 .4303E-02 .4971E+00
.9510E+03 .4784E+00 .4506E+00 .1666E-01 .4972E+00
.9520E+03 .2649E+00 .2504E+00 .8509E-02 .4972E+00
.9530E+03 .3370E+00 .3181E+00 .1119E-01 .4976E+00
