Wvlgth Extraterrestrial_spectrm Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.3570E+03 .8420E+00 .5456E+00 .2691E+00 .2898E+00
.3575E+03 .8501E+00 .5516E+00 .2729E+00 .2920E+00
.3580E+03 .7892E+00 .5127E+00 .2544E+00 .2705E+00
.3585E+03 .7310E+00 .4756E+00 .2366E+00 .2500E+00
.3590E+03 .8580E+00 .5592E+00 .2788E+00 .2931E+00
.3595E+03 .1032E+01 .6740E+00 .3366E+00 .3525E+00
.3600E+03 .1089E+01 .7121E+00 .3566E+00 .3711E+00
.3605E+03 .1027E+01 .6721E+00 .3376E+00 .3490E+00
.3610E+03 .9415E+00 .6178E+00 .3111E+00 .3197E+00
.3615E+03 .9180E+00 .6045E+00 .3051E+00 .3118E+00
.3620E+03 .9580E+00 .6331E+00 .3203E+00 .3257E+00
.3625E+03 .1045E+01 .6929E+00 .3512E+00 .3554E+00
.3630E+03 .1071E+01 .7123E+00 .3618E+00 .3643E+00
.3635E+03 .1038E+01 .6923E+00 .3524E+00 .3531E+00
.3640E+03 .1072E+01 .7165E+00 .3656E+00 .3643E+00
.3645E+03 .1059E+01 .7094E+00 .3627E+00 .3596E+00
.3650E+03 .1097E+01 .7362E+00 .3772E+00 .3720E+00
.3655E+03 .1204E+01 .8096E+00 .4158E+00 .4079E+00
.3660E+03 .1286E+01 .8668E+00 .4462E+00 .4354E+00
.3665E+03 .1284E+01 .8677E+00 .4476E+00 .4345E+00
.3670E+03 .1258E+01 .8509E+00 .4399E+00 .4248E+00
.3675E+03 .1232E+01 .8343E+00 .4323E+00 .4152E+00
.3680E+03 .1157E+01 .7849E+00 .4076E+00 .3894E+00
.3685E+03 .1146E+01 .7793E+00 .4055E+00 .3855E+00
.3690E+03 .1194E+01 .8141E+00 .4245E+00 .4016E+00
.3695E+03 .1279E+01 .8740E+00 .4566E+00 .4298E+00
.3700E+03 .1293E+01 .8856E+00 .4636E+00 .4343E+00
.3705E+03 .1166E+01 .8001E+00 .4197E+00 .3912E+00
.3710E+03 .1181E+01 .8122E+00 .4269E+00 .3960E+00
.3715E+03 .1225E+01 .8435E+00 .4443E+00 .4099E+00
.3720E+03 .1144E+01 .7891E+00 .4165E+00 .3823E+00
.3725E+03 .1088E+01 .7513E+00 .3974E+00 .3630E+00
.3730E+03 .1044E+01 .7233E+00 .3832E+00 .3484E+00
.3735E+03 .9390E+00 .6516E+00 .3459E+00 .3130E+00
.3740E+03 .9344E+00 .6495E+00 .3455E+00 .3111E+00
.3745E+03 .9250E+00 .6443E+00 .3434E+00 .3077E+00
.3750E+03 .9850E+00 .6872E+00 .3669E+00 .3272E+00
.3755E+03 .1087E+01 .7594E+00 .4063E+00 .3605E+00
.3760E+03 .1124E+01 .7860E+00 .4214E+00 .3719E+00
.3765E+03 .1104E+01 .7729E+00 .4152E+00 .3646E+00
.3770E+03 .1181E+01 .8287E+00 .4460E+00 .3899E+00
.3775E+03 .1315E+01 .9240E+00 .4982E+00 .4334E+00
.3780E+03 .1414E+01 .9949E+00 .5375E+00 .4652E+00
.3785E+03 .1376E+01 .9693E+00 .5247E+00 .4519E+00
.3790E+03 .1226E+01 .8641E+00 .4686E+00 .4016E+00
.3795E+03 .1098E+01 .7743E+00 .4208E+00 .3588E+00
.3800E+03 .1152E+01 .8135E+00 .4429E+00 .3758E+00
.3805E+03 .1231E+01 .8712E+00 .4751E+00 .4013E+00
.3810E+03 .1249E+01 .8861E+00 .4840E+00 .4071E+00
.3815E+03 .1122E+01 .7982E+00 .4367E+00 .3658E+00
.3820E+03 .9543E+00 .6802E+00 .3727E+00 .3108E+00
.3825E+03 .8231E+00 .5882E+00 .3228E+00 .2681E+00
.3830E+03 .7360E+00 .5270E+00 .2897E+00 .2396E+00
.3835E+03 .7110E+00 .5100E+00 .2808E+00 .2312E+00
.3840E+03 .8210E+00 .5898E+00 .3253E+00 .2666E+00
.3845E+03 .9862E+00 .7097E+00 .3921E+00 .3199E+00
.3850E+03 .1080E+01 .7787E+00 .4309E+00 .3500E+00
.3855E+03 .1030E+01 .7438E+00 .4122E+00 .3334E+00
.3860E+03 .9911E+00 .7174E+00 .3982E+00 .3207E+00
.3865E+03 .1028E+01 .7456E+00 .4145E+00 .3324E+00
.3870E+03 .1035E+01 .7520E+00 .4188E+00 .3343E+00
.3875E+03 .1019E+01 .7408E+00 .4132E+00 .3284E+00
.3880E+03 .1007E+01 .7334E+00 .4097E+00 .3242E+00
.3885E+03 .9974E+00 .7280E+00 .4073E+00 .3210E+00
.3890E+03 .1081E+01 .7900E+00 .4427E+00 .3473E+00
.3895E+03 .1196E+01 .8753E+00 .4913E+00 .3838E+00
.3900E+03 .1252E+01 .9180E+00 .5160E+00 .4014E+00
.3905E+03 .1260E+01 .9254E+00 .5210E+00 .4035E+00
.3910E+03 .1332E+01 .9799E+00 .5525E+00 .4261E+00
.3915E+03 .1349E+01 .9935E+00 .5610E+00 .4308E+00
.3920E+03 .1240E+01 .9144E+00 .5172E+00 .3954E+00
.3925E+03 .1031E+01 .7618E+00 .4315E+00 .3286E+00
.3930E+03 .7450E+00 .5514E+00 .3128E+00 .2372E+00
.3935E+03 .5912E+00 .4383E+00 .2490E+00 .1880E+00
.3940E+03 .7667E+00 .5692E+00 .3238E+00 .2435E+00
.3945E+03 .1056E+01 .7850E+00 .4472E+00 .3350E+00
.3950E+03 .1245E+01 .9269E+00 .5288E+00 .3944E+00
.3955E+03 .1324E+01 .9869E+00 .5639E+00 .4188E+00
.3960E+03 .1163E+01 .8675E+00 .4964E+00 .3671E+00
.3965E+03 .8433E+00 .6306E+00 .3613E+00 .2662E+00
.3970E+03 .6520E+00 .4883E+00 .2802E+00 .2056E+00
.3975E+03 .9614E+00 .7210E+00 .4143E+00 .3027E+00
.3980E+03 .1301E+01 .9762E+00 .5618E+00 .4086E+00
.3985E+03 .1534E+01 .1153E+01 .6642E+00 .4811E+00
.3990E+03 .1625E+01 .1223E+01 .7059E+00 .5095E+00
.3995E+03 .1672E+01 .1261E+01 .7283E+00 .5235E+00
.4000E+03 .1689E+01 .1274E+01 .7371E+00 .5275E+00
