Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Beam_normal_+circumsolar Global_horizn_irradiance Global_tilted_irradiance Zonal_ground_reflectance
.2995E+03 .5010E+00 .3710E-02 .3733E-02 .5571E-02 .6005E-02 .4672E-01
.3000E+03 .4579E+00 .4274E-02 .4301E-02 .6519E-02 .7012E-02 .4679E-01
.3005E+03 .4330E+00 .4907E-02 .4937E-02 .7586E-02 .8143E-02 .4685E-01
.3010E+03 .4630E+00 .6952E-02 .6995E-02 .1097E-01 .1174E-01 .4694E-01
.3015E+03 .4776E+00 .9039E-02 .9094E-02 .1413E-01 .1515E-01 .4690E-01
.3020E+03 .4490E+00 .9537E-02 .9594E-02 .1481E-01 .1589E-01 .4687E-01
.3025E+03 .5080E+00 .1314E-01 .1322E-01 .2024E-01 .2174E-01 .4683E-01
.3030E+03 .6120E+00 .2012E-01 .2024E-01 .3093E-01 .3323E-01 .4682E-01
.3035E+03 .6460E+00 .2442E-01 .2456E-01 .3750E-01 .4029E-01 .4682E-01
.3040E+03 .6210E+00 .2520E-01 .2535E-01 .3860E-01 .4149E-01 .4680E-01
.3045E+03 .6260E+00 .2977E-01 .2995E-01 .4562E-01 .4903E-01 .4680E-01
.3050E+03 .6420E+00 .3748E-01 .3770E-01 .5759E-01 .6187E-01 .4682E-01
.3055E+03 .6110E+00 .4049E-01 .4072E-01 .6224E-01 .6686E-01 .4682E-01
.3060E+03 .5650E+00 .3952E-01 .3974E-01 .6061E-01 .6514E-01 .4681E-01
.3065E+03 .5750E+00 .4352E-01 .4377E-01 .6668E-01 .7167E-01 .4680E-01
.3070E+03 .6050E+00 .5343E-01 .5373E-01 .8211E-01 .8822E-01 .4681E-01
.3075E+03 .6310E+00 .6413E-01 .6448E-01 .1048E+00 .1116E+00 .4708E-01
.3080E+03 .6450E+00 .6770E-01 .6808E-01 .1099E+00 .1172E+00 .4706E-01
.3085E+03 .6405E+00 .7200E-01 .7240E-01 .1159E+00 .1237E+00 .4702E-01
.3090E+03 .5800E+00 .6887E-01 .6925E-01 .1100E+00 .1176E+00 .4698E-01
.3095E+03 .5000E+00 .6850E-01 .6888E-01 .1081E+00 .1157E+00 .4693E-01
.3100E+03 .5330E+00 .7815E-01 .7858E-01 .1225E+00 .1312E+00 .4690E-01
.3105E+03 .6520E+00 .9931E-01 .9985E-01 .1548E+00 .1659E+00 .4687E-01
.3110E+03 .7620E+00 .1226E+00 .1232E+00 .1899E+00 .2038E+00 .4685E-01
.3115E+03 .7440E+00 .1231E+00 .1238E+00 .1899E+00 .2039E+00 .4683E-01
.3120E+03 .7061E+00 .1295E+00 .1302E+00 .1984E+00 .2133E+00 .4680E-01
.3125E+03 .6760E+00 .1328E+00 .1335E+00 .2023E+00 .2176E+00 .4677E-01
.3130E+03 .6940E+00 .1417E+00 .1425E+00 .2151E+00 .2315E+00 .4675E-01
.3135E+03 .7240E+00 .1450E+00 .1457E+00 .2192E+00 .2360E+00 .4674E-01
.3140E+03 .7170E+00 .1547E+00 .1555E+00 .2328E+00 .2509E+00 .4671E-01
.3145E+03 .6760E+00 .1601E+00 .1609E+00 .2400E+00 .2588E+00 .4670E-01
.3150E+03 .6845E+00 .1660E+00 .1668E+00 .2480E+00 .2675E+00 .4668E-01
.3155E+03 .6320E+00 .1484E+00 .1492E+00 .2209E+00 .2385E+00 .4666E-01
.3160E+03 .5870E+00 .1483E+00 .1491E+00 .2200E+00 .2376E+00 .4665E-01
.3165E+03 .6490E+00 .1743E+00 .1752E+00 .2580E+00 .2787E+00 .4663E-01
.3170E+03 .7390E+00 .1996E+00 .2006E+00 .2943E+00 .3181E+00 .4662E-01
.3175E+03 .8019E+00 .2149E+00 .2160E+00 .3156E+00 .3413E+00 .4660E-01
.3180E+03 .7236E+00 .2024E+00 .2034E+00 .2963E+00 .3206E+00 .4658E-01
.3185E+03 .6800E+00 .2043E+00 .2053E+00 .2989E+00 .3234E+00 .4658E-01
.3190E+03 .7058E+00 .2203E+00 .2214E+00 .3215E+00 .3481E+00 .4657E-01
.3195E+03 .7332E+00 .2192E+00 .2203E+00 .3182E+00 .3447E+00 .4654E-01
.3200E+03 .7750E+00 .2313E+00 .2324E+00 .3345E+00 .3626E+00 .4652E-01
.3205E+03 .8260E+00 .2640E+00 .2653E+00 .3815E+00 .4135E+00 .4647E-01
.3210E+03 .7655E+00 .2591E+00 .2604E+00 .3742E+00 .4057E+00 .4641E-01
.3215E+03 .7190E+00 .2464E+00 .2476E+00 .3548E+00 .3849E+00 .4634E-01
.3220E+03 .7351E+00 .2401E+00 .2412E+00 .3434E+00 .3729E+00 .4626E-01
.3225E+03 .7115E+00 .2343E+00 .2354E+00 .3341E+00 .3630E+00 .4619E-01
.3230E+03 .6490E+00 .2229E+00 .2239E+00 .3174E+00 .3448E+00 .4613E-01
.3235E+03 .6814E+00 .2493E+00 .2505E+00 .3644E+00 .3943E+00 .4620E-01
.3240E+03 .7405E+00 .2749E+00 .2762E+00 .4008E+00 .4339E+00 .4614E-01
.3245E+03 .7880E+00 .2882E+00 .2896E+00 .4177E+00 .4526E+00 .4606E-01
.3250E+03 .8292E+00 .2933E+00 .2947E+00 .4124E+00 .4490E+00 .4586E-01
.3255E+03 .9138E+00 .3339E+00 .3354E+00 .4799E+00 .5206E+00 .4591E-01
.3260E+03 .9984E+00 .3807E+00 .3824E+00 .5480E+00 .5944E+00 .4587E-01
.3265E+03 .1017E+01 .3990E+00 .4008E+00 .5746E+00 .6232E+00 .4582E-01
.3270E+03 .1005E+01 .3936E+00 .3954E+00 .5644E+00 .6125E+00 .4574E-01
.3275E+03 .9868E+00 .3846E+00 .3863E+00 .5487E+00 .5959E+00 .4567E-01
.3280E+03 .9568E+00 .3619E+00 .3636E+00 .5123E+00 .5571E+00 .4558E-01
.3285E+03 .9340E+00 .3699E+00 .3716E+00 .5248E+00 .5705E+00 .4554E-01
.3290E+03 .1005E+01 .4107E+00 .4125E+00 .5834E+00 .6341E+00 .4549E-01
.3295E+03 .1096E+01 .4535E+00 .4555E+00 .6431E+00 .6991E+00 .4543E-01
.3300E+03 .1110E+01 .4592E+00 .4612E+00 .6485E+00 .7054E+00 .4536E-01
.3305E+03 .1043E+01 .4252E+00 .4271E+00 .5966E+00 .6496E+00 .4527E-01
.3310E+03 .9910E+00 .4030E+00 .4048E+00 .5631E+00 .6135E+00 .4520E-01
.3315E+03 .9940E+00 .4127E+00 .4145E+00 .5763E+00 .6280E+00 .4515E-01
.3320E+03 .9928E+00 .4229E+00 .4248E+00 .5910E+00 .6439E+00 .4510E-01
.3325E+03 .9800E+00 .4230E+00 .4248E+00 .5902E+00 .6432E+00 .4504E-01
.3330E+03 .9639E+00 .4160E+00 .4178E+00 .5782E+00 .6305E+00 .4497E-01
.3335E+03 .9370E+00 .4004E+00 .4021E+00 .5534E+00 .6040E+00 .4489E-01
.3340E+03 .9556E+00 .4092E+00 .4109E+00 .5635E+00 .6153E+00 .4482E-01
.3345E+03 .9886E+00 .4324E+00 .4343E+00 .5956E+00 .6504E+00 .4476E-01
.3350E+03 .1010E+01 .4475E+00 .4493E+00 .6156E+00 .6723E+00 .4471E-01
.3355E+03 .9745E+00 .4357E+00 .4375E+00 .6141E+00 .6682E+00 .4477E-01
.3360E+03 .8898E+00 .3996E+00 .4013E+00 .5617E+00 .6114E+00 .4471E-01
.3365E+03 .8290E+00 .3712E+00 .3727E+00 .5059E+00 .5533E+00 .4450E-01
.3370E+03 .8180E+00 .3657E+00 .3672E+00 .4964E+00 .5433E+00 .4443E-01
.3375E+03 .8773E+00 .3930E+00 .3946E+00 .5317E+00 .5822E+00 .4436E-01
.3380E+03 .9253E+00 .4212E+00 .4229E+00 .5696E+00 .6238E+00 .4431E-01
.3385E+03 .9578E+00 .4396E+00 .4414E+00 .6055E+00 .6612E+00 .4435E-01
.3390E+03 .9686E+00 .4472E+00 .4490E+00 .6116E+00 .6686E+00 .4426E-01
.3395E+03 .9890E+00 .4585E+00 .4603E+00 .6274E+00 .6858E+00 .4421E-01
.3400E+03 .1054E+01 .4884E+00 .4903E+00 .6533E+00 .7167E+00 .4405E-01
.3405E+03 .1046E+01 .4871E+00 .4891E+00 .6720E+00 .7337E+00 .4420E-01
.3410E+03 .9710E+00 .4564E+00 .4582E+00 .6177E+00 .6764E+00 .4411E-01
.3415E+03 .9590E+00 .4535E+00 .4553E+00 .6080E+00 .6667E+00 .4406E-01
.3420E+03 .9957E+00 .4730E+00 .4748E+00 .6313E+00 .6928E+00 .4404E-01
.3425E+03 .1028E+01 .4907E+00 .4926E+00 .6524E+00 .7164E+00 .4402E-01
.3430E+03 .1042E+01 .4988E+00 .5007E+00 .6639E+00 .7289E+00 .4402E-01
.3435E+03 .9830E+00 .4719E+00 .4737E+00 .6281E+00 .6896E+00 .4402E-01
.3440E+03 .8542E+00 .4092E+00 .4108E+00 .5524E+00 .6051E+00 .4409E-01
.3445E+03 .8130E+00 .3927E+00 .3942E+00 .5231E+00 .5743E+00 .4403E-01
.3450E+03 .9158E+00 .4458E+00 .4475E+00 .5872E+00 .6458E+00 .4397E-01
.3455E+03 .9702E+00 .4748E+00 .4766E+00 .6223E+00 .6849E+00 .4395E-01
.3460E+03 .9427E+00 .4634E+00 .4652E+00 .6049E+00 .6663E+00 .4393E-01
.3465E+03 .9559E+00 .4720E+00 .4738E+00 .6139E+00 .6766E+00 .4391E-01
.3470E+03 .9695E+00 .4802E+00 .4820E+00 .6245E+00 .6883E+00 .4391E-01
.3475E+03 .9332E+00 .4638E+00 .4656E+00 .6024E+00 .6640E+00 .4390E-01
.3480E+03 .9247E+00 .4618E+00 .4635E+00 .5964E+00 .6580E+00 .4387E-01
.3485E+03 .9372E+00 .4698E+00 .4715E+00 .6042E+00 .6671E+00 .4385E-01
.3490E+03 .8990E+00 .4526E+00 .4543E+00 .5804E+00 .6411E+00 .4384E-01
.3495E+03 .9197E+00 .4649E+00 .4666E+00 .5951E+00 .6576E+00 .4383E-01
.3500E+03 .1012E+01 .5136E+00 .5155E+00 .6559E+00 .7250E+00 .4382E-01
.3505E+03 .1085E+01 .5524E+00 .5544E+00 .7037E+00 .7782E+00 .4386E-01
.3510E+03 .1053E+01 .5379E+00 .5399E+00 .6844E+00 .7570E+00 .4390E-01
.3515E+03 .1013E+01 .5182E+00 .5201E+00 .6606E+00 .7305E+00 .4397E-01
.3520E+03 .9838E+00 .5058E+00 .5076E+00 .6416E+00 .7101E+00 .4399E-01
.3525E+03 .9260E+00 .4780E+00 .4797E+00 .6040E+00 .6688E+00 .4403E-01
.3530E+03 .9801E+00 .5080E+00 .5098E+00 .6399E+00 .7090E+00 .4406E-01
.3535E+03 .1075E+01 .5589E+00 .5609E+00 .7020E+00 .7782E+00 .4410E-01
.3540E+03 .1135E+01 .5912E+00 .5933E+00 .7405E+00 .8213E+00 .4414E-01
.3545E+03 .1144E+01 .5980E+00 .6002E+00 .7474E+00 .8292E+00 .4418E-01
.3550E+03 .1141E+01 .5983E+00 .6004E+00 .7465E+00 .8284E+00 .4422E-01
.3555E+03 .1096E+01 .5777E+00 .5797E+00 .7192E+00 .7984E+00 .4426E-01
.3560E+03 .1025E+01 .5422E+00 .5441E+00 .6735E+00 .7480E+00 .4430E-01
.3565E+03 .9591E+00 .5089E+00 .5107E+00 .6307E+00 .7008E+00 .4434E-01
.3570E+03 .8420E+00 .4479E+00 .4494E+00 .5540E+00 .6157E+00 .4438E-01
.3575E+03 .8501E+00 .4535E+00 .4551E+00 .5597E+00 .6224E+00 .4442E-01
.3580E+03 .7892E+00 .4223E+00 .4238E+00 .5201E+00 .5785E+00 .4446E-01
.3585E+03 .7310E+00 .3924E+00 .3937E+00 .4822E+00 .5365E+00 .4450E-01
.3590E+03 .8580E+00 .4619E+00 .4635E+00 .5665E+00 .6306E+00 .4454E-01
.3595E+03 .1032E+01 .5570E+00 .5589E+00 .6822E+00 .7595E+00 .4459E-01
.3600E+03 .1089E+01 .5894E+00 .5915E+00 .7204E+00 .8024E+00 .4463E-01
.3605E+03 .1027E+01 .5573E+00 .5592E+00 .6795E+00 .7571E+00 .4472E-01
.3610E+03 .9415E+00 .5128E+00 .5146E+00 .6240E+00 .6955E+00 .4481E-01
.3615E+03 .9180E+00 .5020E+00 .5037E+00 .6097E+00 .6798E+00 .4490E-01
.3620E+03 .9580E+00 .5260E+00 .5278E+00 .6377E+00 .7112E+00 .4500E-01
.3625E+03 .1045E+01 .5759E+00 .5779E+00 .6969E+00 .7776E+00 .4509E-01
.3630E+03 .1071E+01 .5923E+00 .5943E+00 .7155E+00 .7986E+00 .4519E-01
.3635E+03 .1038E+01 .5761E+00 .5780E+00 .6946E+00 .7755E+00 .4528E-01
.3640E+03 .1072E+01 .5967E+00 .5987E+00 .7181E+00 .8020E+00 .4537E-01
.3645E+03 .1059E+01 .5912E+00 .5932E+00 .7103E+00 .7935E+00 .4547E-01
.3650E+03 .1097E+01 .6141E+00 .6161E+00 .7364E+00 .8230E+00 .4556E-01
.3655E+03 .1204E+01 .6760E+00 .6783E+00 .8092E+00 .9046E+00 .4565E-01
.3660E+03 .1286E+01 .7244E+00 .7268E+00 .8656E+00 .9680E+00 .4575E-01
.3665E+03 .1284E+01 .7257E+00 .7281E+00 .8657E+00 .9684E+00 .4584E-01
.3670E+03 .1258E+01 .7125E+00 .7148E+00 .8483E+00 .9493E+00 .4593E-01
.3675E+03 .1232E+01 .6993E+00 .7016E+00 .8311E+00 .9303E+00 .4602E-01
.3680E+03 .1157E+01 .6586E+00 .6607E+00 .7813E+00 .8749E+00 .4612E-01
.3685E+03 .1146E+01 .6543E+00 .6564E+00 .7750E+00 .8680E+00 .4621E-01
.3690E+03 .1194E+01 .6840E+00 .6863E+00 .8089E+00 .9063E+00 .4631E-01
.3695E+03 .1279E+01 .7350E+00 .7374E+00 .8677E+00 .9725E+00 .4640E-01
.3700E+03 .1293E+01 .7454E+00 .7478E+00 .8785E+00 .9849E+00 .4649E-01
.3705E+03 .1166E+01 .6740E+00 .6761E+00 .7930E+00 .8893E+00 .4659E-01
.3710E+03 .1181E+01 .6847E+00 .6869E+00 .8043E+00 .9023E+00 .4668E-01
.3715E+03 .1225E+01 .7118E+00 .7141E+00 .8347E+00 .9366E+00 .4677E-01
.3720E+03 .1144E+01 .6665E+00 .6686E+00 .7803E+00 .8759E+00 .4687E-01
.3725E+03 .1088E+01 .6351E+00 .6372E+00 .7424E+00 .8335E+00 .4696E-01
.3730E+03 .1044E+01 .6118E+00 .6137E+00 .7140E+00 .8019E+00 .4705E-01
.3735E+03 .9390E+00 .5516E+00 .5533E+00 .6427E+00 .7221E+00 .4715E-01
.3740E+03 .9344E+00 .5503E+00 .5520E+00 .6402E+00 .7194E+00 .4724E-01
.3745E+03 .9250E+00 .5463E+00 .5480E+00 .6345E+00 .7133E+00 .4733E-01
.3750E+03 .9850E+00 .5831E+00 .5849E+00 .6762E+00 .7604E+00 .4743E-01
.3755E+03 .1087E+01 .6450E+00 .6471E+00 .7468E+00 .8400E+00 .4752E-01
.3760E+03 .1124E+01 .6682E+00 .6703E+00 .7725E+00 .8691E+00 .4761E-01
.3765E+03 .1104E+01 .6577E+00 .6598E+00 .7591E+00 .8544E+00 .4771E-01
.3770E+03 .1181E+01 .7058E+00 .7080E+00 .8134E+00 .9157E+00 .4780E-01
.3775E+03 .1315E+01 .7877E+00 .7901E+00 .9064E+00 .1021E+01 .4789E-01
.3780E+03 .1414E+01 .8490E+00 .8516E+00 .9755E+00 .1099E+01 .4799E-01
.3785E+03 .1376E+01 .8280E+00 .8306E+00 .9499E+00 .1070E+01 .4808E-01
.3790E+03 .1226E+01 .7389E+00 .7412E+00 .8464E+00 .9539E+00 .4817E-01
.3795E+03 .1098E+01 .6629E+00 .6649E+00 .7581E+00 .8547E+00 .4827E-01
.3800E+03 .1152E+01 .6969E+00 .6991E+00 .7959E+00 .8975E+00 .4836E-01
.3805E+03 .1231E+01 .7467E+00 .7490E+00 .8515E+00 .9605E+00 .4840E-01
.3810E+03 .1249E+01 .7598E+00 .7621E+00 .8652E+00 .9762E+00 .4845E-01
.3815E+03 .1122E+01 .6847E+00 .6867E+00 .7786E+00 .8787E+00 .4849E-01
.3820E+03 .9543E+00 .5836E+00 .5854E+00 .6627E+00 .7481E+00 .4853E-01
.3825E+03 .8231E+00 .5048E+00 .5064E+00 .5725E+00 .6465E+00 .4857E-01
.3830E+03 .7360E+00 .4525E+00 .4539E+00 .5125E+00 .5788E+00 .4862E-01
.3835E+03 .7110E+00 .4381E+00 .4394E+00 .4955E+00 .5597E+00 .4866E-01
.3840E+03 .8210E+00 .5070E+00 .5085E+00 .5726E+00 .6470E+00 .4870E-01
.3845E+03 .9862E+00 .6105E+00 .6123E+00 .6884E+00 .7781E+00 .4874E-01
.3850E+03 .1080E+01 .6702E+00 .6722E+00 .7547E+00 .8533E+00 .4879E-01
.3855E+03 .1030E+01 .6404E+00 .6423E+00 .7203E+00 .8146E+00 .4883E-01
.3860E+03 .9911E+00 .6180E+00 .6198E+00 .6941E+00 .7852E+00 .4887E-01
.3865E+03 .1028E+01 .6426E+00 .6445E+00 .7208E+00 .8156E+00 .4891E-01
.3870E+03 .1035E+01 .6486E+00 .6505E+00 .7265E+00 .8223E+00 .4896E-01
.3875E+03 .1019E+01 .6394E+00 .6412E+00 .7152E+00 .8097E+00 .4900E-01
.3880E+03 .1007E+01 .6333E+00 .6352E+00 .7075E+00 .8012E+00 .4904E-01
.3885E+03 .9974E+00 .6289E+00 .6308E+00 .7018E+00 .7948E+00 .4909E-01
.3890E+03 .1081E+01 .6830E+00 .6850E+00 .7610E+00 .8622E+00 .4913E-01
.3895E+03 .1196E+01 .7571E+00 .7593E+00 .8426E+00 .9548E+00 .4917E-01
.3900E+03 .1252E+01 .7944E+00 .7967E+00 .8830E+00 .1001E+01 .4921E-01
.3905E+03 .1260E+01 .8013E+00 .8036E+00 .8895E+00 .1008E+01 .4931E-01
.3910E+03 .1332E+01 .8490E+00 .8514E+00 .9412E+00 .1067E+01 .4940E-01
.3915E+03 .1349E+01 .8612E+00 .8637E+00 .9536E+00 .1082E+01 .4950E-01
.3920E+03 .1240E+01 .7931E+00 .7954E+00 .8771E+00 .9951E+00 .4959E-01
.3925E+03 .1031E+01 .6611E+00 .6630E+00 .7302E+00 .8287E+00 .4968E-01
.3930E+03 .7450E+00 .4787E+00 .4801E+00 .5281E+00 .5995E+00 .4978E-01
.3935E+03 .5912E+00 .3807E+00 .3818E+00 .4195E+00 .4763E+00 .4987E-01
.3940E+03 .7667E+00 .4947E+00 .4961E+00 .5445E+00 .6183E+00 .4997E-01
.3945E+03 .1056E+01 .6826E+00 .6845E+00 .7504E+00 .8523E+00 .5006E-01
.3950E+03 .1245E+01 .8064E+00 .8087E+00 .8853E+00 .1006E+01 .5016E-01
.3955E+03 .1324E+01 .8592E+00 .8616E+00 .9421E+00 .1071E+01 .5025E-01
.3960E+03 .1163E+01 .7556E+00 .7578E+00 .8276E+00 .9408E+00 .5034E-01
.3965E+03 .8433E+00 .5495E+00 .5510E+00 .6012E+00 .6835E+00 .5044E-01
.3970E+03 .6520E+00 .4257E+00 .4269E+00 .4652E+00 .5290E+00 .5053E-01
.3975E+03 .9614E+00 .6289E+00 .6306E+00 .6864E+00 .7808E+00 .5063E-01
.3980E+03 .1301E+01 .8520E+00 .8544E+00 .9288E+00 .1057E+01 .5072E-01
.3985E+03 .1534E+01 .1006E+01 .1009E+01 .1096E+01 .1247E+01 .5081E-01
.3990E+03 .1625E+01 .1069E+01 .1072E+01 .1162E+01 .1323E+01 .5091E-01
.3995E+03 .1672E+01 .1102E+01 .1105E+01 .1197E+01 .1363E+01 .5100E-01
.4000E+03 .1689E+01 .1114E+01 .1117E+01 .1209E+01 .1377E+01 .5110E-01
Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Beam_normal_+circumsolar Global_horizn_irradiance Global_tilted_irradiance Zonal_ground_reflectance
.2800E+03 .8200E-01 .3795E-22 .3835E-22 .6617E-19 .5571E-19 .5135E-01
.2805E+03 .9900E-01 .9948E-21 .1005E-20 .3900E-18 .3287E-18 .5134E-01
.2810E+03 .1500E+00 .5096E-20 .5148E-20 .1324E-17 .1117E-17 .5134E-01
.2815E+03 .2120E+00 .1406E-18 .1421E-18 .1597E-16 .1350E-16 .5133E-01
.2820E+03 .2670E+00 .1154E-17 .1166E-17 .8268E-16 .7010E-16 .5133E-01
.2825E+03 .3030E+00 .4618E-17 .4665E-17 .2461E-15 .2092E-15 .5132E-01
.2830E+03 .3250E+00 .1974E-16 .1994E-16 .7715E-15 .6581E-15 .5131E-01
.2835E+03 .3230E+00 .3889E-16 .3928E-16 .1300E-14 .1111E-14 .5130E-01
.2840E+03 .2990E+00 .7800E-15 .7877E-15 .1486E-13 .1285E-13 .5126E-01
.2845E+03 .2502E+00 .2840E-14 .2868E-14 .4081E-13 .3561E-13 .5124E-01
.2850E+03 .1759E+00 .9431E-14 .9522E-14 .1017E-12 .8978E-13 .5120E-01
.2855E+03 .1550E+00 .5130E-13 .5179E-13 .4011E-12 .3604E-12 .5114E-01
.2860E+03 .2420E+00 .1714E-12 .1730E-12 .1168E-11 .1059E-11 .5111E-01
.2865E+03 .3330E+00 .1066E-11 .1076E-11 .5643E-11 .5224E-11 .5104E-01
.2870E+03 .3620E+00 .3577E-11 .3611E-11 .1575E-10 .1485E-10 .5098E-01
.2875E+03 .3390E+00 .1435E-10 .1448E-10 .4206E-10 .4178E-10 .5080E-01
.2880E+03 .3110E+00 .8302E-10 .8378E-10 .2127E-09 .2160E-09 .5072E-01
.2885E+03 .3250E+00 .2360E-09 .2382E-09 .5620E-09 .5780E-09 .5067E-01
.2890E+03 .3920E+00 .7833E-09 .7904E-09 .1740E-08 .1813E-08 .5062E-01
.2895E+03 .4790E+00 .2938E-08 .2965E-08 .6082E-08 .6426E-08 .5057E-01
.2900E+03 .5630E+00 .8566E-08 .8643E-08 .1678E-07 .1793E-07 .5052E-01
.2905E+03 .6060E+00 .1995E-07 .2012E-07 .3732E-07 .4029E-07 .5048E-01
.2910E+03 .6180E+00 .5106E-07 .5151E-07 .9060E-07 .9896E-07 .5044E-01
.2915E+03 .5980E+00 .1572E-06 .1585E-06 .2730E-06 .2997E-06 .5042E-01
.2920E+03 .5670E+00 .3845E-06 .3879E-06 .6619E-06 .7281E-06 .5041E-01
.2925E+03 .5290E+00 .6192E-06 .6245E-06 .1061E-05 .1169E-05 .5040E-01
.2930E+03 .5380E+00 .1248E-05 .1259E-05 .2147E-05 .2362E-05 .5041E-01
.2935E+03 .5490E+00 .3228E-05 .3255E-05 .5690E-05 .6225E-05 .5043E-01
.2940E+03 .5330E+00 .5961E-05 .6011E-05 .1081E-04 .1175E-04 .5045E-01
.2945E+03 .5200E+00 .9416E-05 .9494E-05 .1438E-04 .1629E-04 .5029E-01
.2950E+03 .5270E+00 .1735E-04 .1749E-04 .2328E-04 .2731E-04 .5014E-01
.2955E+03 .5590E+00 .3842E-04 .3873E-04 .5134E-04 .6030E-04 .5013E-01
.2960E+03 .5730E+00 .6600E-04 .6653E-04 .8808E-04 .1035E-03 .5013E-01
.2965E+03 .5210E+00 .9773E-04 .9852E-04 .1307E-03 .1534E-03 .5013E-01
.2970E+03 .4780E+00 .1316E-03 .1327E-03 .1764E-03 .2070E-03 .5014E-01
.2975E+03 .5290E+00 .2488E-03 .2508E-03 .3369E-03 .3942E-03 .5015E-01
.2980E+03 .5280E+00 .3840E-03 .3870E-03 .5261E-03 .6136E-03 .5016E-01
.2985E+03 .4680E+00 .4713E-03 .4750E-03 .6527E-03 .7590E-03 .5017E-01
.2990E+03 .4720E+00 .6430E-03 .6480E-03 .9014E-03 .1045E-02 .5019E-01
.2995E+03 .5010E+00 .1093E-02 .1102E-02 .1579E-02 .1815E-02 .5022E-01
.3000E+03 .4579E+00 .1334E-02 .1344E-02 .1968E-02 .2250E-02 .5025E-01
.3005E+03 .4330E+00 .1607E-02 .1619E-02 .2421E-02 .2753E-02 .5027E-01
.3010E+03 .4630E+00 .2442E-02 .2461E-02 .3809E-02 .4292E-02 .5030E-01
.3015E+03 .4776E+00 .3363E-02 .3389E-02 .5129E-02 .5813E-02 .5028E-01
.3020E+03 .4490E+00 .3652E-02 .3680E-02 .5492E-02 .6247E-02 .5027E-01
.3025E+03 .5080E+00 .5284E-02 .5324E-02 .7795E-02 .8911E-02 .5024E-01
.3030E+03 .6120E+00 .8587E-02 .8651E-02 .1259E-01 .1441E-01 .5024E-01
.3035E+03 .6460E+00 .1079E-01 .1087E-01 .1578E-01 .1808E-01 .5023E-01
.3040E+03 .6210E+00 .1134E-01 .1142E-01 .1652E-01 .1895E-01 .5023E-01
.3045E+03 .6260E+00 .1393E-01 .1404E-01 .2031E-01 .2329E-01 .5023E-01
.3050E+03 .6420E+00 .1846E-01 .1859E-01 .2702E-01 .3096E-01 .5024E-01
.3055E+03 .6110E+00 .2058E-01 .2073E-01 .3017E-01 .3455E-01 .5024E-01
.3060E+03 .5650E+00 .2036E-01 .2050E-01 .2978E-01 .3412E-01 .5023E-01
.3065E+03 .5750E+00 .2287E-01 .2303E-01 .3343E-01 .3831E-01 .5023E-01
.3070E+03 .6050E+00 .2917E-01 .2938E-01 .4292E-01 .4910E-01 .5024E-01
.3075E+03 .6310E+00 .3626E-01 .3651E-01 .5756E-01 .6457E-01 .5032E-01
.3080E+03 .6450E+00 .3858E-01 .3885E-01 .6071E-01 .6826E-01 .5031E-01
.3085E+03 .6405E+00 .4175E-01 .4203E-01 .6481E-01 .7311E-01 .5030E-01
.3090E+03 .5800E+00 .4048E-01 .4075E-01 .6215E-01 .7032E-01 .5029E-01
.3095E+03 .5000E+00 .4172E-01 .4200E-01 .6291E-01 .7150E-01 .5027E-01
.3100E+03 .5330E+00 .4841E-01 .4873E-01 .7227E-01 .8236E-01 .5026E-01
.3105E+03 .6520E+00 .6210E-01 .6252E-01 .9203E-01 .1051E+00 .5025E-01
.3110E+03 .7620E+00 .7767E-01 .7819E-01 .1142E+00 .1307E+00 .5024E-01
.3115E+03 .7440E+00 .7860E-01 .7913E-01 .1148E+00 .1316E+00 .5023E-01
.3120E+03 .7061E+00 .8482E-01 .8538E-01 .1229E+00 .1412E+00 .5022E-01
.3125E+03 .6760E+00 .8843E-01 .8901E-01 .1273E+00 .1465E+00 .5021E-01
.3130E+03 .6940E+00 .9534E-01 .9596E-01 .1365E+00 .1573E+00 .5021E-01
.3135E+03 .7240E+00 .9703E-01 .9766E-01 .1383E+00 .1595E+00 .5020E-01
.3140E+03 .7170E+00 .1055E+00 .1062E+00 .1496E+00 .1728E+00 .5020E-01
.3145E+03 .6760E+00 .1117E+00 .1124E+00 .1579E+00 .1826E+00 .5019E-01
.3150E+03 .6845E+00 .1165E+00 .1173E+00 .1640E+00 .1899E+00 .5019E-01
.3155E+03 .6320E+00 .1034E+00 .1040E+00 .1446E+00 .1677E+00 .5018E-01
.3160E+03 .5870E+00 .1052E+00 .1058E+00 .1468E+00 .1704E+00 .5018E-01
.3165E+03 .6490E+00 .1255E+00 .1263E+00 .1750E+00 .2031E+00 .5018E-01
.3170E+03 .7390E+00 .1440E+00 .1449E+00 .1997E+00 .2321E+00 .5017E-01
.3175E+03 .8019E+00 .1547E+00 .1557E+00 .2134E+00 .2484E+00 .5016E-01
.3180E+03 .7236E+00 .1472E+00 .1481E+00 .2026E+00 .2360E+00 .5016E-01
.3185E+03 .6800E+00 .1513E+00 .1522E+00 .2086E+00 .2429E+00 .5016E-01
.3190E+03 .7058E+00 .1647E+00 .1657E+00 .2269E+00 .2642E+00 .5016E-01
.3195E+03 .7332E+00 .1621E+00 .1631E+00 .2211E+00 .2582E+00 .5015E-01
