Wvlgth Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Zonal_ground_reflectance
.5560E+03 .1535E+01 .1363E+01 .1785E+00 .2000E+00
.5570E+03 .1497E+01 .1330E+01 .1732E+00 .2000E+00
.5580E+03 .1529E+01 .1360E+01 .1759E+00 .2000E+00
.5590E+03 .1446E+01 .1287E+01 .1655E+00 .2000E+00
.5600E+03 .1472E+01 .1310E+01 .1675E+00 .2000E+00
.5610E+03 .1557E+01 .1387E+01 .1762E+00 .2000E+00
.5620E+03 .1482E+01 .1321E+01 .1668E+00 .2000E+00
.5630E+03 .1538E+01 .1371E+01 .1722E+00 .2000E+00
.5640E+03 .1508E+01 .1345E+01 .1679E+00 .2000E+00
.5650E+03 .1517E+01 .1354E+01 .1680E+00 .2000E+00
.5660E+03 .1434E+01 .1281E+01 .1580E+00 .2000E+00
.5670E+03 .1529E+01 .1366E+01 .1675E+00 .2000E+00
.5680E+03 .1514E+01 .1354E+01 .1650E+00 .2000E+00
.5690E+03 .1477E+01 .1321E+01 .1598E+00 .2000E+00
.5700E+03 .1478E+01 .1322E+01 .1591E+00 .2000E+00
.5710E+03 .1429E+01 .1279E+01 .1532E+00 .2000E+00
.5720E+03 .1509E+01 .1352E+01 .1608E+00 .2000E+00
.5730E+03 .1515E+01 .1358E+01 .1606E+00 .2000E+00
.5740E+03 .1507E+01 .1351E+01 .1590E+00 .2000E+00
.5750E+03 .1473E+01 .1321E+01 .1546E+00 .2000E+00
.5760E+03 .1460E+01 .1310E+01 .1526E+00 .2000E+00
.5770E+03 .1497E+01 .1344E+01 .1557E+00 .2000E+00
.5780E+03 .1451E+01 .1302E+01 .1503E+00 .2000E+00
.5790E+03 .1471E+01 .1321E+01 .1519E+00 .2000E+00
.5800E+03 .1496E+01 .1344E+01 .1540E+00 .2000E+00
.5810E+03 .1503E+01 .1350E+01 .1541E+00 .2000E+00
.5820E+03 .1526E+01 .1371E+01 .1560E+00 .2000E+00
.5830E+03 .1541E+01 .1385E+01 .1570E+00 .2000E+00
.5840E+03 .1538E+01 .1383E+01 .1560E+00 .2000E+00
.5850E+03 .1525E+01 .1372E+01 .1541E+00 .2000E+00
.5860E+03 .1488E+01 .1339E+01 .1497E+00 .2000E+00
.5870E+03 .1521E+01 .1369E+01 .1522E+00 .2000E+00
.5880E+03 .1486E+01 .1339E+01 .1476E+00 .2000E+00
.5890E+03 .1283E+01 .1157E+01 .1261E+00 .2000E+00
.5900E+03 .1364E+01 .1231E+01 .1336E+00 .2000E+00
.5910E+03 .1458E+01 .1315E+01 .1426E+00 .2000E+00
.5920E+03 .1428E+01 .1289E+01 .1388E+00 .2000E+00
.5930E+03 .1448E+01 .1307E+01 .1403E+00 .2000E+00
.5940E+03 .1441E+01 .1301E+01 .1389E+00 .2000E+00
.5950E+03 .1423E+01 .1285E+01 .1363E+00 .2000E+00
.5960E+03 .1466E+01 .1324E+01 .1402E+00 .2000E+00
.5970E+03 .1470E+01 .1329E+01 .1399E+00 .2000E+00
.5980E+03 .1452E+01 .1313E+01 .1376E+00 .2000E+00
.5990E+03 .1452E+01 .1313E+01 .1371E+00 .2000E+00
.6000E+03 .1466E+01 .1326E+01 .1380E+00 .2000E+00
.6010E+03 .1448E+01 .1311E+01 .1358E+00 .2000E+00
.6020E+03 .1426E+01 .1291E+01 .1332E+00 .2000E+00
.6030E+03 .1457E+01 .1319E+01 .1354E+00 .2000E+00
.6040E+03 .1482E+01 .1342E+01 .1372E+00 .2000E+00
.6050E+03 .1479E+01 .1340E+01 .1364E+00 .2000E+00
.6060E+03 .1472E+01 .1334E+01 .1353E+00 .2000E+00
.6070E+03 .1480E+01 .1342E+01 .1356E+00 .2000E+00
.6080E+03 .1475E+01 .1338E+01 .1347E+00 .2000E+00
.6090E+03 .1464E+01 .1328E+01 .1333E+00 .2000E+00
.6100E+03 .1458E+01 .1322E+01 .1322E+00 .2000E+00
.6110E+03 .1450E+01 .1316E+01 .1311E+00 .2000E+00
.6120E+03 .1472E+01 .1335E+01 .1325E+00 .2000E+00
.6130E+03 .1451E+01 .1317E+01 .1302E+00 .2000E+00
.6140E+03 .1406E+01 .1277E+01 .1258E+00 .2000E+00
.6150E+03 .1458E+01 .1324E+01 .1299E+00 .2000E+00
.6160E+03 .1419E+01 .1289E+01 .1261E+00 .2000E+00
.6170E+03 .1401E+01 .1273E+01 .1240E+00 .2000E+00
.6180E+03 .1454E+01 .1321E+01 .1282E+00 .2000E+00
.6190E+03 .1461E+01 .1328E+01 .1283E+00 .2000E+00
.6200E+03 .1461E+01 .1328E+01 .1278E+00 .2000E+00
.6210E+03 .1467E+01 .1334E+01 .1278E+00 .2000E+00
.6220E+03 .1414E+01 .1287E+01 .1225E+00 .2000E+00
.6230E+03 .1404E+01 .1278E+01 .1209E+00 .2000E+00
.6240E+03 .1399E+01 .1274E+01 .1202E+00 .2000E+00
.6250E+03 .1390E+01 .1265E+01 .1191E+00 .2000E+00
.6260E+03 .1388E+01 .1264E+01 .1185E+00 .2000E+00
.6270E+03 .1428E+01 .1301E+01 .1214E+00 .2000E+00
.6280E+03 .1350E+01 .1231E+01 .1132E+00 .2000E+00
.6290E+03 .1398E+01 .1274E+01 .1176E+00 .2000E+00
.6300E+03 .1379E+01 .1257E+01 .1155E+00 .2000E+00
.6310E+03 .1402E+01 .1279E+01 .1175E+00 .2000E+00
.6320E+03 .1350E+01 .1231E+01 .1128E+00 .2000E+00
.6330E+03 .1436E+01 .1310E+01 .1198E+00 .2000E+00
.6340E+03 .1414E+01 .1289E+01 .1176E+00 .2000E+00
.6350E+03 .1431E+01 .1305E+01 .1187E+00 .2000E+00
.6360E+03 .1398E+01 .1275E+01 .1156E+00 .2000E+00
.6370E+03 .1446E+01 .1319E+01 .1192E+00 .2000E+00
.6380E+03 .1455E+01 .1328E+01 .1196E+00 .2000E+00
.6390E+03 .1449E+01 .1322E+01 .1188E+00 .2000E+00
.6400E+03 .1419E+01 .1295E+01 .1160E+00 .2000E+00
.6410E+03 .1419E+01 .1296E+01 .1157E+00 .2000E+00
.6420E+03 .1422E+01 .1298E+01 .1155E+00 .2000E+00
.6430E+03 .1436E+01 .1312E+01 .1163E+00 .2000E+00
.6440E+03 .1430E+01 .1306E+01 .1154E+00 .2000E+00
.6450E+03 .1440E+01 .1316E+01 .1158E+00 .2000E+00
.6460E+03 .1399E+01 .1278E+01 .1120E+00 .2000E+00
.6470E+03 .1392E+01 .1273E+01 .1108E+00 .2000E+00
.6480E+03 .1379E+01 .1261E+01 .1093E+00 .2000E+00
.6490E+03 .1336E+01 .1222E+01 .1055E+00 .2000E+00
.6500E+03 .1343E+01 .1229E+01 .1061E+00 .2000E+00
.6510E+03 .1428E+01 .1306E+01 .1124E+00 .2000E+00
.6520E+03 .1371E+01 .1254E+01 .1071E+00 .2000E+00
.6530E+03 .1414E+01 .1294E+01 .1106E+00 .2000E+00
.6540E+03 .1398E+01 .1279E+01 .1090E+00 .2000E+00
.6550E+03 .1333E+01 .1221E+01 .1034E+00 .2000E+00
.6560E+03 .1171E+01 .1072E+01 .9061E-01 .2000E+00
.6570E+03 .1224E+01 .1121E+01 .9442E-01 .2000E+00
.6580E+03 .1368E+01 .1253E+01 .1053E+00 .2000E+00
.6590E+03 .1373E+01 .1257E+01 .1053E+00 .2000E+00
.6600E+03 .1381E+01 .1265E+01 .1055E+00 .2000E+00
.6610E+03 .1375E+01 .1260E+01 .1045E+00 .2000E+00
.6620E+03 .1364E+01 .1250E+01 .1031E+00 .2000E+00
.6630E+03 .1366E+01 .1253E+01 .1030E+00 .2000E+00
.6640E+03 .1378E+01 .1263E+01 .1038E+00 .2000E+00
.6650E+03 .1402E+01 .1286E+01 .1055E+00 .2000E+00
.6660E+03 .1401E+01 .1285E+01 .1052E+00 .2000E+00
.6670E+03 .1391E+01 .1275E+01 .1042E+00 .2000E+00
.6680E+03 .1396E+01 .1280E+01 .1043E+00 .2000E+00
.6690E+03 .1420E+01 .1302E+01 .1057E+00 .2000E+00
.6700E+03 .1400E+01 .1284E+01 .1040E+00 .2000E+00
.6710E+03 .1397E+01 .1282E+01 .1034E+00 .2000E+00
.6720E+03 .1377E+01 .1264E+01 .1017E+00 .2000E+00
.6730E+03 .1389E+01 .1275E+01 .1022E+00 .2000E+00
.6740E+03 .1387E+01 .1273E+01 .1017E+00 .2000E+00
.6750E+03 .1375E+01 .1263E+01 .1006E+00 .2000E+00
.6760E+03 .1391E+01 .1277E+01 .1014E+00 .2000E+00
.6770E+03 .1378E+01 .1266E+01 .1002E+00 .2000E+00
.6780E+03 .1385E+01 .1272E+01 .1004E+00 .2000E+00
.6790E+03 .1374E+01 .1262E+01 .9918E-01 .2000E+00
.6800E+03 .1376E+01 .1264E+01 .9901E-01 .2000E+00
.6810E+03 .1370E+01 .1259E+01 .9830E-01 .2000E+00
.6820E+03 .1376E+01 .1265E+01 .9843E-01 .2000E+00
.6830E+03 .1361E+01 .1251E+01 .9704E-01 .2000E+00
.6840E+03 .1352E+01 .1243E+01 .9608E-01 .2000E+00
.6850E+03 .1353E+01 .1244E+01 .9583E-01 .2000E+00
.6860E+03 .1323E+01 .1216E+01 .9334E-01 .2000E+00
.6870E+03 .9534E+00 .8821E+00 .6286E-01 .2000E+00
.6880E+03 .1103E+01 .1019E+01 .7441E-01 .2000E+00
.6890E+03 .1110E+01 .1025E+01 .7471E-01 .2000E+00
.6900E+03 .1164E+01 .1074E+01 .7871E-01 .2000E+00
.6910E+03 .1214E+01 .1119E+01 .8257E-01 .2000E+00
.6920E+03 .1248E+01 .1151E+01 .8525E-01 .2000E+00
.6930E+03 .1241E+01 .1144E+01 .8438E-01 .2000E+00
.6940E+03 .1226E+01 .1131E+01 .8309E-01 .2000E+00
.6950E+03 .1251E+01 .1153E+01 .8497E-01 .2000E+00
.6960E+03 .1248E+01 .1151E+01 .8450E-01 .2000E+00
.6970E+03 .1318E+01 .1214E+01 .8961E-01 .2000E+00
.6980E+03 .1297E+01 .1195E+01 .8789E-01 .2000E+00
.6990E+03 .1270E+01 .1171E+01 .8537E-01 .2000E+00
.7000E+03 .1261E+01 .1163E+01 .8445E-01 .2000E+00
.7010E+03 .1245E+01 .1148E+01 .8300E-01 .2000E+00
.7020E+03 .1246E+01 .1149E+01 .8294E-01 .2000E+00
.7030E+03 .1252E+01 .1156E+01 .8312E-01 .2000E+00
.7040E+03 .1285E+01 .1185E+01 .8524E-01 .2000E+00
.7050E+03 .1298E+01 .1198E+01 .8584E-01 .2000E+00
.7060E+03 .1291E+01 .1191E+01 .8520E-01 .2000E+00
.7070E+03 .1286E+01 .1186E+01 .8459E-01 .2000E+00
.7080E+03 .1281E+01 .1183E+01 .8404E-01 .2000E+00
.7090E+03 .1286E+01 .1187E+01 .8420E-01 .2000E+00
.7100E+03 .1293E+01 .1194E+01 .8436E-01 .2000E+00
.7110E+03 .1291E+01 .1192E+01 .8398E-01 .2000E+00
.7120E+03 .1282E+01 .1184E+01 .8321E-01 .2000E+00
.7130E+03 .1267E+01 .1171E+01 .8190E-01 .2000E+00
.7140E+03 .1278E+01 .1181E+01 .8236E-01 .2000E+00
.7150E+03 .1235E+01 .1142E+01 .7917E-01 .2000E+00
.7160E+03 .1247E+01 .1154E+01 .7968E-01 .2000E+00
.7170E+03 .1085E+01 .1006E+01 .6767E-01 .2000E+00
.7180E+03 .1011E+01 .9379E+00 .6247E-01 .2000E+00
.7190E+03 .9070E+00 .8420E+00 .5561E-01 .2000E+00
.7200E+03 .9678E+00 .8986E+00 .5916E-01 .2000E+00
.7210E+03 .1066E+01 .9888E+00 .6587E-01 .2000E+00
.7220E+03 .1216E+01 .1127E+01 .7605E-01 .2000E+00
.7230E+03 .1123E+01 .1041E+01 .6940E-01 .2000E+00
.7240E+03 .1036E+01 .9622E+00 .6319E-01 .2000E+00
.7250E+03 .1019E+01 .9466E+00 .6179E-01 .2000E+00
.7260E+03 .1060E+01 .9852E+00 .6432E-01 .2000E+00
.7270E+03 .1065E+01 .9890E+00 .6461E-01 .2000E+00
.7280E+03 .1020E+01 .9486E+00 .6130E-01 .2000E+00
.7290E+03 .1026E+01 .9538E+00 .6197E-01 .2000E+00
.7300E+03 .1106E+01 .1029E+01 .6674E-01 .2000E+00
.7310E+03 .1049E+01 .9753E+00 .6283E-01 .2000E+00
.7320E+03 .1130E+01 .1051E+01 .6808E-01 .2000E+00
.7330E+03 .1172E+01 .1089E+01 .7090E-01 .2000E+00
.7340E+03 .1210E+01 .1125E+01 .7315E-01 .2000E+00
.7350E+03 .1193E+01 .1109E+01 .7181E-01 .2000E+00
.7360E+03 .1182E+01 .1099E+01 .7092E-01 .2000E+00
.7370E+03 .1179E+01 .1097E+01 .7055E-01 .2000E+00
.7380E+03 .1201E+01 .1117E+01 .7198E-01 .2000E+00
.7390E+03 .1166E+01 .1084E+01 .6962E-01 .2000E+00
.7400E+03 .1194E+01 .1111E+01 .7119E-01 .2000E+00
.7410E+03 .1189E+01 .1107E+01 .7076E-01 .2000E+00
.7420E+03 .1190E+01 .1107E+01 .7062E-01 .2000E+00
.7430E+03 .1214E+01 .1131E+01 .7189E-01 .2000E+00
.7440E+03 .1224E+01 .1140E+01 .7227E-01 .2000E+00
.7450E+03 .1223E+01 .1139E+01 .7203E-01 .2000E+00
.7460E+03 .1221E+01 .1137E+01 .7165E-01 .2000E+00
.7470E+03 .1221E+01 .1138E+01 .7148E-01 .2000E+00
.7480E+03 .1214E+01 .1131E+01 .7084E-01 .2000E+00
.7490E+03 .1210E+01 .1128E+01 .7039E-01 .2000E+00
.7500E+03 .1208E+01 .1126E+01 .7009E-01 .2000E+00
.7510E+03 .1202E+01 .1121E+01 .6958E-01 .2000E+00
.7520E+03 .1207E+01 .1126E+01 .6963E-01 .2000E+00
.7530E+03 .1200E+01 .1120E+01 .6908E-01 .2000E+00
.7540E+03 .1215E+01 .1134E+01 .6976E-01 .2000E+00
.7550E+03 .1212E+01 .1131E+01 .6934E-01 .2000E+00
.7560E+03 .1197E+01 .1117E+01 .6830E-01 .2000E+00
.7570E+03 .1196E+01 .1117E+01 .6804E-01 .2000E+00
.7580E+03 .1203E+01 .1124E+01 .6824E-01 .2000E+00
.7590E+03 .1169E+01 .1092E+01 .6594E-01 .2000E+00
.7600E+03 .2596E+00 .2471E+00 .1116E-01 .2000E+00
.7610E+03 .1498E+00 .1432E+00 .5849E-02 .2000E+00
.7620E+03 .6736E+00 .6345E+00 .3408E-01 .2000E+00
.7630E+03 .3711E+00 .3520E+00 .1683E-01 .2000E+00
.7640E+03 .5275E+00 .4986E+00 .2536E-01 .2000E+00
.7650E+03 .6720E+00 .6333E+00 .3369E-01 .2000E+00
.7660E+03 .7980E+00 .7502E+00 .4143E-01 .2000E+00
.7670E+03 .9539E+00 .8950E+00 .5092E-01 .2000E+00
.7680E+03 .1090E+01 .1021E+01 .5929E-01 .2000E+00
.7690E+03 .1103E+01 .1034E+01 .6014E-01 .2000E+00
.7700E+03 .1136E+01 .1064E+01 .6203E-01 .2000E+00
.7710E+03 .1143E+01 .1071E+01 .6239E-01 .2000E+00
.7720E+03 .1152E+01 .1079E+01 .6274E-01 .2000E+00
.7730E+03 .1151E+01 .1079E+01 .6253E-01 .2000E+00
.7740E+03 .1151E+01 .1079E+01 .6235E-01 .2000E+00
.7750E+03 .1151E+01 .1079E+01 .6216E-01 .2000E+00
.7760E+03 .1154E+01 .1082E+01 .6211E-01 .2000E+00
.7770E+03 .1147E+01 .1075E+01 .6156E-01 .2000E+00
.7780E+03 .1145E+01 .1074E+01 .6130E-01 .2000E+00
.7790E+03 .1150E+01 .1079E+01 .6139E-01 .2000E+00
.7800E+03 .1138E+01 .1068E+01 .6055E-01 .2000E+00
.7810E+03 .1135E+01 .1065E+01 .6023E-01 .2000E+00
.7820E+03 .1140E+01 .1071E+01 .6036E-01 .2000E+00
.7830E+03 .1136E+01 .1066E+01 .5995E-01 .2000E+00
.7840E+03 .1128E+01 .1059E+01 .5940E-01 .2000E+00
.7850E+03 .1133E+01 .1064E+01 .5948E-01 .2000E+00
.7860E+03 .1133E+01 .1065E+01 .5934E-01 .2000E+00
.7870E+03 .1119E+01 .1052E+01 .5834E-01 .2000E+00
.7880E+03 .1105E+01 .1039E+01 .5738E-01 .2000E+00
.7890E+03 .1101E+01 .1035E+01 .5696E-01 .2000E+00
.7900E+03 .1067E+01 .1004E+01 .5487E-01 .2000E+00
.7910E+03 .1081E+01 .1017E+01 .5564E-01 .2000E+00
.7920E+03 .1071E+01 .1008E+01 .5498E-01 .2000E+00
.7930E+03 .1063E+01 .1001E+01 .5443E-01 .2000E+00
.7940E+03 .1073E+01 .1009E+01 .5496E-01 .2000E+00
.7950E+03 .1069E+01 .1006E+01 .5456E-01 .2000E+00
.7960E+03 .1050E+01 .9891E+00 .5322E-01 .2000E+00
.7970E+03 .1067E+01 .1005E+01 .5391E-01 .2000E+00
.7980E+03 .1087E+01 .1024E+01 .5502E-01 .2000E+00
.7990E+03 .1066E+01 .1004E+01 .5375E-01 .2000E+00
.8000E+03 .1048E+01 .9878E+00 .5266E-01 .2000E+00
.8010E+03 .1060E+01 .9990E+00 .5305E-01 .2000E+00
.8020E+03 .1061E+01 .1000E+01 .5297E-01 .2000E+00
.8030E+03 .1042E+01 .9821E+00 .5182E-01 .2000E+00
.8040E+03 .1054E+01 .9937E+00 .5231E-01 .2000E+00
.8050E+03 .1031E+01 .9719E+00 .5109E-01 .2000E+00
.8060E+03 .1072E+01 .1011E+01 .5313E-01 .2000E+00
.8070E+03 .1061E+01 .1001E+01 .5240E-01 .2000E+00
.8080E+03 .1057E+01 .9977E+00 .5208E-01 .2000E+00
.8090E+03 .1031E+01 .9728E+00 .5053E-01 .2000E+00
.8100E+03 .1032E+01 .9741E+00 .5038E-01 .2000E+00
.8110E+03 .1029E+01 .9720E+00 .5001E-01 .2000E+00
.8120E+03 .1004E+01 .9483E+00 .4845E-01 .2000E+00
.8130E+03 .9849E+00 .9308E+00 .4728E-01 .2000E+00
.8140E+03 .8826E+00 .8351E+00 .4163E-01 .2000E+00
.8150E+03 .8750E+00 .8281E+00 .4118E-01 .2000E+00
.8160E+03 .8145E+00 .7711E+00 .3806E-01 .2000E+00
.8170E+03 .8336E+00 .7893E+00 .3893E-01 .2000E+00
.8180E+03 .8050E+00 .7624E+00 .3738E-01 .2000E+00
.8190E+03 .8852E+00 .8378E+00 .4154E-01 .2000E+00
.8200E+03 .8431E+00 .7984E+00 .3924E-01 .2000E+00
.8210E+03 .9750E+00 .9224E+00 .4604E-01 .2000E+00
.8220E+03 .9299E+00 .8801E+00 .4367E-01 .2000E+00
.8230E+03 .6590E+00 .6253E+00 .2963E-01 .2000E+00
.8240E+03 .9139E+00 .8655E+00 .4248E-01 .2000E+00
.8250E+03 .9473E+00 .8968E+00 .4423E-01 .2000E+00
.8260E+03 .9136E+00 .8654E+00 .4233E-01 .2000E+00
.8270E+03 .9620E+00 .9111E+00 .4472E-01 .2000E+00
.8280E+03 .8311E+00 .7881E+00 .3786E-01 .2000E+00
.8290E+03 .9083E+00 .8607E+00 .4181E-01 .2000E+00
.8300E+03 .8954E+00 .8487E+00 .4105E-01 .2000E+00
.8310E+03 .9030E+00 .8560E+00 .4133E-01 .2000E+00
.8320E+03 .8742E+00 .8290E+00 .3977E-01 .2000E+00
.8330E+03 .9336E+00 .8850E+00 .4276E-01 .2000E+00
.8340E+03 .9118E+00 .8647E+00 .4143E-01 .2000E+00
.8350E+03 .9795E+00 .9285E+00 .4485E-01 .2000E+00
.8360E+03 .9492E+00 .9003E+00 .4307E-01 .2000E+00
.8370E+03 .9853E+00 .9342E+00 .4490E-01 .2000E+00
.8380E+03 .9754E+00 .9252E+00 .4422E-01 .2000E+00
.8390E+03 .9775E+00 .9271E+00 .4434E-01 .2000E+00
.8400E+03 .9915E+00 .9405E+00 .4489E-01 .2000E+00
.8410E+03 .9861E+00 .9356E+00 .4447E-01 .2000E+00
.8420E+03 .9732E+00 .9234E+00 .4386E-01 .2000E+00
.8430E+03 .9812E+00 .9310E+00 .4418E-01 .2000E+00
.8440E+03 .9627E+00 .9137E+00 .4319E-01 .2000E+00
.8450E+03 .9920E+00 .9416E+00 .4445E-01 .2000E+00
.8460E+03 .9942E+00 .9438E+00 .4444E-01 .2000E+00
.8470E+03 .9677E+00 .9188E+00 .4317E-01 .2000E+00
.8480E+03 .9682E+00 .9194E+00 .4304E-01 .2000E+00
.8490E+03 .9621E+00 .9138E+00 .4266E-01 .2000E+00
.8500E+03 .8721E+00 .8284E+00 .3857E-01 .2000E+00
.8510E+03 .9513E+00 .9039E+00 .4192E-01 .2000E+00
.8520E+03 .9458E+00 .8988E+00 .4158E-01 .2000E+00
.8530E+03 .9415E+00 .8948E+00 .4131E-01 .2000E+00
.8540E+03 .8305E+00 .7894E+00 .3633E-01 .2000E+00
.8550E+03 .8909E+00 .8468E+00 .3891E-01 .2000E+00
.8560E+03 .9495E+00 .9028E+00 .4135E-01 .2000E+00
.8570E+03 .9675E+00 .9199E+00 .4206E-01 .2000E+00
.8580E+03 .9677E+00 .9203E+00 .4196E-01 .2000E+00
.8590E+03 .9674E+00 .9201E+00 .4186E-01 .2000E+00
.8600E+03 .9640E+00 .9170E+00 .4162E-01 .2000E+00
.8610E+03 .9626E+00 .9158E+00 .4146E-01 .2000E+00
.8620E+03 .9701E+00 .9230E+00 .4169E-01 .2000E+00
.8630E+03 .9759E+00 .9287E+00 .4185E-01 .2000E+00
.8640E+03 .9550E+00 .9089E+00 .4086E-01 .2000E+00
.8650E+03 .9395E+00 .8942E+00 .4010E-01 .2000E+00
.8660E+03 .8280E+00 .7883E+00 .3526E-01 .2000E+00
.8670E+03 .8928E+00 .8501E+00 .3793E-01 .2000E+00
.8680E+03 .9354E+00 .8908E+00 .3965E-01 .2000E+00
.8690E+03 .9260E+00 .8819E+00 .3915E-01 .2000E+00
.8700E+03 .9435E+00 .8987E+00 .3980E-01 .2000E+00
.8710E+03 .9302E+00 .8861E+00 .3914E-01 .2000E+00
.8720E+03 .9428E+00 .8982E+00 .3958E-01 .2000E+00
.8730E+03 .9334E+00 .8894E+00 .3909E-01 .2000E+00
.8740E+03 .9170E+00 .8739E+00 .3831E-01 .2000E+00
.8750E+03 .9038E+00 .8614E+00 .3767E-01 .2000E+00
.8760E+03 .9291E+00 .8856E+00 .3863E-01 .2000E+00
.8770E+03 .9323E+00 .8889E+00 .3867E-01 .2000E+00
.8780E+03 .9286E+00 .8854E+00 .3842E-01 .2000E+00
.8790E+03 .9132E+00 .8708E+00 .3769E-01 .2000E+00
.8800E+03 .9161E+00 .8737E+00 .3772E-01 .2000E+00
.8810E+03 .8859E+00 .8450E+00 .3637E-01 .2000E+00
.8820E+03 .9090E+00 .8673E+00 .3722E-01 .2000E+00
.8830E+03 .9059E+00 .8643E+00 .3702E-01 .2000E+00
.8840E+03 .9096E+00 .8680E+00 .3707E-01 .2000E+00
.8850E+03 .9205E+00 .8785E+00 .3743E-01 .2000E+00
.8860E+03 .8847E+00 .8446E+00 .3583E-01 .2000E+00
.8870E+03 .8876E+00 .8474E+00 .3590E-01 .2000E+00
.8880E+03 .8990E+00 .8584E+00 .3624E-01 .2000E+00
.8890E+03 .9109E+00 .8698E+00 .3669E-01 .2000E+00
.8900E+03 .9006E+00 .8602E+00 .3613E-01 .2000E+00
.8910E+03 .9024E+00 .8620E+00 .3615E-01 .2000E+00
.8920E+03 .8858E+00 .8463E+00 .3532E-01 .2000E+00
.8930E+03 .8517E+00 .8139E+00 .3377E-01 .2000E+00
.8940E+03 .8287E+00 .7923E+00 .3260E-01 .2000E+00
.8950E+03 .7925E+00 .7581E+00 .3086E-01 .2000E+00
.8960E+03 .7442E+00 .7122E+00 .2875E-01 .2000E+00
.8970E+03 .6501E+00 .6227E+00 .2469E-01 .2000E+00
.8980E+03 .7007E+00 .6709E+00 .2676E-01 .2000E+00
.8990E+03 .5364E+00 .5143E+00 .1997E-01 .2000E+00
.9000E+03 .7247E+00 .6938E+00 .2775E-01 .2000E+00
.9010E+03 .5854E+00 .5613E+00 .2178E-01 .2000E+00
.9020E+03 .6541E+00 .6266E+00 .2478E-01 .2000E+00
.9030E+03 .6725E+00 .6444E+00 .2528E-01 .2000E+00
.9040E+03 .8233E+00 .7881E+00 .3164E-01 .2000E+00
.9050E+03 .7967E+00 .7629E+00 .3043E-01 .2000E+00
.9060E+03 .7565E+00 .7246E+00 .2872E-01 .2000E+00
.9070E+03 .6235E+00 .5980E+00 .2309E-01 .2000E+00
.9080E+03 .6367E+00 .6105E+00 .2360E-01 .2000E+00
.9090E+03 .6872E+00 .6587E+00 .2567E-01 .2000E+00
.9100E+03 .6102E+00 .5855E+00 .2234E-01 .2000E+00
.9110E+03 .6507E+00 .6242E+00 .2400E-01 .2000E+00
.9120E+03 .6722E+00 .6447E+00 .2485E-01 .2000E+00
.9130E+03 .6123E+00 .5877E+00 .2225E-01 .2000E+00
.9140E+03 .6116E+00 .5871E+00 .2223E-01 .2000E+00
.9150E+03 .6605E+00 .6340E+00 .2406E-01 .2000E+00
.9160E+03 .5630E+00 .5407E+00 .2024E-01 .2000E+00
.9170E+03 .7112E+00 .6824E+00 .2607E-01 .2000E+00
.9180E+03 .5786E+00 .5558E+00 .2073E-01 .2000E+00
.9190E+03 .7190E+00 .6899E+00 .2632E-01 .2000E+00
.9200E+03 .7256E+00 .6961E+00 .2668E-01 .2000E+00
.9210E+03 .7601E+00 .7292E+00 .2799E-01 .2000E+00
.9220E+03 .6819E+00 .6546E+00 .2474E-01 .2000E+00
.9230E+03 .7254E+00 .6960E+00 .2660E-01 .2000E+00
.9240E+03 .7025E+00 .6745E+00 .2538E-01 .2000E+00
.9250E+03 .6930E+00 .6655E+00 .2495E-01 .2000E+00
.9260E+03 .6847E+00 .6576E+00 .2462E-01 .2000E+00
.9270E+03 .7660E+00 .7354E+00 .2776E-01 .2000E+00
.9280E+03 .5717E+00 .5499E+00 .1988E-01 .2000E+00
.9290E+03 .5321E+00 .5121E+00 .1826E-01 .2000E+00
.9300E+03 .4219E+00 .4066E+00 .1409E-01 .2000E+00
.9310E+03 .3997E+00 .3852E+00 .1333E-01 .2000E+00
.9320E+03 .2940E+00 .2837E+00 .9453E-02 .2000E+00
.9330E+03 .2427E+00 .2345E+00 .7618E-02 .2000E+00
.9340E+03 .1403E+00 .1360E+00 .4075E-02 .2000E+00
.9350E+03 .2452E+00 .2368E+00 .7771E-02 .2000E+00
.9360E+03 .1577E+00 .1526E+00 .4769E-02 .2000E+00
.9370E+03 .1596E+00 .1545E+00 .4794E-02 .2000E+00
.9380E+03 .1959E+00 .1895E+00 .5964E-02 .2000E+00
.9390E+03 .3896E+00 .3757E+00 .1276E-01 .2000E+00
.9400E+03 .4605E+00 .4439E+00 .1531E-01 .2000E+00
.9410E+03 .3632E+00 .3505E+00 .1172E-01 .2000E+00
.9420E+03 .3958E+00 .3817E+00 .1293E-01 .2000E+00
.9430E+03 .2720E+00 .2628E+00 .8579E-02 .2000E+00
.9440E+03 .2794E+00 .2697E+00 .8961E-02 .2000E+00
.9450E+03 .3596E+00 .3471E+00 .1154E-01 .2000E+00
.9460E+03 .1902E+00 .1840E+00 .5748E-02 .2000E+00
.9470E+03 .3624E+00 .3499E+00 .1152E-01 .2000E+00
.9480E+03 .2680E+00 .2590E+00 .8391E-02 .2000E+00
.9490E+03 .4819E+00 .4649E+00 .1563E-01 .2000E+00
.9500E+03 .1438E+00 .1394E+00 .4139E-02 .2000E+00
.9510E+03 .4720E+00 .4554E+00 .1529E-01 .2000E+00
.9520E+03 .2627E+00 .2541E+00 .8024E-02 .2000E+00
.9530E+03 .3356E+00 .3243E+00 .1051E-01 .2000E+00
