Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance RayleighScat_trnsmittnce Ozone_totl_transmittance Trace_gas__transmittance WaterVapor_transmittance Mixed_gas__transmittance Aerosol_tot_transmittnce Global_horizn_irradiance Global_tilted_irradiance
.3690E+03 .6240E+00 .2974E+00 .6089E+00 .9999E+00 .9967E+00 .1000E+01 .9999E+00 .8895E+00 .9077E+00 .3200E+00
.3695E+03 .6704E+00 .3179E+00 .6106E+00 .9999E+00 .9966E+00 .1000E+01 .9999E+00 .8896E+00 .9736E+00 .3431E+00
.3700E+03 .6798E+00 .3206E+00 .6123E+00 .1000E+01 .9967E+00 .1000E+01 .9999E+00 .8898E+00 .9854E+00 .3472E+00
.3705E+03 .6147E+00 .2884E+00 .6140E+00 .1000E+01 .9968E+00 .1000E+01 .9999E+00 .8899E+00 .8896E+00 .3134E+00
.3710E+03 .6245E+00 .2915E+00 .6157E+00 .1000E+01 .9969E+00 .1000E+01 .9999E+00 .8901E+00 .9023E+00 .3178E+00
.3715E+03 .6493E+00 .3015E+00 .6174E+00 .1000E+01 .9966E+00 .1000E+01 .9999E+00 .8902E+00 .9365E+00 .3297E+00
.3720E+03 .6082E+00 .2808E+00 .6191E+00 .1000E+01 .9962E+00 .1000E+01 .9999E+00 .8903E+00 .8756E+00 .3082E+00
.3725E+03 .5796E+00 .2663E+00 .6207E+00 .1000E+01 .9962E+00 .1000E+01 .9999E+00 .8905E+00 .8331E+00 .2932E+00
.3730E+03 .5584E+00 .2553E+00 .6224E+00 .1000E+01 .9965E+00 .1000E+01 .9999E+00 .8906E+00 .8014E+00 .2820E+00
.3735E+03 .5035E+00 .2291E+00 .6241E+00 .1000E+01 .9967E+00 .1000E+01 .9999E+00 .8907E+00 .7215E+00 .2539E+00
.3740E+03 .5024E+00 .2274E+00 .6257E+00 .1000E+01 .9966E+00 .1000E+01 .9999E+00 .8909E+00 .7187E+00 .2528E+00
.3745E+03 .4988E+00 .2247E+00 .6273E+00 .1000E+01 .9968E+00 .1000E+01 .9998E+00 .8910E+00 .7125E+00 .2506E+00
.3750E+03 .5325E+00 .2386E+00 .6290E+00 .1000E+01 .9967E+00 .1000E+01 .9998E+00 .8911E+00 .7594E+00 .2670E+00
.3755E+03 .5892E+00 .2626E+00 .6306E+00 .1000E+01 .9963E+00 .1000E+01 .9997E+00 .8913E+00 .8388E+00 .2949E+00
.3760E+03 .6105E+00 .2707E+00 .6322E+00 .1000E+01 .9961E+00 .1000E+01 .9996E+00 .8914E+00 .8677E+00 .3050E+00
.3765E+03 .6010E+00 .2651E+00 .6338E+00 .1000E+01 .9959E+00 .1000E+01 .9993E+00 .8915E+00 .8528E+00 .2996E+00
.3770E+03 .6449E+00 .2831E+00 .6354E+00 .1000E+01 .9964E+00 .1000E+01 .9991E+00 .8917E+00 .9138E+00 .3210E+00
.3775E+03 .7198E+00 .3144E+00 .6370E+00 .1000E+01 .9968E+00 .1000E+01 .9986E+00 .8918E+00 .1018E+01 .3577E+00
.3780E+03 .7759E+00 .3371E+00 .6386E+00 .1000E+01 .9968E+00 .1000E+01 .9982E+00 .8919E+00 .1096E+01 .3849E+00
.3785E+03 .7568E+00 .3270E+00 .6402E+00 .1000E+01 .9969E+00 .1000E+01 .9977E+00 .8921E+00 .1067E+01 .3744E+00
.3790E+03 .6755E+00 .2902E+00 .6418E+00 .1000E+01 .9967E+00 .1000E+01 .9974E+00 .8922E+00 .9508E+00 .3332E+00
.3795E+03 .6061E+00 .2588E+00 .6433E+00 .1000E+01 .9962E+00 .1000E+01 .9971E+00 .8923E+00 .8516E+00 .2982E+00
.3800E+03 .6373E+00 .2707E+00 .6449E+00 .1000E+01 .9960E+00 .1000E+01 .9970E+00 .8925E+00 .8940E+00 .3128E+00
.3805E+03 .6830E+00 .2886E+00 .6464E+00 .1000E+01 .9962E+00 .1000E+01 .9972E+00 .8926E+00 .9566E+00 .3344E+00
.3810E+03 .6951E+00 .2923E+00 .6480E+00 .1000E+01 .9963E+00 .1000E+01 .9976E+00 .8927E+00 .9721E+00 .3395E+00
.3815E+03 .6266E+00 .2622E+00 .6495E+00 .1000E+01 .9964E+00 .1000E+01 .9981E+00 .8929E+00 .8750E+00 .3053E+00
.3820E+03 .5343E+00 .2225E+00 .6511E+00 .1000E+01 .9964E+00 .1000E+01 .9985E+00 .8930E+00 .7450E+00 .2597E+00
.3825E+03 .4623E+00 .1916E+00 .6526E+00 .1000E+01 .9967E+00 .1000E+01 .9989E+00 .8931E+00 .6437E+00 .2242E+00
.3830E+03 .4145E+00 .1709E+00 .6541E+00 .1000E+01 .9967E+00 .1000E+01 .9992E+00 .8933E+00 .5764E+00 .2006E+00
.3835E+03 .4015E+00 .1647E+00 .6556E+00 .1000E+01 .9965E+00 .1000E+01 .9995E+00 .8934E+00 .5574E+00 .1939E+00
.3840E+03 .4647E+00 .1898E+00 .6571E+00 .1000E+01 .9963E+00 .1000E+01 .9996E+00 .8935E+00 .6442E+00 .2241E+00
.3845E+03 .5596E+00 .2274E+00 .6586E+00 .1000E+01 .9962E+00 .1000E+01 .9997E+00 .8936E+00 .7747E+00 .2694E+00
.3850E+03 .6144E+00 .2485E+00 .6601E+00 .1000E+01 .9962E+00 .1000E+01 .9998E+00 .8938E+00 .8494E+00 .2953E+00
.3855E+03 .5871E+00 .2364E+00 .6616E+00 .1000E+01 .9964E+00 .1000E+01 .9999E+00 .8939E+00 .8106E+00 .2817E+00
.3860E+03 .5666E+00 .2270E+00 .6631E+00 .1000E+01 .9964E+00 .1000E+01 .9999E+00 .8940E+00 .7811E+00 .2714E+00
.3865E+03 .5892E+00 .2350E+00 .6645E+00 .1000E+01 .9968E+00 .1000E+01 .9999E+00 .8942E+00 .8112E+00 .2817E+00
.3870E+03 .5947E+00 .2359E+00 .6660E+00 .1000E+01 .9965E+00 .1000E+01 .9999E+00 .8943E+00 .8176E+00 .2837E+00
.3875E+03 .5863E+00 .2314E+00 .6674E+00 .1000E+01 .9963E+00 .1000E+01 .9999E+00 .8944E+00 .8049E+00 .2791E+00
.3880E+03 .5808E+00 .2281E+00 .6689E+00 .1000E+01 .9963E+00 .1000E+01 .9999E+00 .8945E+00 .7962E+00 .2759E+00
.3885E+03 .5769E+00 .2255E+00 .6703E+00 .9999E+00 .9965E+00 .1000E+01 .9999E+00 .8947E+00 .7897E+00 .2736E+00
.3890E+03 .6266E+00 .2437E+00 .6718E+00 .9999E+00 .9963E+00 .1000E+01 .1000E+01 .8948E+00 .8565E+00 .2965E+00
.3895E+03 .6947E+00 .2689E+00 .6732E+00 .9999E+00 .9963E+00 .1000E+01 .1000E+01 .8949E+00 .9483E+00 .3281E+00
.3900E+03 .7290E+00 .2809E+00 .6746E+00 .9999E+00 .9963E+00 .1000E+01 .1000E+01 .8950E+00 .9938E+00 .3437E+00
.3905E+03 .7354E+00 .2820E+00 .6760E+00 .9999E+00 .9963E+00 .1000E+01 .1000E+01 .8952E+00 .1001E+01 .3461E+00
.3910E+03 .7792E+00 .2973E+00 .6775E+00 .9999E+00 .9964E+00 .1000E+01 .1000E+01 .8953E+00 .1059E+01 .3660E+00
.3915E+03 .7906E+00 .3002E+00 .6789E+00 .9999E+00 .9962E+00 .1000E+01 .1000E+01 .8954E+00 .1073E+01 .3706E+00
.3920E+03 .7282E+00 .2751E+00 .6803E+00 .9999E+00 .9960E+00 .1000E+01 .1000E+01 .8955E+00 .9873E+00 .3406E+00
.3925E+03 .6071E+00 .2283E+00 .6816E+00 .9999E+00 .9963E+00 .1000E+01 .1000E+01 .8957E+00 .8220E+00 .2835E+00
.3930E+03 .4397E+00 .1646E+00 .6830E+00 .9999E+00 .9965E+00 .1000E+01 .1000E+01 .8958E+00 .5946E+00 .2049E+00
.3935E+03 .3497E+00 .1303E+00 .6844E+00 .9999E+00 .9967E+00 .1000E+01 .1000E+01 .8959E+00 .4723E+00 .1628E+00
.3940E+03 .4545E+00 .1686E+00 .6858E+00 .9999E+00 .9966E+00 .1000E+01 .9999E+00 .8960E+00 .6131E+00 .2112E+00
.3945E+03 .6271E+00 .2317E+00 .6871E+00 .9999E+00 .9968E+00 .1000E+01 .9999E+00 .8961E+00 .8450E+00 .2911E+00
.3950E+03 .7410E+00 .2724E+00 .6885E+00 .9999E+00 .9965E+00 .1000E+01 .1000E+01 .8963E+00 .9971E+00 .3435E+00
.3955E+03 .7896E+00 .2889E+00 .6899E+00 .9999E+00 .9961E+00 .1000E+01 .1000E+01 .8964E+00 .1061E+01 .3654E+00
.3960E+03 .6945E+00 .2529E+00 .6912E+00 .9999E+00 .9961E+00 .1000E+01 .1000E+01 .8965E+00 .9322E+00 .3208E+00
.3965E+03 .5051E+00 .1832E+00 .6925E+00 .9999E+00 .9966E+00 .1000E+01 .1000E+01 .8966E+00 .6771E+00 .2330E+00
.3970E+03 .3914E+00 .1413E+00 .6939E+00 .9999E+00 .9967E+00 .1000E+01 .1000E+01 .8968E+00 .5240E+00 .1802E+00
.3975E+03 .5782E+00 .2077E+00 .6952E+00 .9999E+00 .9966E+00 .1000E+01 .1000E+01 .8969E+00 .7732E+00 .2657E+00
.3980E+03 .7835E+00 .2801E+00 .6965E+00 .9999E+00 .9960E+00 .1000E+01 .1000E+01 .8970E+00 .1046E+01 .3595E+00
.3985E+03 .9257E+00 .3294E+00 .6978E+00 .9999E+00 .9958E+00 .1000E+01 .1000E+01 .8971E+00 .1235E+01 .4241E+00
.3990E+03 .9830E+00 .3484E+00 .6991E+00 .9999E+00 .9966E+00 .1000E+01 .1000E+01 .8972E+00 .1310E+01 .4498E+00
.3995E+03 .1013E+01 .3576E+00 .7004E+00 .9999E+00 .9965E+00 .1000E+01 .1000E+01 .8974E+00 .1349E+01 .4631E+00
.4000E+03 .1025E+01 .3599E+00 .7017E+00 .9999E+00 .9958E+00 .1000E+01 .1000E+01 .8975E+00 .1362E+01 .4677E+00
Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance RayleighScat_trnsmittnce Ozone_totl_transmittance Trace_gas__transmittance WaterVapor_transmittance Mixed_gas__transmittance Aerosol_tot_transmittnce Global_horizn_irradiance Global_tilted_irradiance
.2800E+03 .1477E-17 .3619E-18 .1873E+00 .1177E-15 .9963E+00 .1000E+01 .9866E+00 .8527E+00 .1753E-17 .7017E-18
.2805E+03 .1993E-16 .4905E-17 .1898E+00 .1289E-14 .9968E+00 .1000E+01 .9925E+00 .8529E+00 .2368E-16 .9480E-17
.2810E+03 .7683E-16 .1843E-16 .1922E+00 .3234E-14 .9969E+00 .1000E+01 .9934E+00 .8531E+00 .9079E-16 .3630E-16
.2815E+03 .1118E-14 .2678E-15 .1947E+00 .3282E-13 .9963E+00 .1000E+01 .9949E+00 .8534E+00 .1320E-14 .5279E-15
.2820E+03 .6024E-14 .1419E-14 .1972E+00 .1384E-12 .9965E+00 .1000E+01 .9963E+00 .8536E+00 .7093E-14 .2834E-14
.2825E+03 .1819E-13 .4175E-14 .1997E+00 .3632E-12 .9971E+00 .1000E+01 .9973E+00 .8538E+00 .2131E-13 .8501E-14
.2830E+03 .5712E-13 .1276E-13 .2022E+00 .1050E-11 .9968E+00 .1000E+01 .9973E+00 .8541E+00 .6656E-13 .2651E-13
.2835E+03 .9676E-13 .2082E-13 .2047E+00 .1767E-11 .9965E+00 .1000E+01 .9975E+00 .8543E+00 .1119E-12 .4451E-13
.2840E+03 .1006E-11 .2158E-12 .2072E+00 .1960E-10 .9969E+00 .1000E+01 .9976E+00 .8545E+00 .1164E-11 .4626E-12
.2845E+03 .2633E-11 .8456E-12 .2097E+00 .6054E-10 .9968E+00 .1000E+01 .9974E+00 .8548E+00 .3325E-11 .1356E-11
.2850E+03 .6219E-11 .2269E-11 .2122E+00 .2010E-09 .9963E+00 .1000E+01 .9979E+00 .8550E+00 .8126E-11 .3343E-11
.2855E+03 .2274E-10 .1003E-10 .2147E+00 .8243E-09 .9964E+00 .1000E+01 .9974E+00 .8552E+00 .3144E-10 .1312E-10
.2860E+03 .6400E-10 .2994E-10 .2173E+00 .1467E-08 .9970E+00 .1000E+01 .9974E+00 .8555E+00 .9021E-10 .3782E-10
.2865E+03 .2867E-09 .1649E-09 .2198E+00 .4739E-08 .9967E+00 .1000E+01 .9938E+00 .8557E+00 .4349E-09 .1854E-09
.2870E+03 .7501E-09 .5171E-09 .2223E+00 .1130E-07 .9962E+00 .1000E+01 .9923E+00 .8559E+00 .1224E-08 .5293E-09
.2875E+03 .2198E-08 .2152E-08 .2249E+00 .3482E-07 .9968E+00 .1000E+01 .9949E+00 .8562E+00 .4221E-08 .1880E-08
.2880E+03 .8516E-08 .4782E-08 .2274E+00 .1454E-06 .9971E+00 .1000E+01 .9945E+00 .8564E+00 .1280E-07 .5447E-08
.2885E+03 .1937E-07 .1120E-07 .2299E+00 .3130E-06 .9968E+00 .1000E+01 .9946E+00 .8566E+00 .2945E-07 .1256E-07
.2890E+03 .5152E-07 .3084E-07 .2325E+00 .6830E-06 .9964E+00 .1000E+01 .9942E+00 .8568E+00 .7937E-07 .3396E-07
.2895E+03 .1511E-06 .9535E-07 .2351E+00 .1615E-05 .9972E+00 .1000E+01 .9967E+00 .8571E+00 .2376E-06 .1021E-06
.2900E+03 .3615E-06 .2357E-06 .2376E+00 .3246E-05 .9968E+00 .1000E+01 .9990E+00 .8573E+00 .5762E-06 .2483E-06
.2905E+03 .7099E-06 .4706E-06 .2402E+00 .5859E-05 .9965E+00 .1000E+01 .9991E+00 .8575E+00 .1139E-05 .4917E-06
.2910E+03 .1487E-05 .1027E-05 .2427E+00 .1189E-04 .9967E+00 .1000E+01 .9993E+00 .8577E+00 .2427E-05 .1051E-05
.2915E+03 .3564E-05 .2441E-05 .2453E+00 .2914E-04 .9973E+00 .1000E+01 .9993E+00 .8579E+00 .5798E-05 .2509E-05
.2920E+03 .7093E-05 .4790E-05 .2479E+00 .6055E-04 .9966E+00 .1000E+01 .9994E+00 .8582E+00 .1147E-04 .4959E-05
.2925E+03 .1012E-04 .6440E-05 .2504E+00 .9161E-04 .9964E+00 .1000E+01 .9995E+00 .8584E+00 .1597E-04 .6871E-05
.2930E+03 .1758E-04 .1061E-04 .2530E+00 .1547E-03 .9973E+00 .1000E+01 .9996E+00 .8586E+00 .2717E-04 .1164E-04
.2935E+03 .3719E-04 .2163E-04 .2556E+00 .3174E-03 .9975E+00 .1000E+01 .9996E+00 .8588E+00 .5665E-04 .2420E-04
.2940E+03 .5954E-04 .3186E-04 .2582E+00 .5185E-03 .9964E+00 .1000E+01 .9998E+00 .8590E+00 .8793E-04 .3732E-04
.2945E+03 .8459E-04 .5906E-04 .2607E+00 .7471E-03 .9965E+00 .1000E+01 .1000E+01 .8593E+00 .1387E-03 .6017E-04
.2950E+03 .1369E-03 .1016E-03 .2633E+00 .1180E-02 .9975E+00 .1000E+01 .1000E+01 .8595E+00 .2306E-03 .1005E-03
.2955E+03 .2586E-03 .1368E-03 .2659E+00 .2080E-02 .9978E+00 .1000E+01 .1000E+01 .8597E+00 .3804E-03 .1613E-03
.2960E+03 .3960E-03 .2212E-03 .2685E+00 .3081E-02 .9963E+00 .1000E+01 .1000E+01 .8599E+00 .5942E-03 .2532E-03
.2965E+03 .5267E-03 .3106E-03 .2711E+00 .4461E-02 .9967E+00 .1000E+01 .1000E+01 .8601E+00 .8066E-03 .3452E-03
.2970E+03 .6524E-03 .4016E-03 .2736E+00 .5960E-02 .9975E+00 .1000E+01 .1000E+01 .8603E+00 .1016E-02 .4364E-03
.2975E+03 .1098E-02 .7230E-03 .2762E+00 .8972E-02 .9977E+00 .1000E+01 .1000E+01 .8605E+00 .1757E-02 .7589E-03
.2980E+03 .1539E-02 .1072E-02 .2788E+00 .1250E-01 .9962E+00 .1000E+01 .1000E+01 .8608E+00 .2521E-02 .1094E-02
.2985E+03 .1759E-02 .1277E-02 .2814E+00 .1596E-01 .9968E+00 .1000E+01 .1000E+01 .8610E+00 .2934E-02 .1278E-02
.2990E+03 .2247E-02 .1698E-02 .2840E+00 .2001E-01 .9977E+00 .1000E+01 .1000E+01 .8612E+00 .3814E-02 .1667E-02
.2995E+03 .3454E-02 .2809E-02 .2866E+00 .2870E-01 .9979E+00 .1000E+01 .1000E+01 .8614E+00 .6062E-02 .2666E-02
.3000E+03 .3922E-02 .3320E-02 .2891E+00 .3539E-01 .9960E+00 .1000E+01 .1000E+01 .8616E+00 .7013E-02 .3095E-02
.3005E+03 .4488E-02 .3942E-02 .2917E+00 .4240E-01 .9970E+00 .1000E+01 .1000E+01 .8618E+00 .8169E-02 .3618E-02
.3010E+03 .6326E-02 .5910E-02 .2943E+00 .5535E-01 .9979E+00 .1000E+01 .1000E+01 .8620E+00 .1187E-01 .5287E-02
.3015E+03 .8182E-02 .8048E-02 .2969E+00 .6876E-01 .9981E+00 .1000E+01 .1000E+01 .8622E+00 .1575E-01 .7053E-02
.3020E+03 .8601E-02 .8381E-02 .2995E+00 .7633E-01 .9965E+00 .1000E+01 .1000E+01 .8624E+00 .1648E-01 .7377E-02
.3025E+03 .1181E-01 .1129E-01 .3020E+00 .9175E-01 .9969E+00 .1000E+01 .1000E+01 .8626E+00 .2241E-01 .1002E-01
.3030E+03 .1800E-01 .1687E-01 .3046E+00 .1150E+00 .9980E+00 .1000E+01 .1000E+01 .8629E+00 .3382E-01 .1509E-01
.3035E+03 .2178E-01 .2029E-01 .3072E+00 .1307E+00 .9982E+00 .1000E+01 .1000E+01 .8631E+00 .4080E-01 .1820E-01
.3040E+03 .2244E-01 .2077E-01 .3098E+00 .1390E+00 .9971E+00 .1000E+01 .1000E+01 .8633E+00 .4190E-01 .1868E-01
.3045E+03 .2644E-01 .2446E-01 .3123E+00 .1611E+00 .9967E+00 .1000E+01 .1000E+01 .8635E+00 .4935E-01 .2200E-01
.3050E+03 .3316E-01 .3083E-01 .3149E+00 .1952E+00 .9979E+00 .1000E+01 .1000E+01 .8637E+00 .6206E-01 .2768E-01
.3055E+03 .3573E-01 .3321E-01 .3175E+00 .2190E+00 .9983E+00 .1000E+01 .1000E+01 .8639E+00 .6686E-01 .2982E-01
.3060E+03 .3482E-01 .3218E-01 .3200E+00 .2291E+00 .9978E+00 .1000E+01 .1000E+01 .8641E+00 .6498E-01 .2897E-01
.3065E+03 .3829E-01 .3525E-01 .3226E+00 .2456E+00 .9970E+00 .1000E+01 .1000E+01 .8643E+00 .7131E-01 .3179E-01
.3070E+03 .4690E-01 .4336E-01 .3251E+00 .2835E+00 .9976E+00 .1000E+01 .1000E+01 .8645E+00 .8753E-01 .3903E-01
.3075E+03 .5614E-01 .5209E-01 .3277E+00 .3227E+00 .9978E+00 .1000E+01 .1000E+01 .8647E+00 .1050E+00 .4683E-01
.3080E+03 .5920E-01 .5458E-01 .3302E+00 .3302E+00 .9980E+00 .1000E+01 .1000E+01 .8649E+00 .1103E+00 .4920E-01
.3085E+03 .6290E-01 .6508E-01 .3328E+00 .3507E+00 .9974E+00 .1000E+01 .1000E+01 .8651E+00 .1243E+00 .5597E-01
.3090E+03 .6014E-01 .6124E-01 .3353E+00 .3673E+00 .9978E+00 .1000E+01 .1000E+01 .8653E+00 .1179E+00 .5300E-01
.3095E+03 .5968E-01 .5916E-01 .3379E+00 .4193E+00 .9982E+00 .1000E+01 .1000E+01 .8655E+00 .1154E+00 .5176E-01
.3100E+03 .6802E-01 .6633E-01 .3404E+00 .4449E+00 .9980E+00 .1000E+01 .1000E+01 .8657E+00 .1304E+00 .5842E-01
.3105E+03 .8636E-01 .8316E-01 .3430E+00 .4586E+00 .9973E+00 .1000E+01 .1000E+01 .8659E+00 .1645E+00 .7362E-01
.3110E+03 .1065E+00 .1012E+00 .3455E+00 .4802E+00 .9976E+00 .1000E+01 .1000E+01 .8661E+00 .2015E+00 .9010E-01
.3115E+03 .1070E+00 .1006E+00 .3480E+00 .4901E+00 .9981E+00 .1000E+01 .1000E+01 .8663E+00 .2014E+00 .8996E-01
.3120E+03 .1124E+00 .1039E+00 .3506E+00 .5383E+00 .9982E+00 .1000E+01 .1000E+01 .8665E+00 .2098E+00 .9358E-01
.3125E+03 .1151E+00 .1050E+00 .3531E+00 .5716E+00 .9982E+00 .1000E+01 .1000E+01 .8667E+00 .2134E+00 .9511E-01
.3130E+03 .1228E+00 .1108E+00 .3556E+00 .5899E+00 .9979E+00 .1000E+01 .1000E+01 .8669E+00 .2265E+00 .1009E+00
.3135E+03 .1257E+00 .1126E+00 .3581E+00 .5746E+00 .9977E+00 .1000E+01 .1000E+01 .8670E+00 .2310E+00 .1028E+00
.3140E+03 .1341E+00 .1186E+00 .3606E+00 .6145E+00 .9979E+00 .1000E+01 .1000E+01 .8672E+00 .2449E+00 .1089E+00
.3145E+03 .1386E+00 .1212E+00 .3631E+00 .6689E+00 .9980E+00 .1000E+01 .1000E+01 .8674E+00 .2517E+00 .1118E+00
.3150E+03 .1436E+00 .1244E+00 .3656E+00 .6797E+00 .9980E+00 .1000E+01 .1000E+01 .8676E+00 .2597E+00 .1153E+00
.3155E+03 .1285E+00 .1106E+00 .3681E+00 .6541E+00 .9981E+00 .1000E+01 .1000E+01 .8678E+00 .2316E+00 .1028E+00
.3160E+03 .1283E+00 .1093E+00 .3706E+00 .6981E+00 .9983E+00 .1000E+01 .1000E+01 .8680E+00 .2301E+00 .1020E+00
.3165E+03 .1508E+00 .1273E+00 .3731E+00 .7367E+00 .9984E+00 .1000E+01 .1000E+01 .8682E+00 .2693E+00 .1194E+00
.3170E+03 .1728E+00 .1446E+00 .3756E+00 .7368E+00 .9976E+00 .1000E+01 .1000E+01 .8684E+00 .3073E+00 .1362E+00
.3175E+03 .1861E+00 .1545E+00 .3781E+00 .7265E+00 .9975E+00 .1000E+01 .1000E+01 .8686E+00 .3298E+00 .1462E+00
.3180E+03 .1752E+00 .1443E+00 .3805E+00 .7526E+00 .9978E+00 .1000E+01 .1000E+01 .8688E+00 .3093E+00 .1371E+00
.3185E+03 .1767E+00 .1450E+00 .3830E+00 .8023E+00 .9981E+00 .1000E+01 .1000E+01 .8690E+00 .3115E+00 .1381E+00
.3190E+03 .1904E+00 .1565E+00 .3855E+00 .8273E+00 .9983E+00 .1000E+01 .1000E+01 .8691E+00 .3359E+00 .1490E+00
.3195E+03 .1897E+00 .1528E+00 .3879E+00 .7883E+00 .9982E+00 .1000E+01 .1000E+01 .8693E+00 .3315E+00 .1469E+00
.3200E+03 .2003E+00 .1601E+00 .3904E+00 .7824E+00 .9981E+00 .1000E+01 .1000E+01 .8695E+00 .3487E+00 .1546E+00
.3205E+03 .2286E+00 .1838E+00 .3928E+00 .8323E+00 .9981E+00 .1000E+01 .1000E+01 .8697E+00 .3991E+00 .1771E+00
.3210E+03 .2243E+00 .1817E+00 .3953E+00 .8762E+00 .9973E+00 .1000E+01 .1000E+01 .8699E+00 .3929E+00 .1746E+00
.3215E+03 .2133E+00 .1718E+00 .3977E+00 .8811E+00 .9977E+00 .1000E+01 .1000E+01 .8701E+00 .3727E+00 .1656E+00
.3220E+03 .2080E+00 .1636E+00 .4001E+00 .8350E+00 .9980E+00 .1000E+01 .1000E+01 .8703E+00 .3595E+00 .1595E+00
.3225E+03 .2032E+00 .1587E+00 .4025E+00 .8372E+00 .9981E+00 .1000E+01 .1000E+01 .8704E+00 .3500E+00 .1553E+00
.3230E+03 .1932E+00 .1515E+00 .4050E+00 .8676E+00 .9981E+00 .1000E+01 .1000E+01 .8706E+00 .3334E+00 .1481E+00
.3235E+03 .2160E+00 .1779E+00 .4074E+00 .9183E+00 .9982E+00 .1000E+01 .1000E+01 .8708E+00 .3813E+00 .1702E+00
.3240E+03 .2382E+00 .1953E+00 .4098E+00 .9260E+00 .9981E+00 .1000E+01 .1000E+01 .8710E+00 .4196E+00 .1873E+00
.3245E+03 .2500E+00 .2019E+00 .4122E+00 .9077E+00 .9980E+00 .1000E+01 .1000E+01 .8712E+00 .4373E+00 .1951E+00
.3250E+03 .2547E+00 .1941E+00 .4146E+00 .8743E+00 .9973E+00 .1000E+01 .1000E+01 .8714E+00 .4340E+00 .1928E+00
.3255E+03 .2900E+00 .2213E+00 .4170E+00 .8981E+00 .9972E+00 .1000E+01 .9999E+00 .8715E+00 .4945E+00 .2198E+00
.3260E+03 .3307E+00 .2636E+00 .4193E+00 .9314E+00 .9977E+00 .1000E+01 .9999E+00 .8717E+00 .5750E+00 .2567E+00
.3265E+03 .3466E+00 .2767E+00 .4217E+00 .9528E+00 .9979E+00 .1000E+01 .9999E+00 .8719E+00 .6031E+00 .2694E+00
.3270E+03 .3420E+00 .2702E+00 .4241E+00 .9457E+00 .9981E+00 .1000E+01 .9999E+00 .8721E+00 .5923E+00 .2646E+00
.3275E+03 .3343E+00 .2611E+00 .4265E+00 .9358E+00 .9980E+00 .1000E+01 .9999E+00 .8723E+00 .5760E+00 .2572E+00
.3280E+03 .3150E+00 .2412E+00 .4288E+00 .9043E+00 .9980E+00 .1000E+01 .9999E+00 .8724E+00 .5379E+00 .2399E+00
.3285E+03 .3219E+00 .2484E+00 .4312E+00 .9413E+00 .9979E+00 .1000E+01 .9999E+00 .8726E+00 .5515E+00 .2463E+00
.3290E+03 .3574E+00 .2767E+00 .4335E+00 .9667E+00 .9974E+00 .1000E+01 .9999E+00 .8728E+00 .6133E+00 .2742E+00
.3295E+03 .3948E+00 .3045E+00 .4358E+00 .9740E+00 .9971E+00 .1000E+01 .9999E+00 .8730E+00 .6763E+00 .3024E+00
.3300E+03 .4000E+00 .3055E+00 .4382E+00 .9687E+00 .9974E+00 .1000E+01 .9999E+00 .8731E+00 .6822E+00 .3050E+00
.3305E+03 .3707E+00 .2788E+00 .4405E+00 .9497E+00 .9977E+00 .1000E+01 .9999E+00 .8733E+00 .6279E+00 .2805E+00
.3310E+03 .3515E+00 .2618E+00 .4428E+00 .9426E+00 .9979E+00 .1000E+01 .9998E+00 .8735E+00 .5929E+00 .2648E+00
.3315E+03 .3600E+00 .2679E+00 .4451E+00 .9573E+00 .9979E+00 .1000E+01 .9998E+00 .8737E+00 .6070E+00 .2713E+00
.3320E+03 .3689E+00 .2750E+00 .4474E+00 .9766E+00 .9980E+00 .1000E+01 .9998E+00 .8738E+00 .6224E+00 .2783E+00
.3325E+03 .3689E+00 .2742E+00 .4497E+00 .9845E+00 .9978E+00 .1000E+01 .9998E+00 .8740E+00 .6216E+00 .2781E+00
.3330E+03 .3631E+00 .2673E+00 .4520E+00 .9802E+00 .9974E+00 .1000E+01 .9998E+00 .8742E+00 .6092E+00 .2725E+00
.3335E+03 .3498E+00 .2540E+00 .4543E+00 .9669E+00 .9969E+00 .1000E+01 .9998E+00 .8744E+00 .5834E+00 .2609E+00
.3340E+03 .3576E+00 .2577E+00 .4566E+00 .9642E+00 .9972E+00 .1000E+01 .9998E+00 .8745E+00 .5945E+00 .2658E+00
.3345E+03 .3780E+00 .2725E+00 .4588E+00 .9796E+00 .9975E+00 .1000E+01 .9997E+00 .8747E+00 .6285E+00 .2812E+00
.3350E+03 .3912E+00 .2812E+00 .4611E+00 .9877E+00 .9974E+00 .1000E+01 .9997E+00 .8749E+00 .6496E+00 .2907E+00
.3355E+03 .3810E+00 .2945E+00 .4634E+00 .9914E+00 .9977E+00 .1000E+01 .9997E+00 .8750E+00 .6534E+00 .2943E+00
.3360E+03 .3496E+00 .2686E+00 .4656E+00 .9913E+00 .9977E+00 .1000E+01 .9997E+00 .8752E+00 .5979E+00 .2694E+00
.3365E+03 .3249E+00 .2284E+00 .4678E+00 .9840E+00 .9977E+00 .1000E+01 .9997E+00 .8754E+00 .5344E+00 .2392E+00
.3370E+03 .3203E+00 .2230E+00 .4701E+00 .9781E+00 .9977E+00 .1000E+01 .9996E+00 .8756E+00 .5246E+00 .2347E+00
