Wvlgth Extraterrestrial_spectrm Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.6960E+03 .1442E+01 .1183E+01 .9595E+00 .1822E+00
.6970E+03 .1438E+01 .1249E+01 .1013E+01 .1933E+00
.6980E+03 .1417E+01 .1230E+01 .9971E+00 .1897E+00
.6990E+03 .1434E+01 .1204E+01 .9776E+00 .1845E+00
.7000E+03 .1422E+01 .1195E+01 .9707E+00 .1827E+00
.7010E+03 .1413E+01 .1179E+01 .9591E+00 .1797E+00
.7020E+03 .1399E+01 .1180E+01 .9602E+00 .1797E+00
.7030E+03 .1410E+01 .1187E+01 .9660E+00 .1803E+00
.7040E+03 .1419E+01 .1218E+01 .9912E+00 .1850E+00
.7050E+03 .1433E+01 .1230E+01 .1002E+01 .1865E+00
.7060E+03 .1414E+01 .1224E+01 .9970E+00 .1852E+00
.7070E+03 .1404E+01 .1219E+01 .9932E+00 .1841E+00
.7080E+03 .1399E+01 .1215E+01 .9905E+00 .1830E+00
.7090E+03 .1390E+01 .1219E+01 .9944E+00 .1835E+00
.7100E+03 .1404E+01 .1226E+01 .1001E+01 .1840E+00
.7110E+03 .1397E+01 .1224E+01 .9996E+00 .1834E+00
.7120E+03 .1382E+01 .1216E+01 .9934E+00 .1818E+00
.7130E+03 .1370E+01 .1202E+01 .9823E+00 .1791E+00
.7140E+03 .1382E+01 .1212E+01 .9914E+00 .1803E+00
.7150E+03 .1350E+01 .1171E+01 .9586E+00 .1735E+00
.7160E+03 .1369E+01 .1183E+01 .9689E+00 .1747E+00
.7170E+03 .1365E+01 .1027E+01 .8451E+00 .1487E+00
.7180E+03 .1357E+01 .9560E+00 .7879E+00 .1374E+00
.7190E+03 .1301E+01 .8574E+00 .7076E+00 .1226E+00
.7200E+03 .1349E+01 .9148E+00 .7554E+00 .1304E+00
.7210E+03 .1348E+01 .1009E+01 .8317E+00 .1452E+00
.7220E+03 .1360E+01 .1153E+01 .9484E+00 .1676E+00
.7230E+03 .1351E+01 .1064E+01 .8766E+00 .1532E+00
.7240E+03 .1361E+01 .9809E+00 .8101E+00 .1397E+00
.7250E+03 .1347E+01 .9642E+00 .7972E+00 .1367E+00
.7260E+03 .1343E+01 .1004E+01 .8301E+00 .1424E+00
.7270E+03 .1344E+01 .1009E+01 .8336E+00 .1432E+00
.7280E+03 .1337E+01 .9658E+00 .7997E+00 .1360E+00
.7290E+03 .1280E+01 .9725E+00 .8044E+00 .1375E+00
.7300E+03 .1336E+01 .1048E+01 .8675E+00 .1480E+00
.7310E+03 .1310E+01 .9937E+00 .8231E+00 .1396E+00
.7320E+03 .1333E+01 .1072E+01 .8872E+00 .1513E+00
.7330E+03 .1311E+01 .1113E+01 .9199E+00 .1577E+00
.7340E+03 .1339E+01 .1150E+01 .9506E+00 .1628E+00
.7350E+03 .1327E+01 .1133E+01 .9376E+00 .1599E+00
.7360E+03 .1310E+01 .1122E+01 .9291E+00 .1581E+00
.7370E+03 .1312E+01 .1120E+01 .9279E+00 .1574E+00
.7380E+03 .1300E+01 .1142E+01 .9455E+00 .1606E+00
.7390E+03 .1265E+01 .1108E+01 .9180E+00 .1555E+00
.7400E+03 .1283E+01 .1135E+01 .9407E+00 .1591E+00
.7410E+03 .1271E+01 .1131E+01 .9375E+00 .1583E+00
.7420E+03 .1265E+01 .1131E+01 .9383E+00 .1581E+00
.7430E+03 .1289E+01 .1155E+01 .9583E+00 .1610E+00
.7440E+03 .1296E+01 .1164E+01 .9664E+00 .1620E+00
.7450E+03 .1292E+01 .1164E+01 .9664E+00 .1616E+00
.7460E+03 .1289E+01 .1161E+01 .9648E+00 .1609E+00
.7470E+03 .1289E+01 .1162E+01 .9658E+00 .1606E+00
.7480E+03 .1281E+01 .1155E+01 .9605E+00 .1593E+00
.7490E+03 .1276E+01 .1151E+01 .9576E+00 .1584E+00
.7500E+03 .1274E+01 .1150E+01 .9569E+00 .1578E+00
.7510E+03 .1268E+01 .1144E+01 .9530E+00 .1568E+00
.7520E+03 .1272E+01 .1149E+01 .9568E+00 .1570E+00
.7530E+03 .1265E+01 .1143E+01 .9524E+00 .1559E+00
.7540E+03 .1281E+01 .1157E+01 .9649E+00 .1575E+00
.7550E+03 .1277E+01 .1154E+01 .9625E+00 .1567E+00
.7560E+03 .1261E+01 .1140E+01 .9511E+00 .1545E+00
.7570E+03 .1260E+01 .1139E+01 .9507E+00 .1540E+00
.7580E+03 .1268E+01 .1146E+01 .9570E+00 .1546E+00
.7590E+03 .1250E+01 .1113E+01 .9305E+00 .1495E+00
.7600E+03 .1259E+01 .2414E+00 .2105E+00 .2559E-01
.7610E+03 .1249E+01 .1383E+00 .1221E+00 .1346E-01
.7620E+03 .1246E+01 .6356E+00 .5410E+00 .7779E-01
.7630E+03 .1254E+01 .3469E+00 .3002E+00 .3859E-01
.7640E+03 .1257E+01 .4958E+00 .4254E+00 .5808E-01
.7650E+03 .1245E+01 .6342E+00 .5406E+00 .7706E-01
.7660E+03 .1200E+01 .7557E+00 .6405E+00 .9467E-01
.7670E+03 .1212E+01 .9060E+00 .7644E+00 .1163E+00
.7680E+03 .1231E+01 .1037E+01 .8725E+00 .1353E+00
.7690E+03 .1214E+01 .1051E+01 .8835E+00 .1373E+00
.7700E+03 .1215E+01 .1082E+01 .9092E+00 .1417E+00
.7710E+03 .1207E+01 .1089E+01 .9155E+00 .1426E+00
.7720E+03 .1212E+01 .1098E+01 .9231E+00 .1435E+00
.7730E+03 .1210E+01 .1097E+01 .9230E+00 .1431E+00
.7740E+03 .1209E+01 .1098E+01 .9235E+00 .1428E+00
.7750E+03 .1208E+01 .1097E+01 .9239E+00 .1425E+00
.7760E+03 .1210E+01 .1100E+01 .9264E+00 .1425E+00
.7770E+03 .1203E+01 .1093E+01 .9213E+00 .1413E+00
.7780E+03 .1201E+01 .1092E+01 .9207E+00 .1408E+00
.7790E+03 .1207E+01 .1097E+01 .9252E+00 .1411E+00
.7800E+03 .1193E+01 .1085E+01 .9155E+00 .1393E+00
.7810E+03 .1190E+01 .1082E+01 .9137E+00 .1386E+00
.7820E+03 .1195E+01 .1088E+01 .9183E+00 .1390E+00
.7830E+03 .1190E+01 .1083E+01 .9150E+00 .1382E+00
.7840E+03 .1181E+01 .1076E+01 .9092E+00 .1370E+00
.7850E+03 .1187E+01 .1081E+01 .9136E+00 .1373E+00
.7860E+03 .1189E+01 .1081E+01 .9144E+00 .1370E+00
.7870E+03 .1188E+01 .1068E+01 .9039E+00 .1348E+00
.7880E+03 .1180E+01 .1054E+01 .8929E+00 .1327E+00
.7890E+03 .1181E+01 .1050E+01 .8896E+00 .1318E+00
.7900E+03 .1170E+01 .1018E+01 .8629E+00 .1271E+00
.7910E+03 .1163E+01 .1031E+01 .8746E+00 .1289E+00
.7920E+03 .1150E+01 .1022E+01 .8667E+00 .1275E+00
.7930E+03 .1145E+01 .1015E+01 .8610E+00 .1263E+00
.7940E+03 .1126E+01 .1024E+01 .8687E+00 .1276E+00
.7950E+03 .1128E+01 .1020E+01 .8660E+00 .1267E+00
.7960E+03 .1143E+01 .1002E+01 .8517E+00 .1237E+00
.7970E+03 .1158E+01 .1018E+01 .8656E+00 .1254E+00
.7980E+03 .1150E+01 .1038E+01 .8821E+00 .1280E+00
.7990E+03 .1135E+01 .1018E+01 .8654E+00 .1252E+00
.8000E+03 .1125E+01 .1001E+01 .8516E+00 .1227E+00
.8010E+03 .1143E+01 .1012E+01 .8615E+00 .1237E+00
.8020E+03 .1142E+01 .1013E+01 .8628E+00 .1236E+00
.8030E+03 .1124E+01 .9944E+00 .8474E+00 .1210E+00
.8040E+03 .1134E+01 .1006E+01 .8577E+00 .1222E+00
.8050E+03 .1100E+01 .9842E+00 .8391E+00 .1194E+00
.8060E+03 .1131E+01 .1024E+01 .8735E+00 .1243E+00
.8070E+03 .1123E+01 .1014E+01 .8647E+00 .1226E+00
.8080E+03 .1116E+01 .1010E+01 .8620E+00 .1219E+00
.8090E+03 .1098E+01 .9845E+00 .8407E+00 .1184E+00
.8100E+03 .1110E+01 .9855E+00 .8421E+00 .1181E+00
.8110E+03 .1114E+01 .9829E+00 .8404E+00 .1173E+00
.8120E+03 .1116E+01 .9582E+00 .8201E+00 .1137E+00
.8130E+03 .1118E+01 .9401E+00 .8052E+00 .1111E+00
.8140E+03 .1117E+01 .8412E+00 .7224E+00 .9796E-01
.8150E+03 .1109E+01 .8341E+00 .7165E+00 .9694E-01
.8160E+03 .1105E+01 .7762E+00 .6674E+00 .8971E-01
.8170E+03 .1108E+01 .7946E+00 .6833E+00 .9181E-01
.8180E+03 .1086E+01 .7672E+00 .6602E+00 .8820E-01
.8190E+03 .1074E+01 .8447E+00 .7258E+00 .9801E-01
.8200E+03 .1074E+01 .8042E+00 .6918E+00 .9267E-01
.8210E+03 .1076E+01 .9315E+00 .7997E+00 .1087E+00
.8220E+03 .1056E+01 .8883E+00 .7632E+00 .1032E+00
.8230E+03 .1076E+01 .6271E+00 .5421E+00 .7023E-01
.8240E+03 .1072E+01 .8726E+00 .7508E+00 .1005E+00
.8250E+03 .1070E+01 .9052E+00 .7782E+00 .1047E+00
.8260E+03 .1076E+01 .8726E+00 .7511E+00 .1002E+00
.8270E+03 .1076E+01 .9195E+00 .7910E+00 .1059E+00
.8280E+03 .1075E+01 .7931E+00 .6843E+00 .8982E-01
.8290E+03 .1062E+01 .8678E+00 .7476E+00 .9919E-01
.8300E+03 .1056E+01 .8554E+00 .7373E+00 .9744E-01
.8310E+03 .1056E+01 .8628E+00 .7439E+00 .9815E-01
.8320E+03 .1055E+01 .8351E+00 .7205E+00 .9453E-01
.8330E+03 .1033E+01 .8927E+00 .7695E+00 .1016E+00
.8340E+03 .1046E+01 .8714E+00 .7520E+00 .9855E-01
.8350E+03 .1048E+01 .9370E+00 .8078E+00 .1067E+00
.8360E+03 .1060E+01 .9076E+00 .7833E+00 .1025E+00
.8370E+03 .1051E+01 .9427E+00 .8132E+00 .1069E+00
.8380E+03 .1055E+01 .9331E+00 .8054E+00 .1054E+00
.8390E+03 .1040E+01 .9354E+00 .8074E+00 .1057E+00
.8400E+03 .1050E+01 .9490E+00 .8193E+00 .1071E+00
.8410E+03 .1052E+01 .9437E+00 .8151E+00 .1061E+00
.8420E+03 .1029E+01 .9316E+00 .8048E+00 .1047E+00
.8430E+03 .1027E+01 .9394E+00 .8116E+00 .1055E+00
.8440E+03 .1014E+01 .9217E+00 .7966E+00 .1032E+00
.8450E+03 .1036E+01 .9499E+00 .8212E+00 .1063E+00
.8460E+03 .1037E+01 .9521E+00 .8233E+00 .1063E+00
.8470E+03 .1006E+01 .9269E+00 .8017E+00 .1034E+00
.8480E+03 .1011E+01 .9273E+00 .8024E+00 .1031E+00
.8490E+03 .1005E+01 .9215E+00 .7977E+00 .1022E+00
.8500E+03 .9100E+00 .8353E+00 .7233E+00 .9248E-01
.8510E+03 .9980E+00 .9112E+00 .7894E+00 .1006E+00
.8520E+03 .9900E+00 .9059E+00 .7851E+00 .9982E-01
.8530E+03 .9810E+00 .9019E+00 .7818E+00 .9922E-01
.8540E+03 .8690E+00 .7956E+00 .6900E+00 .8729E-01
.8550E+03 .9270E+00 .8535E+00 .7403E+00 .9354E-01
.8560E+03 .9902E+00 .9097E+00 .7894E+00 .9948E-01
.8570E+03 .1006E+01 .9270E+00 .8046E+00 .1012E+00
.8580E+03 .1007E+01 .9273E+00 .8051E+00 .1010E+00
.8590E+03 .1005E+01 .9271E+00 .8051E+00 .1008E+00
.8600E+03 .1000E+01 .9239E+00 .8025E+00 .1003E+00
.8610E+03 .9990E+00 .9226E+00 .8017E+00 .1000E+00
.8620E+03 .1006E+01 .9298E+00 .8082E+00 .1006E+00
.8630E+03 .1012E+01 .9355E+00 .8133E+00 .1010E+00
.8640E+03 .9901E+00 .9155E+00 .7962E+00 .9868E-01
.8650E+03 .9735E+00 .9007E+00 .7835E+00 .9690E-01
.8660E+03 .8580E+00 .7939E+00 .6908E+00 .8525E-01
.8670E+03 .9250E+00 .8560E+00 .7451E+00 .9175E-01
.8680E+03 .9690E+00 .8970E+00 .7810E+00 .9595E-01
.8690E+03 .9590E+00 .8880E+00 .7734E+00 .9481E-01
.8700E+03 .9770E+00 .9048E+00 .7883E+00 .9642E-01
.8710E+03 .9632E+00 .8920E+00 .7774E+00 .9487E-01
.8720E+03 .9760E+00 .9042E+00 .7882E+00 .9598E-01
.8730E+03 .9661E+00 .8952E+00 .7806E+00 .9484E-01
.8740E+03 .9491E+00 .8796E+00 .7672E+00 .9300E-01
.8750E+03 .9356E+00 .8669E+00 .7564E+00 .9148E-01
.8760E+03 .9620E+00 .8912E+00 .7779E+00 .9385E-01
.8770E+03 .9650E+00 .8944E+00 .7809E+00 .9401E-01
.8780E+03 .9620E+00 .8909E+00 .7780E+00 .9344E-01
.8790E+03 .9457E+00 .8761E+00 .7654E+00 .9171E-01
.8800E+03 .9486E+00 .8789E+00 .7681E+00 .9182E-01
.8810E+03 .9196E+00 .8499E+00 .7430E+00 .8858E-01
.8820E+03 .9441E+00 .8722E+00 .7627E+00 .9071E-01
.8830E+03 .9393E+00 .8692E+00 .7603E+00 .9025E-01
.8840E+03 .9435E+00 .8728E+00 .7637E+00 .9043E-01
.8850E+03 .9547E+00 .8833E+00 .7731E+00 .9134E-01
.8860E+03 .9256E+00 .8489E+00 .7434E+00 .8748E-01
.8870E+03 .9230E+00 .8518E+00 .7460E+00 .8770E-01
.8880E+03 .9407E+00 .8627E+00 .7559E+00 .8857E-01
.8890E+03 .9437E+00 .8743E+00 .7661E+00 .8971E-01
.8900E+03 .9424E+00 .8643E+00 .7577E+00 .8838E-01
.8910E+03 .9393E+00 .8662E+00 .7595E+00 .8846E-01
.8920E+03 .9326E+00 .8501E+00 .7458E+00 .8649E-01
.8930E+03 .9180E+00 .8171E+00 .7174E+00 .8274E-01
.8940E+03 .9240E+00 .7947E+00 .6984E+00 .7992E-01
.8950E+03 .9260E+00 .7595E+00 .6683E+00 .7570E-01
.8960E+03 .9342E+00 .7129E+00 .6279E+00 .7059E-01
.8970E+03 .9269E+00 .6221E+00 .5490E+00 .6071E-01
.8980E+03 .9238E+00 .6709E+00 .5918E+00 .6580E-01
.8990E+03 .9140E+00 .5127E+00 .4536E+00 .4919E-01
.9000E+03 .9138E+00 .6944E+00 .6123E+00 .6827E-01
.9010E+03 .8983E+00 .5597E+00 .4952E+00 .5367E-01
.9020E+03 .8772E+00 .6266E+00 .5531E+00 .6105E-01
.9030E+03 .9223E+00 .6439E+00 .5689E+00 .6230E-01
.9040E+03 .9210E+00 .7899E+00 .6961E+00 .7791E-01
.9050E+03 .9180E+00 .7642E+00 .6739E+00 .7499E-01
.9060E+03 .9078E+00 .7254E+00 .6402E+00 .7082E-01
.9070E+03 .9145E+00 .5968E+00 .5283E+00 .5703E-01
.9080E+03 .9014E+00 .6096E+00 .5395E+00 .5831E-01
.9090E+03 .8855E+00 .6585E+00 .5823E+00 .6342E-01
.9100E+03 .8950E+00 .5839E+00 .5175E+00 .5525E-01
.9110E+03 .8973E+00 .6232E+00 .5519E+00 .5937E-01
.9120E+03 .8902E+00 .6440E+00 .5702E+00 .6146E-01
.9130E+03 .9002E+00 .5859E+00 .5198E+00 .5510E-01
.9140E+03 .8982E+00 .5854E+00 .5193E+00 .5506E-01
.9150E+03 .8883E+00 .6325E+00 .5609E+00 .5958E-01
.9160E+03 .8947E+00 .5387E+00 .4784E+00 .5022E-01
.9170E+03 .8886E+00 .6817E+00 .6041E+00 .6461E-01
.9180E+03 .8881E+00 .5537E+00 .4920E+00 .5145E-01
.9190E+03 .8921E+00 .6894E+00 .6110E+00 .6528E-01
.9200E+03 .8854E+00 .6962E+00 .6167E+00 .6619E-01
.9210E+03 .8703E+00 .7296E+00 .6462E+00 .6944E-01
.9220E+03 .8628E+00 .6539E+00 .5801E+00 .6144E-01
.9230E+03 .8334E+00 .6964E+00 .6170E+00 .6605E-01
.9240E+03 .8696E+00 .6737E+00 .5980E+00 .6307E-01
.9250E+03 .8764E+00 .6645E+00 .5900E+00 .6204E-01
.9260E+03 .8456E+00 .6566E+00 .5831E+00 .6123E-01
.9270E+03 .8781E+00 .7353E+00 .6524E+00 .6906E-01
.9280E+03 .8711E+00 .5470E+00 .4877E+00 .4953E-01
.9290E+03 .8695E+00 .5087E+00 .4541E+00 .4552E-01
.9300E+03 .8687E+00 .4026E+00 .3605E+00 .3519E-01
.9310E+03 .8708E+00 .3815E+00 .3416E+00 .3333E-01
.9320E+03 .8651E+00 .2798E+00 .2516E+00 .2366E-01
.9330E+03 .8696E+00 .2306E+00 .2079E+00 .1909E-01
.9340E+03 .8671E+00 .1326E+00 .1204E+00 .1022E-01
.9350E+03 .8560E+00 .2333E+00 .2100E+00 .1950E-01
.9360E+03 .8522E+00 .1496E+00 .1353E+00 .1198E-01
.9370E+03 .8537E+00 .1513E+00 .1370E+00 .1205E-01
.9380E+03 .8594E+00 .1860E+00 .1681E+00 .1499E-01
.9390E+03 .8568E+00 .3719E+00 .3337E+00 .3199E-01
.9400E+03 .8400E+00 .4403E+00 .3944E+00 .3836E-01
.9410E+03 .8315E+00 .3465E+00 .3114E+00 .2942E-01
.9420E+03 .8062E+00 .3780E+00 .3392E+00 .3245E-01
.9430E+03 .8381E+00 .2592E+00 .2335E+00 .2158E-01
.9440E+03 .8185E+00 .2667E+00 .2398E+00 .2256E-01
.9450E+03 .8244E+00 .3432E+00 .3086E+00 .2901E-01
.9460E+03 .8314E+00 .1807E+00 .1635E+00 .1449E-01
.9470E+03 .8281E+00 .3458E+00 .3112E+00 .2898E-01
.9480E+03 .8314E+00 .2555E+00 .2303E+00 .2115E-01
.9490E+03 .8330E+00 .4606E+00 .4137E+00 .3930E-01
.9500E+03 .8287E+00 .1362E+00 .1238E+00 .1045E-01
.9510E+03 .8202E+00 .4513E+00 .4054E+00 .3847E-01
.9520E+03 .8240E+00 .2501E+00 .2260E+00 .2025E-01
.9530E+03 .8205E+00 .3202E+00 .2887E+00 .2650E-01
.9540E+03 .8120E+00 .3959E+00 .3560E+00 .3342E-01
.9550E+03 .7690E+00 .3180E+00 .2866E+00 .2631E-01
.9560E+03 .8020E+00 .3065E+00 .2760E+00 .2554E-01
.9570E+03 .8058E+00 .2517E+00 .2278E+00 .2013E-01
.9580E+03 .8115E+00 .4312E+00 .3872E+00 .3685E-01
.9590E+03 .8148E+00 .3490E+00 .3144E+00 .2902E-01
.9600E+03 .8063E+00 .3926E+00 .3536E+00 .3270E-01
.9610E+03 .7998E+00 .4310E+00 .3876E+00 .3637E-01
.9620E+03 .8017E+00 .4128E+00 .3715E+00 .3467E-01
.9630E+03 .7976E+00 .4723E+00 .4244E+00 .4014E-01
.9640E+03 .7881E+00 .4289E+00 .3857E+00 .3617E-01
.9650E+03 .7958E+00 .4712E+00 .4235E+00 .3995E-01
.9660E+03 .7860E+00 .4701E+00 .4227E+00 .3969E-01
.9670E+03 .7950E+00 .4698E+00 .4226E+00 .3954E-01
.9680E+03 .7853E+00 .6109E+00 .5474E+00 .5311E-01
.9690E+03 .7879E+00 .6418E+00 .5753E+00 .5566E-01
.9700E+03 .7914E+00 .5942E+00 .5332E+00 .5112E-01
.9710E+03 .7819E+00 .6689E+00 .5992E+00 .5828E-01
.9720E+03 .7879E+00 .6444E+00 .5776E+00 .5585E-01
.9730E+03 .7815E+00 .5678E+00 .5101E+00 .4833E-01
.9740E+03 .7688E+00 .5376E+00 .4833E+00 .4554E-01
.9750E+03 .7735E+00 .5526E+00 .4965E+00 .4700E-01
.9760E+03 .7805E+00 .5354E+00 .4816E+00 .4508E-01
.9770E+03 .7721E+00 .5984E+00 .5374E+00 .5110E-01
.9780E+03 .7780E+00 .5761E+00 .5179E+00 .4878E-01
.9790E+03 .7665E+00 .5978E+00 .5372E+00 .5080E-01
.9800E+03 .7751E+00 .5665E+00 .5094E+00 .4784E-01
.9810E+03 .7730E+00 .6682E+00 .5998E+00 .5724E-01
.9820E+03 .7788E+00 .6479E+00 .5821E+00 .5511E-01
.9830E+03 .7754E+00 .6250E+00 .5619E+00 .5289E-01
.9840E+03 .7688E+00 .6910E+00 .6203E+00 .5919E-01
.9850E+03 .7708E+00 .6439E+00 .5789E+00 .5449E-01
.9860E+03 .7662E+00 .7041E+00 .6321E+00 .6030E-01
.9870E+03 .7661E+00 .6932E+00 .6226E+00 .5906E-01
.9880E+03 .7637E+00 .6888E+00 .6189E+00 .5858E-01
.9890E+03 .7550E+00 .7026E+00 .6310E+00 .5996E-01
.9900E+03 .7569E+00 .6866E+00 .6172E+00 .5819E-01
.9910E+03 .7616E+00 .7069E+00 .6351E+00 .6005E-01
.9920E+03 .7571E+00 .7045E+00 .6331E+00 .5978E-01
.9930E+03 .7564E+00 .6915E+00 .6218E+00 .5838E-01
.9940E+03 .7585E+00 .7074E+00 .6360E+00 .5984E-01
.9950E+03 .7539E+00 .7053E+00 .6341E+00 .5959E-01
.9960E+03 .7535E+00 .7026E+00 .6318E+00 .5923E-01
.9970E+03 .7430E+00 .6940E+00 .6243E+00 .5843E-01
.9980E+03 .7430E+00 .6933E+00 .6237E+00 .5826E-01
.9990E+03 .7420E+00 .6930E+00 .6236E+00 .5814E-01
.1000E+04 .7425E+00 .6899E+00 .6210E+00 .5774E-01
.1001E+04 .7474E+00 .6985E+00 .6288E+00 .5841E-01
.1002E+04 .7468E+00 .6830E+00 .6152E+00 .5682E-01
.1003E+04 .7384E+00 .6892E+00 .6207E+00 .5742E-01
.1004E+04 .7313E+00 .6788E+00 .6115E+00 .5640E-01
.1005E+04 .6837E+00 .6398E+00 .5764E+00 .5314E-01
.1006E+04 .7177E+00 .6687E+00 .6026E+00 .5541E-01
.1007E+04 .7309E+00 .6828E+00 .6154E+00 .5650E-01
.1008E+04 .7334E+00 .6822E+00 .6150E+00 .5631E-01
.1009E+04 .7293E+00 .6755E+00 .6091E+00 .5563E-01
.1010E+04 .7305E+00 .6749E+00 .6088E+00 .5546E-01
.1011E+04 .7256E+00 .6784E+00 .6120E+00 .5576E-01
.1012E+04 .7250E+00 .6747E+00 .6088E+00 .5531E-01
.1013E+04 .7196E+00 .6736E+00 .6079E+00 .5518E-01
.1014E+04 .7226E+00 .6765E+00 .6106E+00 .5532E-01
.1015E+04 .7106E+00 .6648E+00 .6001E+00 .5426E-01
.1016E+04 .7142E+00 .6677E+00 .6029E+00 .5441E-01
.1017E+04 .7066E+00 .6603E+00 .5964E+00 .5370E-01
.1018E+04 .7157E+00 .6706E+00 .6057E+00 .5446E-01
.1019E+04 .6961E+00 .6467E+00 .5843E+00 .5236E-01
.1020E+04 .7013E+00 .6563E+00 .5930E+00 .5311E-01
.1021E+04 .7030E+00 .6590E+00 .5955E+00 .5325E-01
.1022E+04 .6930E+00 .6477E+00 .5855E+00 .5222E-01
.1023E+04 .6990E+00 .6527E+00 .5902E+00 .5253E-01
.1024E+04 .7006E+00 .6484E+00 .5865E+00 .5202E-01
.1025E+04 .6992E+00 .6551E+00 .5925E+00 .5256E-01
.1026E+04 .6994E+00 .6540E+00 .5916E+00 .5237E-01
.1027E+04 .6959E+00 .6509E+00 .5890E+00 .5204E-01
.1028E+04 .6972E+00 .6517E+00 .5898E+00 .5200E-01
.1029E+04 .6900E+00 .6445E+00 .5835E+00 .5134E-01
.1030E+04 .6921E+00 .6486E+00 .5872E+00 .5160E-01
.1031E+04 .6898E+00 .6456E+00 .5846E+00 .5126E-01
.1032E+04 .6896E+00 .6461E+00 .5852E+00 .5123E-01
.1033E+04 .6780E+00 .6351E+00 .5754E+00 .5027E-01
.1034E+04 .6818E+00 .6390E+00 .5789E+00 .5048E-01
.1035E+04 .6840E+00 .6410E+00 .5809E+00 .5056E-01
.1036E+04 .6843E+00 .6408E+00 .5808E+00 .5045E-01
.1037E+04 .6773E+00 .6342E+00 .5749E+00 .4984E-01
.1038E+04 .6740E+00 .6311E+00 .5723E+00 .4952E-01
.1039E+04 .6790E+00 .6355E+00 .5763E+00 .4977E-01
.1040E+04 .6744E+00 .6311E+00 .5725E+00 .4934E-01
.1041E+04 .6749E+00 .6312E+00 .5727E+00 .4926E-01
.1042E+04 .6752E+00 .6315E+00 .5730E+00 .4919E-01
.1043E+04 .6686E+00 .6251E+00 .5674E+00 .4861E-01
.1044E+04 .6720E+00 .6280E+00 .5701E+00 .4875E-01
.1045E+04 .6685E+00 .6244E+00 .5670E+00 .4838E-01
.1046E+04 .6513E+00 .6081E+00 .5523E+00 .4703E-01
.1047E+04 .6615E+00 .6174E+00 .5608E+00 .4766E-01
.1048E+04 .6678E+00 .6228E+00 .5658E+00 .4800E-01
.1049E+04 .6649E+00 .6193E+00 .5627E+00 .4763E-01
.1050E+04 .6612E+00 .6152E+00 .5592E+00 .4723E-01
.1051E+04 .6618E+00 .6158E+00 .5598E+00 .4720E-01
.1052E+04 .6585E+00 .6120E+00 .5565E+00 .4682E-01
.1053E+04 .6570E+00 .6102E+00 .5549E+00 .4659E-01
.1054E+04 .6547E+00 .6076E+00 .5527E+00 .4631E-01
.1055E+04 .6575E+00 .6095E+00 .5545E+00 .4637E-01
.1056E+04 .6563E+00 .6076E+00 .5529E+00 .4613E-01
.1057E+04 .6554E+00 .6061E+00 .5516E+00 .4593E-01
.1058E+04 .6494E+00 .5999E+00 .5461E+00 .4537E-01
.1059E+04 .6305E+00 .5816E+00 .5295E+00 .4391E-01
.1060E+04 .6483E+00 .5977E+00 .5443E+00 .4506E-01
.1061E+04 .6339E+00 .5839E+00 .5318E+00 .4396E-01
.1062E+04 .6465E+00 .5947E+00 .5418E+00 .4467E-01
.1063E+04 .6367E+00 .5851E+00 .5331E+00 .4386E-01
.1064E+04 .6462E+00 .5941E+00 .5414E+00 .4446E-01
.1065E+04 .6453E+00 .5914E+00 .5391E+00 .4415E-01
.1066E+04 .6314E+00 .5802E+00 .5290E+00 .4325E-01
.1067E+04 .6352E+00 .5832E+00 .5318E+00 .4339E-01
.1068E+04 .6359E+00 .5824E+00 .5312E+00 .4323E-01
.1069E+04 .6008E+00 .5512E+00 .5029E+00 .4086E-01
.1070E+04 .6216E+00 .5686E+00 .5188E+00 .4205E-01
.1071E+04 .6282E+00 .5799E+00 .5291E+00 .4287E-01
.1072E+04 .6313E+00 .5787E+00 .5282E+00 .4265E-01
.1073E+04 .6180E+00 .5677E+00 .5182E+00 .4177E-01
.1074E+04 .6306E+00 .5846E+00 .5337E+00 .4301E-01
.1075E+04 .6177E+00 .5572E+00 .5090E+00 .4073E-01
.1076E+04 .6247E+00 .5782E+00 .5280E+00 .4237E-01
.1077E+04 .6243E+00 .5684E+00 .5193E+00 .4147E-01
.1078E+04 .6253E+00 .5673E+00 .5185E+00 .4128E-01
.1079E+04 .6120E+00 .5689E+00 .5198E+00 .4149E-01
.1080E+04 .6225E+00 .5618E+00 .5136E+00 .4076E-01
.1081E+04 .6073E+00 .5463E+00 .4996E+00 .3949E-01
.1082E+04 .6025E+00 .5545E+00 .5070E+00 .4016E-01
.1083E+04 .6090E+00 .5627E+00 .5146E+00 .4072E-01
.1084E+04 .6139E+00 .5439E+00 .4978E+00 .3905E-01
.1085E+04 .6118E+00 .5582E+00 .5107E+00 .4016E-01
.1086E+04 .6157E+00 .5212E+00 .4774E+00 .3712E-01
.1087E+04 .5914E+00 .5334E+00 .4883E+00 .3816E-01
.1088E+04 .6073E+00 .5582E+00 .5109E+00 .3999E-01
.1089E+04 .6091E+00 .5449E+00 .4991E+00 .3880E-01
.1090E+04 .6044E+00 .5228E+00 .4791E+00 .3703E-01
.1091E+04 .6080E+00 .5537E+00 .5072E+00 .3941E-01
.1092E+04 .5969E+00 .5471E+00 .5011E+00 .3890E-01
.1093E+04 .5922E+00 .4801E+00 .4405E+00 .3354E-01
