Wvlgth Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.6560E+03 .1176E+01 .1071E+01 .8713E-01
.6570E+03 .1207E+01 .1099E+01 .8919E-01
.6580E+03 .1350E+01 .1230E+01 .9966E-01
.6590E+03 .1356E+01 .1235E+01 .9983E-01
.6600E+03 .1354E+01 .1233E+01 .9926E-01
.6610E+03 .1350E+01 .1230E+01 .9845E-01
.6620E+03 .1343E+01 .1225E+01 .9743E-01
.6630E+03 .1324E+01 .1207E+01 .9591E-01
.6640E+03 .1351E+01 .1231E+01 .9792E-01
.6650E+03 .1358E+01 .1237E+01 .9836E-01
.6660E+03 .1365E+01 .1244E+01 .9879E-01
.6670E+03 .1368E+01 .1246E+01 .9886E-01
.6680E+03 .1371E+01 .1249E+01 .9886E-01
.6690E+03 .1393E+01 .1269E+01 .1002E+00
.6700E+03 .1388E+01 .1264E+01 .9958E-01
.6710E+03 .1388E+01 .1264E+01 .9934E-01
.6720E+03 .1377E+01 .1254E+01 .9834E-01
.6730E+03 .1398E+01 .1273E+01 .9969E-01
.6740E+03 .1393E+01 .1269E+01 .9907E-01
.6750E+03 .1381E+01 .1258E+01 .9791E-01
.6760E+03 .1391E+01 .1267E+01 .9833E-01
.6770E+03 .1377E+01 .1254E+01 .9714E-01
.6780E+03 .1381E+01 .1258E+01 .9717E-01
.6790E+03 .1358E+01 .1238E+01 .9537E-01
.6800E+03 .1370E+01 .1248E+01 .9592E-01
.6810E+03 .1362E+01 .1241E+01 .9510E-01
.6820E+03 .1361E+01 .1240E+01 .9478E-01
.6830E+03 .1359E+01 .1238E+01 .9438E-01
.6840E+03 .1353E+01 .1233E+01 .9366E-01
.6850E+03 .1365E+01 .1244E+01 .9423E-01
.6860E+03 .1357E+01 .1237E+01 .9344E-01
.6870E+03 .9632E+00 .8841E+00 .6098E-01
.6880E+03 .1099E+01 .1006E+01 .7154E-01
.6890E+03 .1103E+01 .1009E+01 .7162E-01
.6900E+03 .1147E+01 .1049E+01 .7507E-01
.6910E+03 .1197E+01 .1093E+01 .7903E-01
.6920E+03 .1232E+01 .1125E+01 .8191E-01
.6930E+03 .1223E+01 .1117E+01 .8093E-01
.6940E+03 .1213E+01 .1108E+01 .7984E-01
.6950E+03 .1256E+01 .1147E+01 .8315E-01
.6960E+03 .1258E+01 .1149E+01 .8295E-01
.6970E+03 .1327E+01 .1210E+01 .8848E-01
.6980E+03 .1307E+01 .1192E+01 .8688E-01
.6990E+03 .1282E+01 .1170E+01 .8426E-01
.7000E+03 .1267E+01 .1156E+01 .8303E-01
.7010E+03 .1256E+01 .1147E+01 .8199E-01
.7020E+03 .1263E+01 .1153E+01 .8246E-01
.7030E+03 .1266E+01 .1155E+01 .8236E-01
.7040E+03 .1303E+01 .1189E+01 .8494E-01
.7050E+03 .1305E+01 .1191E+01 .8483E-01
.7060E+03 .1303E+01 .1189E+01 .8463E-01
.7070E+03 .1304E+01 .1190E+01 .8450E-01
.7080E+03 .1308E+01 .1193E+01 .8447E-01
.7090E+03 .1308E+01 .1193E+01 .8444E-01
.7100E+03 .1309E+01 .1195E+01 .8418E-01
.7110E+03 .1307E+01 .1193E+01 .8397E-01
.7120E+03 .1303E+01 .1188E+01 .8362E-01
.7130E+03 .1291E+01 .1178E+01 .8253E-01
.7140E+03 .1296E+01 .1182E+01 .8258E-01
.7150E+03 .1257E+01 .1148E+01 .7965E-01
.7160E+03 .1259E+01 .1149E+01 .7948E-01
.7170E+03 .1113E+01 .1020E+01 .6784E-01
.7180E+03 .1026E+01 .9409E+00 .6151E-01
.7190E+03 .9418E+00 .8648E+00 .5560E-01
.7200E+03 .9887E+00 .9076E+00 .5851E-01
.7210E+03 .1078E+01 .9882E+00 .6503E-01
.7220E+03 .1220E+01 .1116E+01 .7553E-01
.7230E+03 .1143E+01 .1047E+01 .6935E-01
.7240E+03 .1038E+01 .9527E+00 .6160E-01
.7250E+03 .1025E+01 .9408E+00 .6052E-01
.7260E+03 .1072E+01 .9833E+00 .6367E-01
.7270E+03 .1082E+01 .9926E+00 .6419E-01
.7280E+03 .1024E+01 .9403E+00 .6004E-01
.7290E+03 .1054E+01 .9677E+00 .6239E-01
.7300E+03 .1117E+01 .1024E+01 .6634E-01
.7310E+03 .1070E+01 .9826E+00 .6294E-01
.7320E+03 .1137E+01 .1043E+01 .6761E-01
.7330E+03 .1196E+01 .1096E+01 .7186E-01
.7340E+03 .1222E+01 .1120E+01 .7346E-01
.7350E+03 .1198E+01 .1098E+01 .7172E-01
.7360E+03 .1197E+01 .1097E+01 .7150E-01
.7370E+03 .1202E+01 .1102E+01 .7156E-01
.7380E+03 .1216E+01 .1114E+01 .7270E-01
.7390E+03 .1192E+01 .1093E+01 .7103E-01
.7400E+03 .1222E+01 .1120E+01 .7278E-01
.7410E+03 .1209E+01 .1108E+01 .7192E-01
.7420E+03 .1209E+01 .1108E+01 .7183E-01
.7430E+03 .1240E+01 .1137E+01 .7346E-01
.7440E+03 .1236E+01 .1133E+01 .7305E-01
.7450E+03 .1236E+01 .1133E+01 .7289E-01
.7460E+03 .1241E+01 .1139E+01 .7305E-01
.7470E+03 .1244E+01 .1142E+01 .7303E-01
.7480E+03 .1242E+01 .1140E+01 .7267E-01
.7490E+03 .1227E+01 .1127E+01 .7164E-01
.7500E+03 .1227E+01 .1126E+01 .7143E-01
.7510E+03 .1215E+01 .1115E+01 .7055E-01
.7520E+03 .1220E+01 .1120E+01 .7069E-01
.7530E+03 .1226E+01 .1126E+01 .7085E-01
.7540E+03 .1229E+01 .1129E+01 .7082E-01
.7550E+03 .1222E+01 .1123E+01 .7025E-01
.7560E+03 .1222E+01 .1123E+01 .7007E-01
.7570E+03 .1224E+01 .1125E+01 .7001E-01
.7580E+03 .1209E+01 .1111E+01 .6896E-01
.7590E+03 .1188E+01 .1092E+01 .6729E-01
.7600E+03 .2622E+00 .2453E+00 .1158E-01
.7610E+03 .1524E+00 .1429E+00 .6466E-02
.7620E+03 .6712E+00 .6233E+00 .3332E-01
.7630E+03 .3747E+00 .3500E+00 .1700E-01
.7640E+03 .5281E+00 .4920E+00 .2501E-01
.7650E+03 .6717E+00 .6241E+00 .3305E-01
.7660E+03 .7941E+00 .7359E+00 .4060E-01
.7670E+03 .9724E+00 .8988E+00 .5153E-01
.7680E+03 .1099E+01 .1014E+01 .5988E-01
.7690E+03 .1117E+01 .1030E+01 .6113E-01
.7700E+03 .1150E+01 .1060E+01 .6324E-01
.7710E+03 .1157E+01 .1066E+01 .6369E-01
.7720E+03 .1159E+01 .1068E+01 .6369E-01
.7730E+03 .1167E+01 .1075E+01 .6395E-01
.7740E+03 .1161E+01 .1070E+01 .6346E-01
.7750E+03 .1152E+01 .1062E+01 .6284E-01
.7760E+03 .1166E+01 .1075E+01 .6346E-01
.7770E+03 .1151E+01 .1061E+01 .6246E-01
.7780E+03 .1144E+01 .1055E+01 .6190E-01
.7790E+03 .1145E+01 .1056E+01 .6178E-01
.7800E+03 .1139E+01 .1051E+01 .6128E-01
.7810E+03 .1140E+01 .1052E+01 .6120E-01
.7820E+03 .1147E+01 .1059E+01 .6144E-01
.7830E+03 .1127E+01 .1041E+01 .6023E-01
.7840E+03 .1133E+01 .1046E+01 .6038E-01
.7850E+03 .1125E+01 .1039E+01 .5979E-01
.7860E+03 .1137E+01 .1050E+01 .6030E-01
.7870E+03 .1120E+01 .1035E+01 .5904E-01
.7880E+03 .1107E+01 .1023E+01 .5812E-01
.7890E+03 .1107E+01 .1023E+01 .5789E-01
.7900E+03 .1081E+01 .9999E+00 .5606E-01
.7910E+03 .1087E+01 .1005E+01 .5654E-01
.7920E+03 .1079E+01 .9978E+00 .5599E-01
.7930E+03 .1062E+01 .9823E+00 .5492E-01
.7940E+03 .1077E+01 .9957E+00 .5592E-01
.7950E+03 .1096E+01 .1014E+01 .5669E-01
.7960E+03 .1067E+01 .9876E+00 .5460E-01
.7970E+03 .1068E+01 .9892E+00 .5459E-01
.7980E+03 .1095E+01 .1014E+01 .5623E-01
.7990E+03 .1089E+01 .1008E+01 .5570E-01
.8000E+03 .1072E+01 .9923E+00 .5452E-01
.8010E+03 .1069E+01 .9905E+00 .5419E-01
.8020E+03 .1066E+01 .9878E+00 .5391E-01
.8030E+03 .1059E+01 .9810E+00 .5336E-01
.8040E+03 .1060E+01 .9821E+00 .5332E-01
.8050E+03 .1055E+01 .9779E+00 .5308E-01
.8060E+03 .1083E+01 .1003E+01 .5451E-01
.8070E+03 .1071E+01 .9920E+00 .5370E-01
.8080E+03 .1071E+01 .9929E+00 .5364E-01
.8090E+03 .1053E+01 .9762E+00 .5245E-01
.8100E+03 .1046E+01 .9696E+00 .5181E-01
.8110E+03 .1049E+01 .9734E+00 .5176E-01
.8120E+03 .1023E+01 .9490E+00 .4996E-01
.8130E+03 .1003E+01 .9316E+00 .4864E-01
.8140E+03 .8932E+00 .8309E+00 .4204E-01
.8150E+03 .8874E+00 .8257E+00 .4165E-01
.8160E+03 .8270E+00 .7703E+00 .3815E-01
.8170E+03 .8410E+00 .7832E+00 .3887E-01
.8180E+03 .8121E+00 .7566E+00 .3731E-01
.8190E+03 .8989E+00 .8362E+00 .4223E-01
.8200E+03 .8502E+00 .7916E+00 .3939E-01
.8210E+03 .9816E+00 .9120E+00 .4702E-01
.8220E+03 .9556E+00 .8883E+00 .4533E-01
.8230E+03 .6698E+00 .6258E+00 .2926E-01
.8240E+03 .9323E+00 .8674E+00 .4366E-01
.8250E+03 .9653E+00 .8976E+00 .4556E-01
.8260E+03 .9325E+00 .8678E+00 .4344E-01
.8270E+03 .9803E+00 .9116E+00 .4616E-01
.8280E+03 .8423E+00 .7852E+00 .3819E-01
.8290E+03 .9263E+00 .8622E+00 .4293E-01
.8300E+03 .9154E+00 .8523E+00 .4222E-01
.8310E+03 .9183E+00 .8551E+00 .4234E-01
.8320E+03 .8922E+00 .8312E+00 .4073E-01
.8330E+03 .9440E+00 .8783E+00 .4395E-01
.8340E+03 .9144E+00 .8513E+00 .4207E-01
.8350E+03 .9966E+00 .9269E+00 .4661E-01
.8360E+03 .9590E+00 .8927E+00 .4423E-01
.8370E+03 .9992E+00 .9295E+00 .4655E-01
.8380E+03 .9705E+00 .9031E+00 .4492E-01
.8390E+03 .9838E+00 .9153E+00 .4565E-01
.8400E+03 .1005E+01 .9350E+00 .4657E-01
.8410E+03 .9917E+00 .9229E+00 .4576E-01
.8420E+03 .9924E+00 .9235E+00 .4581E-01
.8430E+03 .9904E+00 .9216E+00 .4573E-01
.8440E+03 .9775E+00 .9098E+00 .4495E-01
.8450E+03 .1009E+01 .9395E+00 .4643E-01
.8460E+03 .1005E+01 .9354E+00 .4612E-01
.8470E+03 .9858E+00 .9176E+00 .4518E-01
.8480E+03 .9804E+00 .9128E+00 .4477E-01
.8490E+03 .9527E+00 .8871E+00 .4339E-01
.8500E+03 .9127E+00 .8500E+00 .4148E-01
.8510E+03 .9671E+00 .9008E+00 .4378E-01
.8520E+03 .9600E+00 .8943E+00 .4337E-01
.8530E+03 .9236E+00 .8604E+00 .4167E-01
.8540E+03 .7979E+00 .7436E+00 .3587E-01
.8550E+03 .8761E+00 .8164E+00 .3936E-01
.8560E+03 .9578E+00 .8926E+00 .4292E-01
.8570E+03 .9788E+00 .9122E+00 .4382E-01
.8580E+03 .9719E+00 .9058E+00 .4341E-01
.8590E+03 .9726E+00 .9065E+00 .4336E-01
.8600E+03 .9741E+00 .9081E+00 .4334E-01
.8610E+03 .9689E+00 .9034E+00 .4301E-01
.8620E+03 .9842E+00 .9176E+00 .4361E-01
.8630E+03 .1008E+01 .9394E+00 .4456E-01
.8640E+03 .9572E+00 .8926E+00 .4225E-01
.8650E+03 .9489E+00 .8849E+00 .4180E-01
.8660E+03 .8533E+00 .7958E+00 .3750E-01
.8670E+03 .8905E+00 .8306E+00 .3906E-01
.8680E+03 .9691E+00 .9040E+00 .4241E-01
.8690E+03 .9490E+00 .8854E+00 .4145E-01
.8700E+03 .9762E+00 .9107E+00 .4254E-01
.8710E+03 .9630E+00 .8985E+00 .4187E-01
.8720E+03 .9596E+00 .8955E+00 .4164E-01
.8730E+03 .9577E+00 .8938E+00 .4147E-01
.8740E+03 .9464E+00 .8833E+00 .4088E-01
.8750E+03 .9273E+00 .8656E+00 .3995E-01
.8760E+03 .9370E+00 .8748E+00 .4028E-01
.8770E+03 .9465E+00 .8838E+00 .4060E-01
.8780E+03 .9570E+00 .8936E+00 .4095E-01
.8790E+03 .9423E+00 .8800E+00 .4024E-01
.8800E+03 .9222E+00 .8613E+00 .3929E-01
.8810E+03 .9087E+00 .8488E+00 .3861E-01
.8820E+03 .9286E+00 .8674E+00 .3937E-01
.8830E+03 .9313E+00 .8700E+00 .3942E-01
.8840E+03 .9272E+00 .8663E+00 .3915E-01
.8850E+03 .9342E+00 .8730E+00 .3935E-01
.8860E+03 .8916E+00 .8333E+00 .3738E-01
.8870E+03 .9003E+00 .8414E+00 .3774E-01
.8880E+03 .9141E+00 .8545E+00 .3817E-01
.8890E+03 .9236E+00 .8633E+00 .3859E-01
.8900E+03 .9170E+00 .8574E+00 .3811E-01
.8910E+03 .9150E+00 .8555E+00 .3800E-01
.8920E+03 .8901E+00 .8325E+00 .3678E-01
.8930E+03 .8641E+00 .8085E+00 .3539E-01
.8940E+03 .8371E+00 .7838E+00 .3388E-01
.8950E+03 .7954E+00 .7453E+00 .3170E-01
.8960E+03 .7508E+00 .7042E+00 .2934E-01
.8970E+03 .6507E+00 .6113E+00 .2464E-01
.8980E+03 .7070E+00 .6636E+00 .2719E-01
.8990E+03 .5446E+00 .5126E+00 .1981E-01
.9000E+03 .7204E+00 .6759E+00 .2789E-01
.9010E+03 .5710E+00 .5371E+00 .2109E-01
.9020E+03 .6605E+00 .6203E+00 .2511E-01
.9030E+03 .6704E+00 .6298E+00 .2529E-01
.9040E+03 .8314E+00 .7790E+00 .3291E-01
.9050E+03 .8047E+00 .7544E+00 .3153E-01
.9060E+03 .7545E+00 .7078E+00 .2921E-01
.9070E+03 .6216E+00 .5846E+00 .2291E-01
.9080E+03 .6328E+00 .5949E+00 .2346E-01
.9090E+03 .6815E+00 .6400E+00 .2576E-01
.9100E+03 .6102E+00 .5740E+00 .2232E-01
.9110E+03 .6458E+00 .6071E+00 .2392E-01
.9120E+03 .6736E+00 .6330E+00 .2514E-01
.9130E+03 .6198E+00 .5831E+00 .2253E-01
.9140E+03 .6131E+00 .5768E+00 .2225E-01
.9150E+03 .6644E+00 .6247E+00 .2451E-01
.9160E+03 .5641E+00 .5312E+00 .2006E-01
.9170E+03 .7085E+00 .6655E+00 .2651E-01
.9180E+03 .5788E+00 .5450E+00 .2064E-01
.9190E+03 .7194E+00 .6758E+00 .2686E-01
.9200E+03 .7225E+00 .6787E+00 .2706E-01
.9210E+03 .7512E+00 .7051E+00 .2853E-01
.9220E+03 .6768E+00 .6361E+00 .2500E-01
.9230E+03 .7255E+00 .6810E+00 .2742E-01
.9240E+03 .6943E+00 .6525E+00 .2566E-01
.9250E+03 .6792E+00 .6385E+00 .2492E-01
.9260E+03 .6869E+00 .6456E+00 .2530E-01
.9270E+03 .7641E+00 .7174E+00 .2864E-01
.9280E+03 .5749E+00 .5417E+00 .2007E-01
.9290E+03 .5288E+00 .4986E+00 .1814E-01
.9300E+03 .4216E+00 .3983E+00 .1384E-01
.9310E+03 .3983E+00 .3765E+00 .1295E-01
.9320E+03 .2932E+00 .2776E+00 .9119E-02
.9330E+03 .2417E+00 .2291E+00 .7337E-02
.9340E+03 .1400E+00 .1329E+00 .4043E-02
.9350E+03 .2445E+00 .2317E+00 .7421E-02
.9360E+03 .1572E+00 .1493E+00 .4583E-02
.9370E+03 .1600E+00 .1519E+00 .4653E-02
.9380E+03 .1950E+00 .1850E+00 .5744E-02
.9390E+03 .3861E+00 .3652E+00 .1232E-01
.9400E+03 .4604E+00 .4349E+00 .1513E-01
.9410E+03 .3533E+00 .3343E+00 .1114E-01
.9420E+03 .4054E+00 .3833E+00 .1300E-01
.9430E+03 .2710E+00 .2569E+00 .8198E-02
.9440E+03 .2811E+00 .2664E+00 .8557E-02
.9450E+03 .3633E+00 .3438E+00 .1136E-01
.9460E+03 .1910E+00 .1814E+00 .5541E-02
.9470E+03 .3666E+00 .3470E+00 .1142E-01
.9480E+03 .2700E+00 .2560E+00 .8082E-02
.9490E+03 .4851E+00 .4583E+00 .1576E-01
.9500E+03 .1443E+00 .1372E+00 .4057E-02
.9510E+03 .4765E+00 .4503E+00 .1542E-01
.9520E+03 .2639E+00 .2503E+00 .7804E-02
.9530E+03 .3355E+00 .3179E+00 .1023E-01
.9540E+03 .4057E+00 .3838E+00 .1278E-01
.9550E+03 .3387E+00 .3208E+00 .1037E-01
.9560E+03 .3257E+00 .3086E+00 .9862E-02
.9570E+03 .2652E+00 .2516E+00 .7782E-02
.9580E+03 .4535E+00 .4289E+00 .1442E-01
.9590E+03 .3666E+00 .3473E+00 .1120E-01
.9600E+03 .4110E+00 .3890E+00 .1278E-01
.9610E+03 .4565E+00 .4317E+00 .1443E-01
.9620E+03 .4324E+00 .4092E+00 .1353E-01
.9630E+03 .4945E+00 .4674E+00 .1586E-01
.9640E+03 .4543E+00 .4297E+00 .1431E-01
.9650E+03 .4922E+00 .4653E+00 .1573E-01
.9660E+03 .4934E+00 .4664E+00 .1575E-01
.9670E+03 .4916E+00 .4649E+00 .1563E-01
.9680E+03 .6452E+00 .6084E+00 .2181E-01
.9690E+03 .6755E+00 .6367E+00 .2303E-01
.9700E+03 .6220E+00 .5868E+00 .2074E-01
.9710E+03 .7061E+00 .6652E+00 .2430E-01
.9720E+03 .6765E+00 .6377E+00 .2297E-01
.9730E+03 .5951E+00 .5619E+00 .1956E-01
.9740E+03 .5658E+00 .5344E+00 .1839E-01
.9750E+03 .5847E+00 .5522E+00 .1908E-01
.9760E+03 .5586E+00 .5278E+00 .1800E-01
.9770E+03 .6292E+00 .5938E+00 .2086E-01
.9780E+03 .6006E+00 .5671E+00 .1963E-01
.9790E+03 .6271E+00 .5919E+00 .2072E-01
.9800E+03 .5907E+00 .5579E+00 .1918E-01
.9810E+03 .7020E+00 .6619E+00 .2373E-01
.9820E+03 .6743E+00 .6361E+00 .2252E-01
.9830E+03 .6479E+00 .6114E+00 .2141E-01
.9840E+03 .7210E+00 .6796E+00 .2450E-01
.9850E+03 .6710E+00 .6331E+00 .2229E-01
.9860E+03 .7322E+00 .6901E+00 .2494E-01
.9870E+03 .7196E+00 .6784E+00 .2434E-01
.9880E+03 .7183E+00 .6772E+00 .2423E-01
.9890E+03 .7292E+00 .6872E+00 .2478E-01
.9900E+03 .7140E+00 .6732E+00 .2402E-01
.9910E+03 .7316E+00 .6896E+00 .2473E-01
.9920E+03 .7357E+00 .6935E+00 .2483E-01
.9930E+03 .7210E+00 .6799E+00 .2416E-01
.9940E+03 .7354E+00 .6933E+00 .2475E-01
.9950E+03 .7343E+00 .6923E+00 .2469E-01
.9960E+03 .7313E+00 .6895E+00 .2452E-01
.9970E+03 .7322E+00 .6905E+00 .2451E-01
.9980E+03 .7289E+00 .6874E+00 .2435E-01
.9990E+03 .7262E+00 .6849E+00 .2422E-01
.1000E+04 .7215E+00 .6806E+00 .2398E-01
.1001E+04 .7302E+00 .6887E+00 .2427E-01
.1002E+04 .7116E+00 .6714E+00 .2345E-01
.1003E+04 .7174E+00 .6768E+00 .2374E-01
.1004E+04 .7003E+00 .6607E+00 .2309E-01
.1005E+04 .6741E+00 .6360E+00 .2223E-01
.1006E+04 .7007E+00 .6612E+00 .2303E-01
.1007E+04 .7154E+00 .6751E+00 .2349E-01
.1008E+04 .7119E+00 .6719E+00 .2330E-01
.1009E+04 .7084E+00 .6687E+00 .2311E-01
.1010E+04 .7056E+00 .6661E+00 .2296E-01
.1011E+04 .7119E+00 .6720E+00 .2320E-01
.1012E+04 .7060E+00 .6665E+00 .2293E-01
.1013E+04 .7102E+00 .6704E+00 .2306E-01
.1014E+04 .7052E+00 .6658E+00 .2286E-01
.1015E+04 .7006E+00 .6615E+00 .2266E-01
.1016E+04 .6975E+00 .6586E+00 .2251E-01
.1017E+04 .6994E+00 .6604E+00 .2252E-01
.1018E+04 .6966E+00 .6578E+00 .2240E-01
.1019E+04 .6823E+00 .6445E+00 .2184E-01
.1020E+04 .6930E+00 .6546E+00 .2219E-01
.1021E+04 .6920E+00 .6536E+00 .2212E-01
.1022E+04 .6868E+00 .6489E+00 .2189E-01
.1023E+04 .6942E+00 .6558E+00 .2208E-01
.1024E+04 .6858E+00 .6480E+00 .2172E-01
.1025E+04 .6936E+00 .6553E+00 .2200E-01
.1026E+04 .6908E+00 .6527E+00 .2185E-01
.1027E+04 .6892E+00 .6513E+00 .2176E-01
.1028E+04 .6878E+00 .6500E+00 .2167E-01
.1029E+04 .6798E+00 .6425E+00 .2138E-01
.1030E+04 .6842E+00 .6467E+00 .2150E-01
.1031E+04 .6816E+00 .6443E+00 .2136E-01
.1032E+04 .6796E+00 .6424E+00 .2126E-01
.1033E+04 .6694E+00 .6328E+00 .2090E-01
.1034E+04 .6694E+00 .6329E+00 .2086E-01
.1035E+04 .6715E+00 .6349E+00 .2088E-01
.1036E+04 .6750E+00 .6383E+00 .2095E-01
.1037E+04 .6637E+00 .6277E+00 .2056E-01
.1038E+04 .6670E+00 .6308E+00 .2062E-01
.1039E+04 .6666E+00 .6305E+00 .2057E-01
.1040E+04 .6640E+00 .6280E+00 .2045E-01
.1041E+04 .6667E+00 .6307E+00 .2048E-01
.1042E+04 .6621E+00 .6264E+00 .2030E-01
.1043E+04 .6601E+00 .6245E+00 .2020E-01
.1044E+04 .6625E+00 .6268E+00 .2024E-01
.1045E+04 .6536E+00 .6184E+00 .1992E-01
.1046E+04 .6464E+00 .6117E+00 .1966E-01
.1047E+04 .6523E+00 .6173E+00 .1980E-01
.1048E+04 .6560E+00 .6208E+00 .1987E-01
.1049E+04 .6532E+00 .6182E+00 .1974E-01
.1050E+04 .6501E+00 .6153E+00 .1961E-01
.1051E+04 .6498E+00 .6150E+00 .1956E-01
.1052E+04 .6470E+00 .6125E+00 .1943E-01
.1053E+04 .6420E+00 .6078E+00 .1924E-01
.1054E+04 .6437E+00 .6094E+00 .1925E-01
.1055E+04 .6442E+00 .6100E+00 .1922E-01
.1056E+04 .6421E+00 .6080E+00 .1912E-01
.1057E+04 .6402E+00 .6063E+00 .1902E-01
.1058E+04 .6246E+00 .5916E+00 .1851E-01
.1059E+04 .6254E+00 .5924E+00 .1850E-01
.1060E+04 .6246E+00 .5915E+00 .1844E-01
.1061E+04 .6239E+00 .5910E+00 .1838E-01
.1062E+04 .6273E+00 .5942E+00 .1844E-01
.1063E+04 .6211E+00 .5884E+00 .1822E-01
.1064E+04 .6284E+00 .5954E+00 .1840E-01
.1065E+04 .6242E+00 .5915E+00 .1822E-01
.1066E+04 .6117E+00 .5796E+00 .1783E-01
.1067E+04 .6197E+00 .5872E+00 .1802E-01
.1068E+04 .6063E+00 .5746E+00 .1758E-01
.1069E+04 .5875E+00 .5568E+00 .1701E-01
.1070E+04 .6076E+00 .5760E+00 .1754E-01
.1071E+04 .6166E+00 .5844E+00 .1781E-01
.1072E+04 .6098E+00 .5782E+00 .1754E-01
.1073E+04 .6010E+00 .5698E+00 .1727E-01
.1074E+04 .6160E+00 .5840E+00 .1771E-01
.1075E+04 .5868E+00 .5565E+00 .1670E-01
.1076E+04 .6156E+00 .5837E+00 .1762E-01
.1077E+04 .6055E+00 .5743E+00 .1721E-01
.1078E+04 .5944E+00 .5638E+00 .1684E-01
.1079E+04 .6055E+00 .5742E+00 .1724E-01
.1080E+04 .5962E+00 .5656E+00 .1680E-01
.1081E+04 .5779E+00 .5483E+00 .1624E-01
.1082E+04 .5858E+00 .5557E+00 .1654E-01
.1083E+04 .5873E+00 .5571E+00 .1656E-01
.1084E+04 .5769E+00 .5476E+00 .1604E-01
.1085E+04 .5975E+00 .5669E+00 .1672E-01
.1086E+04 .5477E+00 .5201E+00 .1498E-01
.1087E+04 .5636E+00 .5349E+00 .1565E-01
.1088E+04 .5870E+00 .5571E+00 .1636E-01
.1089E+04 .5706E+00 .5417E+00 .1574E-01
.1090E+04 .5590E+00 .5309E+00 .1525E-01
.1091E+04 .5855E+00 .5559E+00 .1617E-01
.1092E+04 .5837E+00 .5542E+00 .1612E-01
.1093E+04 .4996E+00 .4749E+00 .1331E-01
.1094E+04 .5347E+00 .5077E+00 .1466E-01
.1095E+04 .5200E+00 .4941E+00 .1393E-01
.1096E+04 .4993E+00 .4747E+00 .1320E-01
.1097E+04 .5702E+00 .5415E+00 .1562E-01
.1098E+04 .4922E+00 .4681E+00 .1296E-01
.1099E+04 .5125E+00 .4873E+00 .1352E-01
.1100E+04 .4785E+00 .4553E+00 .1236E-01
.1101E+04 .4839E+00 .4604E+00 .1255E-01
.1102E+04 .4635E+00 .4411E+00 .1191E-01
.1103E+04 .4599E+00 .4378E+00 .1171E-01
.1104E+04 .4604E+00 .4383E+00 .1172E-01
.1105E+04 .5013E+00 .4768E+00 .1302E-01
.1106E+04 .3917E+00 .3734E+00 .9564E-02
.1107E+04 .4777E+00 .4547E+00 .1222E-01
.1108E+04 .4098E+00 .3906E+00 .1008E-01
.1109E+04 .4094E+00 .3902E+00 .1006E-01
.1110E+04 .4741E+00 .4514E+00 .1203E-01
.1111E+04 .3281E+00 .3132E+00 .7686E-02
.1112E+04 .4059E+00 .3869E+00 .9925E-02
.1113E+04 .2653E+00 .2536E+00 .5977E-02
.1114E+04 .2958E+00 .2826E+00 .6756E-02
.1115E+04 .2454E+00 .2346E+00 .5447E-02
.1116E+04 .2003E+00 .1917E+00 .4309E-02
.1117E+04 .7845E-01 .7524E-01 .1557E-02
.1118E+04 .2163E+00 .2070E+00 .4687E-02
.1119E+04 .1111E+00 .1065E+00 .2253E-02
.1120E+04 .1401E+00 .1343E+00 .2882E-02
.1121E+04 .1836E+00 .1758E+00 .3869E-02
.1122E+04 .8058E-01 .7730E-01 .1588E-02
.1123E+04 .1265E+00 .1212E+00 .2565E-02
.1124E+04 .1068E+00 .1024E+00 .2138E-02
.1125E+04 .1384E+00 .1326E+00 .2826E-02
.1126E+04 .5152E-01 .4946E-01 .9879E-03
.1127E+04 .1558E+00 .1493E+00 .3198E-02
.1128E+04 .9683E-01 .9289E-01 .1906E-02
.1129E+04 .1022E+00 .9804E-01 .2017E-02
.1130E+04 .6877E-01 .6601E-01 .1324E-02
.1131E+04 .2875E+00 .2749E+00 .6343E-02
.1132E+04 .2270E+00 .2173E+00 .4826E-02
.1133E+04 .1483E+00 .1422E+00 .2997E-02
.1134E+04 .4066E-01 .3906E-01 .7622E-03
.1135E+04 .1509E-01 .1450E-01 .2785E-03
.1136E+04 .1253E+00 .1202E+00 .2477E-02
.1137E+04 .2838E+00 .2715E+00 .6184E-02
.1138E+04 .2007E+00 .1923E+00 .4168E-02
.1139E+04 .2910E+00 .2783E+00 .6386E-02
.1140E+04 .2463E+00 .2358E+00 .5251E-02
.1141E+04 .1907E+00 .1827E+00 .3916E-02
.1142E+04 .2176E+00 .2085E+00 .4536E-02
.1143E+04 .3058E+00 .2925E+00 .6701E-02
.1144E+04 .1110E+00 .1065E+00 .2153E-02
.1145E+04 .1429E+00 .1371E+00 .2817E-02
.1146E+04 .1543E+00 .1480E+00 .3052E-02
.1147E+04 .5775E-01 .5548E-01 .1068E-02
.1148E+04 .2646E+00 .2534E+00 .5615E-02
.1149E+04 .2139E+00 .2049E+00 .4389E-02
.1150E+04 .1191E+00 .1143E+00 .2296E-02
.1151E+04 .1993E+00 .1910E+00 .4035E-02
.1152E+04 .2423E+00 .2321E+00 .5038E-02
.1153E+04 .2337E+00 .2239E+00 .4833E-02
